simplified	TH	example_TH
垂直	ตั้งฉาก	เส้นสองเส้นนี้ตั้งฉากกัน
锤	ค้อน	คนงานใช้ค้อนตีแผ่นเหล็ก
纯粹	ล้วนๆ	ความช่วยเหลือของเขามาจากความหวังดีล้วนๆ
纯洁	บริสุทธิ์	จิตใจของเด็กบริสุทธิ์มาก
慈善	การกุศล	บริษัทนี้เข้าร่วมกิจกรรมการกุศลบ่อยๆ
慈祥	ใจดีอบอุ่น	รอยยิ้มของคุณยายใจดีอบอุ่นมาก
磁带	เทปคาสเซ็ต	เทปคาสเซ็ตเก่าม้วนนี้ยังเล่นได้
雌雄	ตัวผู้และตัวเมีย	นกชนิดนี้ตัวผู้และตัวเมียมีสีต่างกัน
伺候	ดูแลรับใช้	พยาบาลดูแลรับใช้ผู้ป่วยอย่างเอาใจใส่
刺	หนาม	บนกิ่งกุหลาบมีหนามมากมาย
次品	สินค้าชำรุด	สินค้าชำรุดเหล่านี้ขายไม่ได้
次序	ลำดับ	กรุณาเข้าแถวตามลำดับ
丛	กลุ่ม	ริมทางมีกลุ่มดอกไม้ป่ากลุ่มหนึ่ง
从容	อย่างสุขุม	เธอตอบคำถามอย่างสุขุม
凑合	พอใช้ได้	ห้องไม่ใหญ่ แต่ยังพออยู่ได้
粗鲁	หยาบคาย	เขาพูดหยาบคายเกินไป
窜	พุ่ง	แมวตัวนั้นพุ่งเข้าไปในบ้านทันที
摧残	ทำลายย่อยยับ	มลพิษระยะยาวจะทำลายป่าแห่งนี้ย่อยยับ
脆弱	เปราะบาง	ผลิตภัณฑ์แก้วเปราะบางมาก
搓	ถู	เขาถูมือที่เย็นเฉียบของตน
磋商	หารือ	ทั้งสองฝ่ายจะหารือต่อไป
挫折	อุปสรรค	ทุกคนล้วนเจออุปสรรค
搭	ขึ้น	พวกเราขึ้นรถเมล์ไปสนามบิน
搭档	คู่ทำงาน	เขาเป็นคู่ทำงานของฉันมาหลายปี
搭配	เข้ากัน	เสื้อคลุมตัวนี้กับกางเกงเข้ากันมาก
答辩	การสอบป้องกัน	นักศึกษาปริญญาโทกำลังเตรียมการสอบป้องกันวิทยานิพนธ์
答复	คำตอบ	กรุณาให้คำตอบฉันโดยเร็ว
达成	บรรลุ	ในที่สุดทั้งสองฝ่ายก็บรรลุข้อตกลง
打包	ห่อกลับ	พนักงานเสิร์ฟช่วยเราห่ออาหารที่เหลือกลับ
打官司	ฟ้องร้อง	พวกเขาฟ้องร้องกันเพราะปัญหาสัญญา
打击	กระทบกระเทือน	ความล้มเหลวครั้งนี้กระทบกระเทือนเขาอย่างมาก
打架	ทะเลาะวิวาท	นักเรียนที่ทะเลาะวิวาทในโรงเรียนจะถูกลงโทษ
打量	พิจารณามอง	เธอมองฉันขึ้นลงเพื่อพิจารณา
