hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
3793:出于	出于	出于	के कारण; से प्रेरित होकर	उसने सुरक्षा कारणों से योजना रद्द कर दी।	কারণে; বিবেচনায়	সে নিরাপত্তার কারণে পরিকল্পনাটি বাতিল করল।	dahil sa; bunsod ng	Kinansela niya ang plano dahil sa pagsasaalang-alang sa kaligtasan.
3797:处罚	处罚	处罚	दंड देना; सजा	नियम तोड़कर पार्किंग करने पर दंड मिलेगा।	শাস্তি দেওয়া; জরিমানা	বেআইনি পার্কিং করলে শাস্তি পেতে হবে।	parusa; patawan ng parusa	Paparusahan ang ilegal na pagparada.
3799:处处	处处	处处	हर जगह; जगह-जगह	इस शहर में हर जगह हरे पेड़ हैं।	সর্বত্র; জায়গায় জায়গায়	এই শহরে সর্বত্র সবুজ গাছ আছে।	saanman; sa lahat ng lugar	May mga berdeng puno sa lahat ng lugar ng lungsod na ito.
3800:穿过	穿过	穿过	आर-पार जाना; गुजरना	हम एक शांत पगडंडी से होकर गुजरे।	পেরিয়ে যাওয়া; ভেদ করে যাওয়া	আমরা একটি শান্ত পথ পেরিয়ে গেলাম।	dumaan sa; tumawid sa	Dumaan kami sa isang tahimik na daanan.
3801:传承	传承	传承	विरासत में देना; आगे बढ़ाना	यह कारीगरी कई पीढ़ियों से आगे बढ़ती आई है।	ঐতিহ্য বহন করা; প্রজন্মে দেওয়া	এই কারুশিল্প কয়েক প্রজন্ম ধরে চলে আসছে।	ipamana; ipagpatuloy	Naipamana ang kasanayang ito sa maraming henerasyon.
3804:传染病	传染病	传染病	संक्रामक रोग	डॉक्टर ने सभी को संक्रामक रोगों से बचाव की याद दिलाई।	সংক্রামক রোগ	ডাক্তার সবাইকে সংক্রামক রোগ প্রতিরোধের কথা মনে করিয়ে দিলেন।	nakahahawang sakit	Pinaalalahanan ng doktor ang lahat na umiwas sa mga nakahahawang sakit.
3806:传输	传输	传输	प्रेषित करना; डेटा भेजना	सिस्टम डेटा भेज रहा है।	প্রেরণ করা; ডেটা পাঠানো	সিস্টেমটি ডেটা প্রেরণ করছে।	ihatin; magpadala ng datos	Nagpapadala ng datos ang sistema.
3808:船只	船只	船只	जहाज; नावें	बंदरगाह में बहुत-से जहाज खड़े हैं।	জাহাজ; নৌযান	বন্দরে অনেক নৌযান নোঙর করা আছে।	mga sasakyang-dagat; bangka	Maraming sasakyang-dagat ang nakadaong sa daungan.
3810:窗口	窗口	窗口	खिड़की; सेवा काउंटर	कृपया प्रक्रिया पूरी करने के लिए काउंटर नंबर तीन पर जाएं।	জানালা; সেবা কাউন্টার	অনুগ্রহ করে কাজটি করতে তিন নম্বর কাউন্টারে যান।	bintana; counter	Pumunta po sa counter bilang tatlo para asikasuhin ang proseso.
3812:创办	创办	创办	स्थापित करना; शुरू करना	स्नातक होने के बाद उसने एक कंपनी स्थापित की।	প্রতিষ্ঠা করা; শুরু করা	স্নাতক হওয়ার পর তিনি একটি কোম্পানি প্রতিষ্ঠা করলেন।	magtatag; magsimula	Pagkatapos makapagtapos, nagtatag siya ng isang kumpanya.
3813:创建	创建	创建	बनाना; स्थापित करना	टीम नया डेटाबेस बना रही है।	তৈরি করা; সৃষ্টি করা	দলটি নতুন ডাটাবেস তৈরি করছে।	lumikha; gumawa	Gumagawa ang koponan ng bagong database.
3815:创意	创意	创意	रचनात्मक विचार; सृजनात्मकता	यह विज्ञापन बहुत रचनात्मक है।	সৃজনশীলতা; নতুন ভাবনা	এই বিজ্ঞাপনটি খুব সৃজনশীল।	malikhaing ideya; pagkamalikhain	Napakamalikhain ng patalastas na ito.
3817:纯	纯	纯	शुद्ध; बिल्कुल	इस बोतल का रस शुद्ध सेब का रस है।	খাঁটি; বিশুদ্ধ	এই বোতলের রস খাঁটি আপেলের রস।	puro; dalisay	Purong katas ng mansanas ang laman ng boteng ito.
3818:瓷器	瓷器	瓷器	चीनी मिट्टी के बर्तन; पोर्सिलेन	संग्रहालय ने प्राचीन चीनी मिट्टी के बर्तन प्रदर्शित किए।	চীনামাটি; পোর্সেলিন সামগ্রী	জাদুঘরে প্রাচীন চীনামাটির সামগ্রী প্রদর্শিত হয়েছে।	porselana; kagamitang porselana	Nagpakita ang museo ng sinaunang porselana.
3819:此刻	此刻	此刻	इस समय; अभी	इस समय मैं बस शांत होकर आराम करना चाहता हूं।	এই মুহূর্তে; এখন	এই মুহূর্তে আমি শুধু শান্তভাবে বিশ্রাম নিতে চাই।	sa sandaling ito; ngayon	Sa sandaling ito, gusto ko lang magpahinga nang tahimik.
3821:次数	次数	次数	बारों की संख्या; आवृत्ति	कृपया रोज अभ्यास की संख्या दर्ज करें।	বারের সংখ্যা; পুনরাবৃত্তি	অনুগ্রহ করে প্রতিদিন অনুশীলনের সংখ্যা লিখে রাখুন।	bilang ng beses; ulit	Pakitandaan ang bilang ng beses ng pagsasanay bawat araw.
