hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
3729:常温	常温	常温	sobna temperatura; normalna temperatura	Ovaj lek se može čuvati na sobnoj temperaturi.	sobna temperatura; običajna temperatura	To zdravilo se lahko hrani pri sobni temperaturi.	kambario temperatūra; įprasta temperatūra	Šį vaistą galima laikyti kambario temperatūroje.	istabas temperatūra; parasta temperatūra	Šīs zāles var glabāt istabas temperatūrā.	toatemperatuur; tavaline temperatuur	Seda ravimit võib hoida toatemperatuuril.	herbergishiti; venjulegur hiti	Þetta lyf má geyma við herbergishita.
3730:场次	场次	场次	termin; predstava	Današnja predstava ima tri termina.	termin; predstava	Današnja predstava ima tri termine.	seansas; pasirodymo laikas	Šiandien spektaklis turi tris seansus.	seanss; izrādes laiks	Šodienas izrādei ir trīs seansi.	seanss; etenduse aeg	Tänasel etendusel on kolm seanssi.	sýningartími; sýning	Í dag eru þrjár sýningar.
3731:场地	场地	场地	mesto; prostor	Škola je obezbedila prostor za takmičenje.	prizorišče; prostor	Šola je zagotovila prizorišče za tekmovanje.	vieta; renginio vieta	Mokykla suteikė vietą varžyboms.	norises vieta; laukums	Skola nodrošināja sacensību vietu.	toimumiskoht; plats	Kool andis võistluse jaoks koha.	vettvangur; staður	Skólinn útvegaði keppnisstaðinn.
3732:场馆	场馆	场馆	objekat; stadion	Novi objekat može da primi dvadeset hiljada ljudi.	prizorišče; dvorana	Novo prizorišče lahko sprejme dvajset tisoč ljudi.	arena; renginio vieta	Nauja arena gali sutalpinti dvidešimt tūkstančių žmonių.	norises vieta; stadions	Jaunā norises vieta var uzņemt divdesmit tūkstošus cilvēku.	toimumiskoht; hall	Uus hall mahutab kakskümmend tuhat inimest.	íþróttahöll; vettvangur	Nýi vettvangurinn rúmar tuttugu þúsund manns.
3734:厂家	厂家	厂家	proizvođač; fabrika	Ovaj proizvođač pruža uslugu posle prodaje.	proizvajalec; tovarna	Ta proizvajalec ponuja poprodajne storitve.	gamintojas; gamykla	Šis gamintojas teikia aptarnavimą po pardavimo.	ražotājs; rūpnīca	Šis ražotājs nodrošina pēcpārdošanas servisu.	tootja; tehas	See tootja pakub müügijärgset teenust.	framleiðandi; verksmiðja	Þessi framleiðandi veitir þjónustu eftir sölu.
3735:场景	场景	场景	scena; prizor	Ova scena u filmu je veoma dirljiva.	prizor; scena	Ta prizor v filmu je zelo ganljiv.	scena; vaizdas	Ši filmo scena labai jaudinanti.	aina; skats	Šī filmas aina ir ļoti aizkustinoša.	stseen; vaatepilt	See stseen filmis on väga liigutav.	sena; atriði	Þetta atriði í myndinni er mjög áhrifamikið.
3737:厂商	厂商	厂商	proizvođač; prodavac	Više proizvođača je učestvovalo na predstavljanju.	proizvajalec; ponudnik	Več proizvajalcev se je udeležilo predstavitve.	gamintojas; tiekėjas	Daugelis gamintojų dalyvavo pristatymo renginyje.	ražotājs; piegādātājs	Vairāki ražotāji piedalījās prezentācijas pasākumā.	tootja; müüja	Paljud tootjad osalesid esitlusüritusel.	framleiðandi; söluaðili	Margir framleiðendur tóku þátt í kynningarviðburðinum.
3746:炒股	炒股	炒股	trgovati akcijama	Nedavno je počeo da uči trgovanje akcijama.	trgovati z delnicami	Nedavno se je začel učiti trgovanja z delnicami.	prekiauti akcijomis	Jis neseniai pradėjo mokytis prekiauti akcijomis.	tirgot akcijas	Viņš nesen sāka mācīties tirgot akcijas.	aktsiatega kauplema	Ta hakkas hiljuti õppima aktsiatega kauplemist.	stunda hlutabréfaviðskipti	Hann byrjaði nýlega að læra hlutabréfaviðskipti.
3748:撤回	撤回	撤回	povući	Kompanija je povukla ovu prijavu.	umakniti	Podjetje je umaknilo to prijavo.	atsiimti	Įmonė atsiėmė šią paraišką.	atsaukt	Uzņēmums atsauca šo pieteikumu.	tagasi võtma	Ettevõte võttis selle taotluse tagasi.	draga til baka	Fyrirtækið dró þessa umsókn til baka.
3752:撑	撑	撑	podupirati; otvoriti kišobran	Ovaj kišobran više ne može da se otvori.	podpirati; odpreti	Tega dežnika ni več mogoče odpreti.	prilaikyti; išskleisti	Šio skėčio nebeįmanoma išskleisti.	balstīt; atvērt lietussargu	Šo lietussargu vairs nevar atvērt.	toetama; lahti tegema	Seda vihmavarju ei saa enam lahti teha.	styðja; opna	Það er ekki lengur hægt að opna þessa regnhlíf.
3755:称作	称作	称作	nazivati; zvati	Ljudi ovo mesto nazivaju gradskom baštom.	imenovati; klicati	Ljudje temu kraju pravijo mestni vrt.	vadinti; būti vadinamam	Žmonės šią vietą vadina miesto sodu.	saukt; dēvēt	Cilvēki šo vietu sauc par pilsētas dārzu.	nimetama; kutsuma	Inimesed kutsuvad seda kohta linnaaiaks.	kalla; nefnast	Fólk kallar þennan stað borgargarð.
3756:成	成	成	desetina; udeo od deset procenata	Prihod je ove godine porastao za tri desetine.	desetina; delež	Prihodek se je letos povečal za tri desetine.	viena dešimtoji; dalis	Šiemet pajamos padidėjo trimis dešimtosiomis.	desmitdaļa; proporcija	Šogad ienākumi pieauga par trim desmitdaļām.	kümnendik; osakaal	Sissetulek kasvas sel aastal kolme kümnendiku võrra.	tíundi hluti; hlutfall	Tekjurnar jukust um þrjá tíundu hluta á þessu ári.
3763:成千上万	成千上万	成千上万	hiljade i hiljade	Hiljade i hiljade ljudi učestvovalo je u povorci.	na tisoče	Na tisoče ljudi se je udeležilo pohoda.	tūkstančiai; daugybė	Tūkstančiai žmonių dalyvavo eisenoje.	tūkstošiem	Tūkstošiem cilvēku piedalījās gājienā.	tuhanded	Tuhanded inimesed osalesid rongkäigus.	þúsundir	Þúsundir manna tóku þátt í göngunni.
3766:诚信	诚信	诚信	poštenje; integritet	U poslu je najvažnije poštenje.	poštenost; integriteta	Pri poslovanju je najpomembnejša poštenost.	sąžiningumas; patikimumas	Versle svarbiausia yra sąžiningumas.	godīgums; uzticamība	Uzņēmējdarbībā vissvarīgākais ir godīgums.	ausus; usaldusväärsus	Äritegemisel on kõige tähtsam ausus.	heiðarleiki; heilindi	Í viðskiptum er heiðarleiki mikilvægastur.
3768:城镇	城镇	城镇	grad; varošica	Ovaj gradić je blizu mora.	mesto; naselje	To mestece je blizu morja.	miestelis; gyvenvietė	Šis miestelis yra netoli jūros.	pilsēta; apdzīvota vieta	Šī pilsētiņa atrodas pie jūras.	linn; asula	See linn on mere lähedal.	bær; þéttbýli	Þessi bær er nálægt sjónum.
3770:持有	持有	持有	posedovati; imati u vlasništvu	On poseduje akcije ove kompanije.	imeti v lasti; posedovati	Ima delnice tega podjetja.	turėti; valdyti	Jis turi šios įmonės akcijų.	turēt; piederēt	Viņam pieder šī uzņēmuma akcijas.	omama; valdama	Tal on selle ettevõtte aktsiaid.	eiga; hafa í eigu	Hann á hlutabréf í þessu fyrirtæki.
3771:尺	尺	尺	či; kineska mera dužine	Ovaj komad tkanine dug je tri čija.	či; kitajska dolžinska mera	Ta kos blaga je dolg tri enote či.	či; kinų ilgio matas	Šis audinio gabalas yra trijų či ilgio.	či; ķīniešu garuma mērvienība	Šis auduma gabals ir trīs či garš.	Hiina pikkusühik chi	See kangatükk on kolm chi pikk.	kínversk lengdareining chi	Þetta efnisstykki er þrjú chi að lengd.
3772:尺寸	尺寸	尺寸	veličina; dimenzije	Molim vas, potvrdite dimenzije kutije.	velikost; mere	Prosimo, potrdite mere škatle.	dydis; matmenys	Prašau patvirtinti dėžės matmenis.	izmērs; izmēri	Lūdzu, apstipriniet kastes izmērus.	suurus; mõõtmed	Palun kinnitage kasti mõõtmed.	stærð; mál	Vinsamlegast staðfestu mál kassans.
3778:重建	重建	重建	obnoviti; ponovo izgraditi	Posle zemljotresa selo je počelo obnovu.	obnoviti; znova zgraditi	Po potresu se je vas začela obnavljati.	atstatyti; perstatyti	Po žemės drebėjimo kaimas pradėjo atstatymą.	atjaunot; pārbūvēt	Pēc zemestrīces ciems sāka atjaunošanu.	taas üles ehitama; taastama	Pärast maavärinat hakkas küla taastuma.	endurbyggja	Eftir jarðskjálftann hófst endurbygging þorpsins.
3780:抽奖	抽奖	抽奖	izvlačenje nagrada; lutrijsko izvlačenje	Oni koji kupe kartu mogu učestvovati u izvlačenju nagrada.	žrebanje nagrad; nagradno žrebanje	Ljudje, ki kupijo vstopnico, lahko sodelujejo v žrebanju nagrad.	prizų traukimas; loterijos traukimas	Bilietus nusipirkę žmonės gali dalyvauti prizų traukime.	balvu izloze; loterijas izloze	Cilvēki, kas nopērk biļetes, var piedalīties balvu izlozē.	auhinnaloos; loosimine	Pileti ostnud inimesed saavad osaleda auhinnaloosis.	verðlaunadráttur; happdrætti	Fólk sem kaupir miða getur tekið þátt í verðlaunadrætti.
3782:愁	愁	愁	brinuti se; tugovati	On se brine zbog posla.	skrbeti; žalostiti se	Skrbi ga zaradi službe.	nerimauti; rūpintis	Jis nerimauja dėl darbo.	uztraukties; bēdāties	Viņš uztraucas par darbu.	muretsema	Ta muretseb tööasjade pärast.	hafa áhyggjur	Hann hefur áhyggjur af vinnunni.
3785:出场	出场	出场	pojaviti se; izaći na scenu	Glavni lik se pojavio poslednji.	nastopiti; priti na oder	Glavni lik je nastopil zadnji.	pasirodyti; išeiti į sceną	Pagrindinis veikėjas pasirodė paskutinis.	parādīties; iznākt uz skatuves	Galvenais varonis parādījās pēdējais.	esinema; lavale tulema	Peategelane ilmus viimasena.	koma fram; stíga á svið	Aðalpersónan kom fram síðust.
3786:初等	初等	初等	osnovni; početni	Ova knjiga predstavlja osnovnu matematiku.	osnoven; začetni	Ta knjiga predstavlja osnovno matematiko.	pradinis; elementarus	Ši knyga supažindina su pradine matematika.	pamata; sākotnējs	Šī grāmata iepazīstina ar pamata matemātiku.	alg-; põhi-	See raamat tutvustab algmatemaatikat.	grunn-; byrjunar-	Þessi bók kynnir grunnstærðfræði.
3787:出境	出境	出境	izaći iz zemlje; preći granicu	Pasoš je potreban za obavljanje izlaznih procedura.	izstopiti iz države; zapustiti državo	Za izstopne postopke je potreben potni list.	išvykti iš šalies; kirsti sieną	Išvykimo procedūroms reikia paso.	izceļot no valsts; šķērsot robežu	Lai nokārtotu izceļošanas formalitātes, vajadzīga pase.	riigist lahkuma; piiri ületama	Väljumisprotseduurideks on vaja passi.	fara úr landi; yfirgefa land	Vegabréf þarf til að ljúka brottfararferlum.
3788:出力	出力	出力	uložiti trud; pomoći radom	Svi su spremni da ulože trud u ovaj projekat.	prispevati trud; pomagati z delom	Pri tem projektu so vsi pripravljeni pomagati.	prisidėti darbu; dėti pastangas	Visi nori prisidėti prie šio projekto pastangomis.	pielikt pūles; palīdzēt ar darbu	Visi ir gatavi pielikt pūles šim projektam.	panustama; jõudu rakendama	Kõik on valmis sellesse projekti panustama.	leggja sitt af mörkum; leggja á sig	Vilji er hjá öllum til að leggja sitt af mörkum í verkefnið.
3789:出名	出名	出名	poznat; čuven	Ova mala prodavnica je poznata po hlebu.	znan; slaven	Ta majhna trgovina je znana po kruhu.	žinomas; garsus	Ši maža parduotuvė žinoma dėl duonos.	pazīstams; slavens	Šis mazais veikals ir pazīstams ar maizi.	tuntud; kuulus	See väike pood on tuntud oma leiva poolest.	þekktur; frægur	Þessi litla búð er þekkt fyrir brauðið sitt.
3790:出入	出入	出入	ulazak i izlazak; pristup	Za ulazak i izlazak iz naselja potrebno je provući karticu.	vstop in izstop; dostop	Za vstop in izstop iz soseske je treba potegniti kartico.	įėjimas ir išėjimas; prieiga	Į gyvenamąją zoną įeinama ir išeinama perbraukiant kortelę.	ieeja un izeja; piekļuve	Dzīvojamajā rajonā ieejai un izejai jānovelk karte.	sisenemine ja väljumine; ligipääs	Elurajooni sisenemiseks ja väljumiseks tuleb kaarti viibata.	inn- og útgangur; aðgangur	Það þarf að strjúka korti til að fara inn og út úr íbúðahverfinu.
3792:出游	出游	出游	ići na putovanje	Tokom odmora mnoge porodice biraju putovanje.	iti na izlet; odpotovati	Med počitnicami se veliko družin odloči za izlet.	vykti į kelionę	Per atostogas daugelis šeimų renkasi kelionę.	doties ceļojumā	Brīvdienās daudzas ģimenes izvēlas doties ceļojumā.	reisile minema	Puhkuse ajal valivad paljud pered reisile mineku.	fara í ferðalag	Í fríinu velja margar fjölskyldur að fara í ferðalag.
3793:出于	出于	出于	iz; zbog	Plan je otkazao iz bezbednosnih razloga.	iz; zaradi	Načrt je odpovedal zaradi varnostnih razlogov.	dėl; iš	Jis atšaukė planą dėl saugumo priežasčių.	aiz; ņemot vērā	Viņš atcēla plānu drošības apsvērumu dēļ.	tulenevalt; tõttu	Ta tühistas plaani turvakaalutlustel.	vegna; af	Hann aflýsti áætluninni vegna öryggissjónarmiða.
3797:处罚	处罚	处罚	kazniti; kazna	Nepropisno parkiranje biće kažnjeno.	kaznovati; kazen	Nepravilno parkiranje bo kaznovano.	bausti; nuobauda	Už neteisėtą parkavimą bus baudžiama.	sodīt; sods	Par noteikumu pārkāpumu stāvvietā tiks sodīts.	karistama; karistus	Ebaseadusliku parkimise eest karistatakse.	refsa; refsing	Ólögleg bílastæði verða refsuð.
3799:处处	处处	处处	svuda; na svakom mestu	U ovom gradu svuda ima zelenog drveća.	povsod; na vsakem mestu	V tem mestu so povsod zelena drevesa.	visur; visose vietose	Šiame mieste visur yra žalių medžių.	visur; katrā vietā	Šajā pilsētā visur ir zaļi koki.	igal pool; kõikjal	Selles linnas on igal pool rohelisi puid.	alls staðar; hvarvetna	Það eru græn tré alls staðar í þessari borg.
3800:穿过	穿过	穿过	proći kroz	Prošli smo kroz mirnu stazu.	iti skozi; prečkati	Šli smo skozi mirno stezo.	praeiti per; pereiti	Mes praėjome ramiu takeliu.	iet cauri; šķērsot	Mēs izgājām cauri klusai taciņai.	läbi minema	Me läksime läbi vaikse raja.	fara í gegnum	Við fórum í gegnum rólega stíg.
3801:传承	传承	传承	preneti; naslediti	Ovaj zanat se prenosi već nekoliko generacija.	prenašati; podedovati	Ta obrt se prenaša že več generacij.	perduoti; paveldėti	Šis amatas perduodamas jau kelias kartas.	nodot tālāk; pārmantot	Šis amats ir nodots tālāk vairākām paaudzēm.	edasi kandma; pärima	Seda käsitööd on edasi antud mitu põlvkonda.	miðla áfram; erfa	Þessi handiðn hefur gengið milli kynslóða.
3804:传染病	传染病	传染病	zarazna bolest	Lekar je podsetio sve da sprečavaju zarazne bolesti.	nalezljiva bolezen	Zdravnik je vse opozoril na preprečevanje nalezljivih bolezni.	infekcinė liga	Gydytojas priminė visiems saugotis infekcinių ligų.	infekcijas slimība	Ārsts atgādināja visiem novērst infekcijas slimības.	nakkushaigus	Arst tuletas kõigile meelde nakkushaiguste ennetamist.	smitsjúkdómur	Læknirinn minnti alla á að koma í veg fyrir smitsjúkdóma.
3806:传输	传输	传输	prenositi; transferisati	Sistem trenutno prenosi podatke.	prenašati	Sistem trenutno prenaša podatke.	perduoti; perkelti	Sistema dabar perduoda duomenis.	pārsūtīt; pārnest	Sistēma pašlaik pārsūta datus.	edastama; üle kandma	Süsteem edastab praegu andmeid.	senda; flytja	Kerfið er að senda gögn.
3808:船只	船只	船只	brodovi; plovila	U luci je usidreno mnogo plovila.	ladje; plovila	V pristanišču je privezanih veliko plovil.	laivai; laivynas	Uoste prisišvartavę daug laivų.	kuģi; laivas	Ostā pietauvoti daudzi kuģi.	laevad; alused	Sadamas on palju laevu.	skip; bátar	Mörg skip liggja í höfninni.
3810:窗口	窗口	窗口	prozor; šalter	Molim vas, idite na šalter broj tri da obavite postupak.	okno; okence	Prosimo, pojdite na okence številka tri za ureditev postopka.	langas; aptarnavimo langelis	Prašome eiti prie trečio langelio tvarkyti procedūros.	logs; apkalpošanas lodziņš	Lūdzu, dodieties uz trešo lodziņu nokārtot formalitātes.	aken; teeninduslett	Palun minge toimingu tegemiseks kolmanda akna juurde.	gluggi; þjónustulúga	Vinsamlegast farið að þjónustulúgu númer þrjú til að ganga frá málinu.
3812:创办	创办	创办	osnovati; pokrenuti	Posle diplomiranja osnovao je kompaniju.	ustanoviti; odpreti	Po diplomi je ustanovil podjetje.	įkurti; steigti	Baigęs mokslus jis įkūrė įmonę.	dibināt; izveidot	Pēc absolvēšanas viņš dibināja uzņēmumu.	asutama; rajama	Pärast lõpetamist asutas ta ettevõtte.	stofna; setja á fót	Eftir útskrift stofnaði hann fyrirtæki.
3813:创建	创建	创建	stvoriti; osnovati	Tim trenutno stvara novu bazu podataka.	ustvariti; vzpostaviti	Ekipa ustvarja novo podatkovno zbirko.	kurti; sukurti	Komanda kuria naują duomenų bazę.	izveidot; radīt	Komanda pašlaik veido jaunu datubāzi.	looma; rajama	Meeskond loob uut andmebaasi.	búa til; stofna	Teymið er að búa til nýjan gagnagrunn.
3815:创意	创意	创意	kreativnost; stvaralačka ideja	Ova reklama je veoma kreativna.	ustvarjalnost; ustvarjalna ideja	Ta oglas je zelo ustvarjalen.	kūrybiškumas; kūrybinė idėja	Ši reklama labai kūrybiška.	radošums; radoša ideja	Šī reklāma ir ļoti radoša.	loovus; loov idee	See reklaam on väga loominguline.	sköpunargáfa; skapandi hugmynd	Þessi auglýsing er mjög skapandi.
3817:纯	纯	纯	čist; potpuno	Ova flaša soka je čist sok od jabuke.	čist; zgolj	Ta steklenica soka je čisti jabolčni sok.	grynas; vien tik	Šis butelis sulčių yra grynos obuolių sultys.	tīrs; pilnīgi	Šī sulas pudele ir tīra ābolu sula.	puhas; üksnes	See mahlapudel on puhas õunamahl.	hreinn; eingöngu	Þessi safaflaska er hreinn eplasafi.
3818:瓷器	瓷器	瓷器	porcelan	Muzej je izložio drevni porcelan.	porcelan	Muzej je razstavil starodavni porcelan.	porcelianas	Muziejus eksponavo senovinį porcelianą.	porcelāns	Muzejs izstādīja senlaicīgu porcelānu.	portselan	Muuseum näitas muistset portselani.	postulín	Safnið sýndi fornt postulín.
3819:此刻	此刻	此刻	u ovom trenutku	U ovom trenutku samo želim mirno da se odmorim.	v tem trenutku	V tem trenutku si želim samo mirno počivati.	šiuo momentu	Šiuo momentu noriu tik ramiai pailsėti.	šobrīd	Šobrīd es tikai gribu mierīgi atpūsties.	sel hetkel	Sel hetkel tahan ma lihtsalt rahulikult puhata.	á þessari stundu	Á þessari stundu vil ég bara hvíla mig í ró.
3821:次数	次数	次数	broj puta	Molim vas, zabeležite koliko puta vežbate svakog dana.	število krat	Prosimo, zabeležite število dnevnih vaj.	kartų skaičius	Prašome užrašyti, kiek kartų kasdien praktikuojatės.	reižu skaits	Lūdzu, pierakstiet, cik reizes katru dienu vingrināties.	kordade arv	Palun pange kirja, mitu korda te iga päev harjutate.	fjöldi skipta	Vinsamlegast skráðu hversu oft þú æfir á hverjum degi.
3822:匆匆	匆匆	匆匆	žurno; na brzinu	Na brzinu je završio doručak i izašao.	naglo; v naglici	Na hitro je pojedel zajtrk in šel ven.	skubiai; paskubomis	Jis skubiai baigė pusryčiauti ir išėjo.	steigā; ātri	Viņš steigā pabeidza brokastis un izgāja.	kiirustades; rutates	Ta lõpetas hommikusöögi kiirustades ja läks välja.	í flýti; skyndilega	Hann kláraði morgunmatinn í flýti og fór út.
