hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
3822:匆匆	匆匆	匆匆	വേഗത്തിൽ; തിടുക്കത്തിൽ	അവൻ പ്രഭാതഭക്ഷണം തിടുക്കത്തിൽ കഴിച്ച് പുറത്തുപോയി.	асығыс; тез	Ол таңғы асын асығыс ішіп, шығып кетті.
3824:从未	从未	从未	ഒരിക്കലും ഇല്ല; ഒരിക്കലും ചെയ്തിട്ടില്ല	അവൾ തന്റെ സ്വപ്നം ഒരിക്കലും ഉപേക്ഷിച്ചിട്ടില്ല.	ешқашан; мүлде	Ол өз арманынан ешқашан бас тартқан емес.
3825:从业	从业	从业	ഒരു മേഖലയിലായി ജോലി ചെയ്യുക	അവൻ ധനകാര്യ മേഖലയിൽ വർഷങ്ങളായി ജോലി ചെയ്യുന്നു.	кәсіби салада жұмыс істеу	Ол қаржы саласында көп жылдан бері жұмыс істейді.
3827:脆	脆	脆	മൊരിഞ്ഞ; പൊട്ടിപ്പോകുന്ന	ഈ ബിസ്കറ്റ് സുഗന്ധമുള്ളതും മൊരിഞ്ഞതുമാണ്.	қытырлақ; сынғыш	Бұл печенье хош иісті әрі қытырлақ.
3829:村庄	村庄	村庄	ഗ്രാമം	മലയുടെ അടിവാരത്ത് ശാന്തമായ ഒരു ഗ്രാമമുണ്ട്.	ауыл	Таудың етегінде тыныш ауыл бар.
3830:存储	存储	存储	സംഭരിക്കുക; സംഭരണം	ഈ ഫോട്ടോകൾ ക്ലൗഡിൽ സംഭരിക്കാം.	сақтау; сақтау орны	Бұл суреттерді бұлтта сақтауға болады.
3831:寸	寸	寸	ചുൻ; ചൈനീസ് ചെറിയ അളവ്	ഈ ഫോട്ടോ രണ്ട് ചുൻ വലിപ്പമാണ്.	цунь; қытай өлшемі	Бұл фотосуреттің өлшемі екі цунь.
3837:打动	打动	打动	ഹൃദയസ്പർശിയാകുക; വികാരാധീനമാക്കുക	അവന്റെ സത്യസന്ധത എല്ലാവരുടെയും ഹൃദയം തൊട്ടു.	әсер ету; жүректі қозғау	Оның шынайылығы бәріне әсер етті.
3840:打卡	打卡	打卡	ഹാജർ രേഖപ്പെടുത്തുക; ചെക്ക് ഇൻ ചെയ്യുക	ജീവനക്കാർ ഓരോ ദിവസവും രാവിലെ ഒമ്പതിന് ഹാജർ രേഖപ്പെടുത്തുന്നു.	белгілену; жұмысқа келгенін тіркеу	Қызметкерлер күн сайын таңғы тоғызда жұмысқа келгенін тіркейді.
3841:打雷	打雷	打雷	ഇടിയുക; ഇടിമിന്നൽ കേൾക്കുക	പുറത്ത് ഇടിയാൻ തുടങ്ങി.	күн күркіреу	Сыртта күн күркірей бастады.
3842:打造	打造	打造	നിർമ്മിക്കുക; രൂപപ്പെടുത്തുക	അവർ ഒരു പുതിയ ബ്രാൻഡ് രൂപപ്പെടുത്താൻ ആഗ്രഹിക്കുന്നു.	қалыптастыру; жасау	Олар жаңа бренд қалыптастырғысы келеді.
3845:大吃一惊	大吃一惊	大吃一惊	വളരെ അതിശയിക്കുക; ഞെട്ടിപ്പോകുക	വില കേട്ട ശേഷം അവൻ ഞെട്ടിപ്പോയി.	қатты таңғалу	Бағаны естіген соң ол қатты таңғалды.
3846:大地	大地	大地	ഭൂമി; നിലം	വസന്തമഴ ഭൂമിയെ നനച്ചു.	жер; кең дала	Көктем жаңбыры жерді нәрлендірді.
3847:大都	大都	大都	മിക്കവാറും; ഭൂരിഭാഗവും	ഇവിടുത്തെ വിനോദസഞ്ചാരികൾ മിക്കവരും രാജ്യത്തിനുള്ളിൽ നിന്നാണ്.	көбіне; негізінен	Мұндағы туристердің көбі ел ішінен келеді.
3849:大幅	大幅	大幅	വലിയ തോതിൽ; ഗണ്യമായി	ഈ വർഷം ചെലവ് ഗണ്യമായി കുറഞ്ഞു.	айтарлықтай; үлкен мөлшерде	Биыл шығын айтарлықтай төмендеді.
3851:大使	大使	大使	അംബാസഡർ; ദൂതൻ	അംബാസഡർ സ്വാഗത വിരുന്നിൽ പങ്കെടുത്തു.	елші	Елші қарсы алу кешіне қатысты.
3852:大师	大师	大师	മഹാഗുരു; വിദഗ്ധൻ	ഈ വിദഗ്ധൻ എന്നെ പലതും പഠിപ്പിച്ചു.	шебер; ұлы маман	Бұл шебер маған көп нәрсе үйретті.
3853:大洋洲	大洋洲	大洋洲	ഓഷ്യാനിയ	ഓസ്ട്രേലിയ ഓഷ്യാനിയയിലാണ്.	Океания	Аустралия Океанияда орналасқан.
3856:待	待	待	തങ്ങുക; തുടരുക	ദയവായി സുരക്ഷിതമായ സ്ഥലത്ത് തങ്ങുക.	болу; қалу	Қауіпсіз жерде болыңыз.
3864:担忧	担忧	担忧	ആശങ്കപ്പെടുക; വിഷമിക്കുക	മാതാപിതാക്കൾ കുട്ടിയുടെ സുരക്ഷയെക്കുറിച്ച് ആശങ്കപ്പെടുന്നു.	алаңдау; уайымдау	Ата-аналар баланың қауіпсіздігіне алаңдайды.
3870:当今	当今	当今	ഇന്നത്തെ; നിലവിലെ കാലം	ഇന്നത്തെ സമൂഹം വളരെ വേഗത്തിൽ മാറുന്നു.	қазіргі; бүгінгі	Қазіргі қоғам өте тез өзгереді.
3872:当下	当下	当下	ഇപ്പോൾ; നിലവിൽ	ഇപ്പോൾ ഏറ്റവും പ്രധാനപ്പെട്ടത് പ്രശ്നം പരിഹരിക്കുകയാണ്.	қазір; қазіргі уақытта	Қазір ең маңыздысы мәселені шешу.
3875:当天	当天	当天	അന്നേ ദിവസം	ഓർഡർ അന്നേ ദിവസം അയച്ചു.	сол күні	Тапсырыс сол күні жіберілді.
3876:岛	岛	岛	ദ്വീപ്	ഈ ദ്വീപിൽ കാറുകളില്ല.	арал	Бұл аралда көлік жоқ.
3878:倒车	倒车	倒车	വാഹനം പിന്നോട്ട് ഓടിക്കുക	വാഹനം പിന്നോട്ട് എടുക്കുമ്പോൾ പിന്നിൽ ശ്രദ്ധിക്കണം.	артқа жүру; көлікті кері айдау	Көлікті артқа жүргізгенде, арт жаққа назар аударыңыз.
3879:导师	导师	导师	മാർഗ്ഗനിർദേശകൻ; ഉപദേഷ്ടാവ്	എന്റെ മാർഗ്ഗനിർദേശകൻ എനിക്ക് പല ഉപദേശങ്ങളും നൽകി.	ғылыми жетекші; тәлімгер	Менің ғылыми жетекшім маған көп кеңес берді.
3881:倒是	倒是	倒是	എങ്കിലും; മറിച്ച്	കട ചെറുതാണെങ്കിലും രുചി വളരെ നല്ലതാണ്.	дегенмен; керісінше	Бұл дүкен үлкен емес, бірақ дәмі өте жақсы.
3882:得了	得了	得了	രോഗം പിടിക്കുക; കിട്ടുക	അവന് ഫ്ലൂ പിടിച്ചു, വിശ്രമം വേണം.	ауырып қалу; жұқтыру	Ол тұмаумен ауырып қалды, демалуы керек.
3883:得以	得以	得以	സാധ്യമാകുക; അവസരം ലഭിക്കുക	എല്ലാവരുടെയും സഹായത്തോടെ പദ്ധതി പൂർത്തിയാക്കാനായി.	мүмкін болу; жүзеге асу	Барлығының көмегімен жоба аяқталды.
3884:得知	得知	得知	അറിയുക; വിവരം ലഭിക്കുക	യോഗത്തിന്റെ സമയം മാറിയെന്ന് ഞാൻ ഇപ്പോൾ മാത്രമാണ് അറിഞ്ഞത്.	білу; хабардар болу	Мен жиналыс уақыты өзгергенін жаңа ғана білдім.
3888:低碳	低碳	低碳	കുറഞ്ഞ കാർബൺ; ലോ കാർബൺ	കുറഞ്ഞ കാർബൺ ജീവിതശൈലി കൂടുതൽ ജനപ്രിയമാകുന്നു.	төмен көміртекті	Төмен көміртекті өмір салты барған сайын танымал болып келеді.
3893:地形	地形	地形	ഭൂപ്രകൃതി; സ്ഥലരൂപം	ഇവിടത്തെ ഭൂപ്രകൃതി സങ്കീർണ്ണമാണ്, രാത്രിയാത്രയ്ക്ക് അനുയോജ്യമല്ല.	жер бедері; рельеф	Мұндағы жер бедері күрделі, түнде жүруге қолайсыз.
