simplified	ID	example_ID
妄想	berkhayal	Dia berkhayal menjadi kaya dalam semalam
危机	krisis	Perusahaan sedang menghadapi krisis serius
威风	gagah	Jenderal itu tampak gagah di atas kuda
威力	kekuatan	Senjata jenis ini memiliki kekuatan besar
威望	wibawa	Dia memiliki wibawa besar di desa
威信	kredibilitas	Pemimpin harus menjaga kredibilitas pemerintah
微不足道	tidak berarti	Kerugian kecil ini tidak berarti
微观	mikro	Mata kuliah ini memperkenalkan ekonomi mikro
为难	mempersulit	Jangan lagi mempersulit pelayan
为期	berlangsung	Pelatihan berlangsung selama tiga bulan
唯独	kecuali	Semua orang sudah tiba, kecuali dia
维持	menjaga	Polisi menjaga ketertiban di lokasi
维护	melindungi	Kita harus melindungi hak dan kepentingan yang sah
维生素	vitamin	Buah mengandung banyak vitamin
违背	melanggar	Keputusan ini melanggar semangat kontrak
伪造	memalsukan	Seseorang memalsukan tanda tangannya
委托	mempercayakan	Klien mempercayakan pengacara untuk menangani kasus itu
委员	anggota komite	Setiap anggota komite menyampaikan pendapat
卫星	satelit	Satelit masuk ke orbit yang direncanakan
喂	memberi makan	Anak itu sedang memberi makan anak kucing
慰问	menjenguk	Para pemimpin pergi ke rumah sakit menjenguk orang yang terluka
未免	terlalu	Persyaratan ini terlalu tinggi
畏惧	takut	Dia tidak pernah takut pada kesulitan
蔚蓝	biru langit	Langit tampak berwarna biru langit
温带	zona sedang	Tumbuhan ini cocok untuk iklim zona sedang
温和	moderen	Sikap kebijakannya relatif moderat
文凭	ijazah	Pekerjaan ini mensyaratkan ijazah universitas
文物	benda budaya	Museum memamerkan benda budaya yang berharga
文献	literatur	Makalah itu mengutip banyak literatur
文雅	anggun	Gerak-geriknya anggun
文艺	seni dan sastra	Kota ini memiliki suasana seni dan sastra yang kuat
问世	diluncurkan	Model ponsel ini akan segera diluncurkan
窝	sarang	Di pohon ada sebuah sarang burung
乌黑	hitam pekat	Dia memiliki rambut panjang yang hitam pekat
污蔑	memfitnah	Dia menyangkal telah memfitnah pesaingnya
诬陷	menjebak	Bukti menunjukkan bahwa dia dijebak
无比	sangat	Mendengar kabar itu, dia merasa sangat bersemangat
无偿	gratis	Relawan menyediakan layanan gratis
无耻	tidak tahu malu	Perilaku penipuan seperti ini sangat tidak tahu malu
无动于衷	acuh tak acuh	Menghadapi kritik, dia tetap acuh tak acuh
无非	tidak lain	Dia melakukan ini tidak lain hanya ingin menghemat uang
无辜	tidak bersalah	Pengadilan menetapkan bahwa dia tidak bersalah
无精打采	lesu	Hari ini dia terlihat lesu
无赖	berandal	Penduduk desa tidak mau berurusan dengan berandal itu
无理取闹	membuat masalah tanpa alasan	Tolong jangan membuat masalah tanpa alasan di sini
无能为力	tidak berdaya	Menghadapi banjir, penduduk desa tidak berdaya
无穷无尽	tak berujung	Gurun itu terlihat tak berujung
无微不至	sangat teliti	Perawat merawat pasien dengan sangat teliti
无忧无虑	tanpa beban	Anak-anak bermain tanpa beban di rumput
无知	ketidaktahuan	Ketidaktahuan bukan alasan untuk menolak belajar
侮辱	menghina	Kata-katanya menghina pihak lain
武器	senjata	Senjata-senjata ini disimpan secara terpusat
武侠	silat	Dia suka membaca novel silat sejak kecil
武装	bersenjata	Daerah perbatasan memperkuat patroli bersenjata
舞蹈	tarian	Tarian ini memiliki ciri etnis yang kuat
务必	pastikan	Tolong pastikan tiba tepat waktu
物美价廉	berkualitas dan murah	Barang di toko ini berkualitas dan murah
物业	pengelola properti	Pengelola properti bertanggung jawab atas perbaikan kompleks
物资	pasokan	Pasokan bantuan sudah dikirim ke daerah bencana
误差	galat	Hasil pengukuran memiliki galat kecil
误解	kesalahpahaman	Kedua pihak menghilangkan kesalahpahaman melalui komunikasi
夕阳	matahari terbenam	Matahari terbenam mewarnai langit menjadi emas
昔日	dahulu	Desa kecil dahulu berubah menjadi kota
溪	sungai kecil	Sungai kecil mengalir melewati pegunungan
熄灭	memadamkan	Tolong padamkan lilin
牺牲	pengorbanan	Mereka melakukan pengorbanan untuk menyelamatkan orang
膝盖	lutut	Lututnya terluka
习俗	adat	Festival Musim Semi memiliki banyak adat tradisional
媳妇	istri	Istrinya bekerja di rumah sakit
袭击	menyerang	Badai menyerang kota pesisir
喜闻乐见	disukai	Jenis acara ini disukai oleh penonton
喜悦	kegembiraan	Senyum penuh kegembiraan muncul di wajahnya
系列	seri	Perusahaan meluncurkan seri produk baru
细菌	bakteri	Suhu tinggi dapat membunuh bakteri
细胞	sel	Tubuh manusia tersusun dari sel yang tak terhitung jumlahnya
细致	teliti	Pengamatannya sangat teliti
峡谷	ngarai	Sungai melewati ngarai yang dalam
狭隘	sempit	Pandangan sempit seperti ini perlu diubah
狭窄	sempit	Jalan kecil ini sangat sempit
霞	cahaya senja	Cahaya senja memerahkan langit
下属	bawahan	Manajer mendengarkan pendapat bawahan dengan serius
先进	maju	Pabrik menggunakan peralatan maju
先前	sebelumnya	Rencana sebelumnya sudah berubah
掀起	memicu	Buku ini memicu gelombang diskusi
纤维	serat	Kain ini mengandung serat alami
鲜明	jelas	Sikapnya sangat jelas
嫌	tidak suka	Dia tidak suka kamar itu terlalu kecil
嫌疑	kecurigaan	Pria ini memiliki kecurigaan besar
弦	senar	Satu senar gitar putus
衔接	terhubung	Isi kedua kursus itu terhubung dengan baik
贤惠	berbudi	Dia dianggap berbudi dan mampu
闲话	gosip	Jangan bergosip tentang orang lain di belakang mereka
显著	signifikan	Efek pengobatannya sangat signifikan
宪法	konstitusi	Konstitusi menjamin hak dasar warga negara
现场	lokasi kejadian	Wartawan sudah tiba di lokasi kejadian
现成	siap saji	Di dapur ada makanan siap saji
现状	keadaan saat ini	Kita perlu memahami keadaan industri saat ini
线索	petunjuk	Polisi menemukan petunjuk baru
陷害	menjebak	Dia mengaku ada orang yang menjebaknya
陷阱	perangkap	Pemburu memasang sebuah perangkap
陷入	terjebak	Perusahaan terjebak dalam kesulitan dana
馅儿	isian	Isian bakpao ini sangat harum
乡镇	kecamatan	Kondisi sekolah kecamatan sedang membaik
相差	berbeda	Suhu kedua tempat berbeda sepuluh derajat
相等	sama	Luas kedua segitiga itu sama
相辅相成	saling melengkapi	Teori dan praktik saling melengkapi
相应	sesuai	Perusahaan akan mengambil tindakan yang sesuai
镶嵌	bertatah	Cincin itu bertatah sebuah batu permata
响亮	nyaring	Jawabannya terdengar nyaring
响应	menanggapi	Banyak orang menanggapi inisiatif lingkungan
想方设法	berusaha dengan segala cara	Mereka berusaha dengan segala cara menurunkan biaya
向导	pemandu	Pemandu lokal membawa kami masuk ke pegunungan
向来	selalu	Dia selalu menghargai kredibilitas
向往	merindukan	Dia merindukan kehidupan yang tenang
巷	gang	Di gang lama dibuka banyak toko kecil
相声	crosstalk	Kakek suka mendengarkan crosstalk tradisional
消除	menghilangkan	Komunikasi dapat menghilangkan kesalahpahaman
消毒	mensterilkan	Dokter mensterilkan luka
消防	pemadam kebakaran	Petugas pemadam kebakaran cepat tiba di lokasi
消耗	menghabiskan	Perjalanan jauh menghabiskan banyak tenaga
消灭	membasmi	Pekerja sedang membasmi hama
潇洒	santai bergaya	Cara dia berjalan sangat santai bergaya
销毁	memusnahkan	Bea cukai memusnahkan barang palsu
小心翼翼	sangat hati-hati	Dia membuka kotak itu dengan sangat hati-hati
效益	efisiensi	Peralatan baru meningkatkan efisiensi produksi
肖像	potret	Potretnya tergantung di dinding
协会	asosiasi	Asosiasi ini membantu wirausahawan muda
协商	berunding	Kedua pihak bersedia terus berunding
协调	mengoordinasikan	Manajer proyek bertanggung jawab mengoordinasikan sumber daya
协议	perjanjian	Kedua pihak menandatangani perjanjian kerja sama
协助	membantu	Relawan membantu lansia menyeberang jalan
携带	membawa	Penumpang tidak boleh membawa barang berbahaya
屑	serpihan	Di atas meja ada banyak serpihan kayu
泄露	membocorkan	Karyawan tidak boleh membocorkan informasi pelanggan
泄气	patah semangat	Jangan patah semangat setelah gagal
谢绝	menolak dengan sopan	Hotel menolak dengan sopan makanan dari luar
心得	pelajaran yang diperoleh	Dia membagikan pelajaran yang diperoleh dari belajar
心甘情愿	dengan rela	Dia tinggal membantu dengan rela
心灵	jiwa	Musik menenangkan jiwanya
心态	pola pikir	Menjaga pola pikir positif sangat penting
心疼	merasa kasihan	Ibu merasa kasihan pada anak yang terluka
心血	jerih payah	Buku ini memuat jerih payah penulis
心眼儿	picik	Dia agak picik
新陈代谢	metabolisme	Olahraga dapat mendorong metabolisme
新郎	pengantin pria	Pengantin pria menyambut tamu di pintu
新娘	pengantin wanita	Pengantin wanita mengenakan gaun pengantin putih
新颖	baru dan orisinal	Desain ini sangat baru dan orisinal
欣慰	lega	Melihat kemajuan anak itu membuatnya lega
欣欣向荣	berkembang pesat	Pariwisata kota kecil itu berkembang pesat
薪水	gaji	Gajinya cukup untuk menghidupi keluarga
辛勤	rajin	Petani bekerja rajin menanam tanaman
信赖	mempercayai	Pelanggan sangat mempercayai perusahaan ini
信念	keyakinan	Keyakinan yang kuat menopangnya
信仰	kepercayaan	Dia menghormati kepercayaan yang berbeda
信誉	reputasi	Perusahaan harus menjaga reputasi
兴高采烈	riang gembira	Anak-anak berlari masuk ke kelas dengan riang gembira
兴隆	makmur	Toko lama ini usahanya makmur
兴旺	makmur	Ekonomi pasar semakin makmur
腥	amis	Ikan ini agak amis
刑事	pidana	Polisi sedang menyelidiki kasus pidana
形态	bentuk	Bentuk tanaman berubah mengikuti lingkungan
行政	administrasi	Departemen administrasi menangani permohonan
兴致勃勃	dengan antusias	Semua orang membahas rencana dengan antusias
性感	seksi	Gaun malam ini terlihat seksi
性命	nyawa	Dokter menyelamatkan nyawanya
性能	kinerja	Komputer ini memiliki kinerja yang baik
凶恶	ganas	Anjing ini terlihat sangat ganas
凶手	pembunuh	Polisi akhirnya menangkap pembunuh
汹涌	bergolak	Ombak yang bergolak menghantam pantai
胸怀	pikiran luas	Dia memiliki pikiran yang luas
胸膛	dada	Prajurit itu membusungkan dada
雄厚	kuat	Perusahaan memiliki sumber dana yang kuat
雄伟	megah	Jembatan ini sangat megah
修复	memperbaiki	Insinyur sedang memperbaiki sistem
修建	membangun	Pemerintah berencana membangun bandara baru
修养	pembinaan diri	Pembinaan diri yang baik terlihat dalam detail
羞耻	rasa malu	Dia merasa malu setelah berbohong
嗅觉	indra penciuman	Indra penciuman anjing sangat tajam
绣	menyulam	Nenek bisa menyulam bunga
虚假	palsu	Situs web itu menerbitkan informasi palsu
虚荣	kesombongan	Kesombongan membuatnya menghabiskan terlalu banyak uang
虚伪	munafik	Dia tidak suka basa-basi yang munafik
需求	permintaan	Permintaan pasar sedang meningkat
须知	petunjuk	Tolong baca petunjuk pendaftaran terlebih dahulu
许可	izin	Tidak boleh masuk tanpa izin
序言	kata pengantar	Penulis menjelaskan latar belakang dalam kata pengantar
畜牧	peternakan	Padang rumput cocok untuk mengembangkan peternakan
酗酒	mabuk-mabukan	Mabuk-mabukan jangka panjang merusak kesehatan
喧哗	keributan	Keributan dilarang di perpustakaan
宣誓	bersumpah	Anggota baru bersumpah dalam rapat
宣扬	mempromosikan	Sekolah mempromosikan kejujuran dan kepercayaan
悬挂	tergantung	Di dinding tergantung sebuah lukisan
悬念	ketegangan	Akhir film meninggalkan ketegangan
悬殊	senjangan besar	Kesenjangan kekuatan kedua tim sangat besar
悬崖峭壁	tebing curam	Di samping jalan gunung terdapat tebing curam
旋律	melodi	Lagu ini memiliki melodi yang indah
旋转	berputar	Kincir angin berputar tertiup angin
选拔	menyeleksi	Sekolah sedang menyeleksi atlet
选举	pemilihan	Desa mengadakan pemilihan
选手	peserta	Peserta ini tampil stabil
炫耀	pamer	Dia selalu suka pamer kekayaan
削	memotong	Perusahaan memotong beberapa pengeluaran
削弱	melemahkan	Kelelahan melemahkan penilaian
学说	teori	Teori ini memiliki pengaruh besar
学位	gelar akademik	Dia memperoleh gelar master
雪上加霜	memperburuk keadaan	Kehilangan pekerjaan lalu sakit benar-benar memperburuk keadaan
血压	tekanan darah	Dokter mengingatkannya untuk mengontrol tekanan darah
熏陶	terpengaruh	Dia terpengaruh musik sejak kecil
寻觅	mencari	Mereka mencari rumah yang cocok ke mana-mana
巡逻	berpatroli	Polisi berpatroli di jalan pada malam hari
循环	beredar	Air beredar dalam sistem
循序渐进	bertahap	Belajar bahasa harus bertahap
压迫	menindas	Sistem lama menindas rakyat biasa
压岁钱	angpao tahun baru	Anak itu menerima angpao tahun baru
压缩	mengompres	Perangkat lunak dapat mengompres ukuran gambar
压抑	menekan	Dia berusaha menekan amarah di dalam hati
压榨	memeras	Mesin sedang memeras sari tebu
压制	menekan	Obat dapat menekan rasa sakit
鸦雀无声	sunyi senyap	Setelah guru masuk, kelas menjadi sunyi senyap
亚军	juara kedua	Dia meraih juara kedua dalam lomba
淹没	menenggelamkan	Banjir menenggelamkan desa dataran rendah
烟花爆竹	kembang api dan petasan	Selama hari raya dilarang menyalakan kembang api dan petasan
严峻	berat	Situasi ketenagakerjaan masih berat
严寒	dingin ekstrem	Cuaca dingin ekstrem memengaruhi transportasi
严禁	dilarang keras	Merokok dilarang keras di sini
严厉	keras	Guru mengkritiknya dengan keras
严密	ketat	Gudang memiliki pengawasan ketat
岩石	batu	Batu di tepi laut sangat keras
延期	ditunda	Rapat ditunda sampai minggu depan
延伸	memanjang	Jalan itu memanjang ke arah utara
延续	berlanjut	Tradisi ini telah berlanjut selama seratus tahun
沿海	pesisir	Kota-kota pesisir memiliki perdagangan yang maju
炎热	panas	Cuaca panas membuat orang lelah
言论	ucapan	Publik memperhatikan ucapannya
掩盖	menutupi	Dia mencoba menutupi kesalahan
掩护	melindungi	Rekan setim bertanggung jawab melindungi penarikan diri
掩饰	menyembunyikan	Dia berusaha menyembunyikan rasa gugup
演变	berkembang	Tata kota terus berkembang
演习	latihan	Sekolah mengadakan latihan kebakaran
演绎	menurunkan	Guru menurunkan teorema ini
演奏	memainkan	Orkes sedang memainkan musik klasik
眼光	pandangan	Pandangannya dalam investasi sangat baik
眼色	isyarat mata	Dia memberi rekan kerja isyarat mata
眼神	tatapan	Tatapannya sangat tegas
厌恶	membenci	Dia membenci perilaku penipuan
验收	inspeksi penerimaan	Setelah proyek selesai perlu dilakukan inspeksi penerimaan
验证	memverifikasi	Eksperimen memverifikasi hipotesis
氧气	oksigen	Pasien perlu menghirup oksigen
样品	sampel	Pelanggan menerima sampel produk
摇摆	bergoyang	Perahu kecil bergoyang dalam angin dan ombak
摇滚	rock	Anak muda menyukai musik rock
谣言	rumor	Jangan menyebarkan rumor yang belum terverifikasi
遥控	kendali jarak jauh	Dia menggunakan ponsel untuk mengendalikan AC dari jarak jauh
遥远	jauh	Desa itu sangat jauh dari kota
耀眼	menyilaukan	Cahaya matahari sangat menyilaukan
要点	poin utama	Tolong catat poin utama rapat
要命	sangat berbahaya	Jalan gunung ini sangat berbahaya
要素	unsur	Kepercayaan adalah unsur penting kerja sama
野蛮	brutal	Dia menentang penegakan hukum yang brutal
野心	ambisi	Ambisi politiknya sangat jelas
液体	cairan	Cairan ini tidak berwarna
一流	kelas satu	Rumah sakit ini memiliki peralatan kelas satu
一如既往	seperti biasa	Dia mendukung kami seperti biasa
依旧	tetap	Hujan berhenti, tetapi jalan tetap basah
依据	berdasarkan	Putusan harus berdasarkan hukum
依靠	mengandalkan	Mereka mengandalkan pertanian untuk hidup
依赖	bergantung	Anak-anak tidak boleh terlalu bergantung pada orang tua
依托	bertumpu	Proyek berkembang dengan bertumpu pada sumber daya lokal
衣裳	pakaian	Dia mengganti pakaian bersih
一度	pernah	Perusahaan pernah menghadapi kebangkrutan
一贯	konsisten	Dia konsisten menentang pemborosan
一目了然	jelas sekilas	Isi tabel jelas sekilas
一向	selalu	Dia selalu tepat waktu
仪器	instrumen	Laboratorium membeli instrumen baru
仪式	upacara	Upacara kelulusan diadakan besok
疑惑	bingung	Siswa merasa bingung terhadap jawaban itu
遗产	warisan	Kota kuno ini adalah warisan budaya
遗传	diturunkan	Penyakit ini mungkin diturunkan
遗留	peninggalan	Masalah peninggalan sejarah perlu diselesaikan
遗失	kehilangan	Penumpang kehilangan paspor
以便	agar	Tolong tinggalkan nomor telepon agar kami dapat menghubungi
以免	agar tidak	Berangkatlah lebih awal agar tidak terlambat
以往	masa lalu	Pengalaman masa lalu layak dijadikan rujukan
以至	bahkan	Cakupannya meluas ke komunitas bahkan seluruh kota
以致	hingga	Hujan deras terus turun hingga jalan terputus
一帆风顺	berjalan lancar	Memulai usaha tidak mungkin selalu berjalan lancar
一举两得	sekali jalan dua tujuan	Bersepeda ke kantor bisa mencapai dua tujuan sekaligus
一丝不苟	teliti	Insinyur memeriksa kabel dengan teliti
亦	juga	Dia juga menyetujui rencana ini
异常	abnormal	Sistem mengalami keadaan abnormal
意料	dugaan	Hasilnya sepenuhnya di luar dugaan
意识	menyadari	Dia perlahan menyadari bahwa masalahnya serius
意图	niat	Polisi melihat niatnya
意味着	berarti	Diam tidak berarti setuju
意向	niat	Kedua pihak menyatakan niat bekerja sama
意志	kemauan	Kesulitan menguji kemauan seseorang
毅力	ketekunan	Keberhasilan membutuhkan ketekunan jangka panjang
毅然	dengan tegas	Dia dengan tegas meninggalkan perusahaan
翼	sayap	Sayap pesawat diperiksa
阴谋	konspirasi	Mereka mengungkap konspirasi itu
音响	audio	Efek audio ruang tamu sangat baik
引导	membimbing	Guru membimbing siswa berpikir
引擎	mesin	Mesin mobil tiba-tiba mati
引用	mengutip	Makalah itu mengutip banyak materi
隐蔽	bersembunyi	Prajurit bersembunyi di hutan
隐患	bahaya tersembunyi	Kabel lama memiliki bahaya keselamatan tersembunyi
隐瞒	menyembunyikan	Dia tidak menyembunyikan kebenaran
隐私	privasi	Perusahaan harus melindungi privasi pengguna
隐约	samar	Suara nyanyian terdengar samar dari kejauhan
饮食	pola makan	Pola makan sehat membantu pemulihan
婴儿	bayi	Bayi sedang tidur dengan tenang
英明	bijaksana	Pemimpin membuat keputusan yang bijaksana
英勇	berani	Petugas pemadam kebakaran menyelamatkan anak itu dengan berani
盈利	laba	Perusahaan mulai memperoleh laba tahun ini
迎面	dari depan	Angin dingin bertiup dari depan
应酬	acara sosial	Malam ini dia punya banyak acara sosial
应邀	atas undangan	Ahli itu menghadiri forum atas undangan
庸俗	vulgar	Isi iklan ini sangat vulgar
拥护	mendukung	Semua orang mendukung kebijakan baru
拥有	memiliki	Dia memiliki pengalaman yang kaya
勇于	berani	Anak muda harus berani mencoba
永恒	abadi	Cinta tidak selalu abadi dan tak berubah
涌现	bermunculan	Guru-guru unggul bermunculan di berbagai tempat
踊跃	antusias	Warga antusias mendaftar mengikuti kegiatan
用户	pengguna	Pengguna dapat mengubah kata sandi
优胜劣汰	seleksi yang terbaik	Persaingan pasar mencerminkan seleksi yang terbaik
优先	prioritas	Orang lanjut usia dapat dilayani dengan prioritas
优异	unggul	Dia meraih hasil yang unggul
优越	unggul	Tempat ini memiliki lokasi yang unggul
忧郁	murung	Ekspresinya tampak murung
油腻	berminyak	Hidangan ini terlalu berminyak
油漆	cat	Pekerja sedang mengecat pintu
犹如	seperti	Permukaan danau seperti cermin
有条不紊	teratur	Rapat berjalan dengan teratur
幼稚	naif	Gagasan ini agak naif
诱惑	godaan	Iklan penuh dengan godaan konsumsi
愚蠢	bodoh	Keputusan ini sangat bodoh
愚昧	bodoh	Pandangan bodoh menghambat kemajuan
渔民	nelayan	Nelayan pergi melaut menangkap ikan pada pagi hari
舆论	opini publik	Opini publik sangat memengaruhi kasus itu
与日俱增	semakin meningkat	Jumlah wisatawan semakin meningkat dari hari ke hari
宇宙	alam semesta	Manusia terus menjelajahi alam semesta
羽绒服	jaket bulu	Di musim dingin perlu memakai jaket bulu
寓言	fabel	Fabel ini sangat mendidik
愈	semakin	Kondisinya semakin membaik
欲望	keinginan	Dia mengendalikan keinginan belanja
熨	menyetrika	Dia menyetrika kemeja hingga rapi
玉	giok	Potongan giok ini warnanya hangat
预料	dugaan	Perkembangan peristiwa melampaui dugaan
预期	harapan	Penjualan lebih rendah dari harapan
预算	anggaran	Anggaran proyek perlu disesuaikan
预先	sebelumnya	Tolong siapkan bahan sebelumnya
预言	ramalan	Ramalannya tidak terwujud
预兆	pertanda	Rasa sakit mungkin menjadi pertanda penyakit
冤枉	menzalimi	Jangan menzalimi orang yang tidak bersalah
元首	kepala negara	Kepala negara kedua negara mengadakan pembicaraan
元素	unsur	Oksigen adalah unsur kimia
元宵节	Festival Lentera	Pada Festival Lentera orang menikmati lampion
原告	penggugat	Penggugat menyerahkan bukti baru
原理	prinsip	Guru menjelaskan prinsip mesin
原始	asli	Mereka menyimpan catatan asli
原先	semula	Rencana semula sudah berubah
园林	taman	Taman Suzhou sangat terkenal
圆满	sukses penuh	Rapat mencapai sukses penuh
源泉	sumber	Praktik adalah sumber pengetahuan
缘故	alasan	Dia mengundurkan diri karena alasan kesehatan
约束	membatasi	Sistem membatasi perilaku karyawan
乐谱	partitur	Dia membaca partitur dengan teliti
岳母	ibu mertua	Dia pergi mengunjungi ibu mertua pada akhir pekan
孕育	menumbuhkan	Tanah menumbuhkan kehidupan baru
蕴藏	mengandung	Daerah pegunungan mengandung sumber mineral yang kaya
运算	operasi	Siswa berlatih operasi matematika
运行	berjalan	Sistem sedang berjalan dengan stabil
酝酿	mempertimbangkan	Kedua pihak sedang mempertimbangkan rencana baru
杂技	akrobat	Anak-anak suka menonton pertunjukan akrobat
杂交	hibrida	Ilmuwan meneliti padi hibrida
砸	pecah	Gelas jatuh ke lantai dan pecah
咋	kenapa	Kenapa kamu belum pulang juga
栽培	membudidayakan	Tukang kebun membudidayakan banyak bunga
灾难	bencana	Setelah bencana, kota mulai dibangun kembali
宰	menyembelih	Saat hari raya penduduk desa menyembelih kambing
再接再厉	terus berusaha	Setelah menang penghargaan, tim terus berusaha
在意	peduli	Dia sangat peduli pada pandangan orang lain
攒	menabung	Dia menabung untuk membeli komputer
暂且	untuk sementara	Masalah ini kita kesampingkan untuk sementara
赞叹	memuji	Penonton memuji penampilan aktor
赞助	mensponsori	Perusahaan mensponsori pertandingan ini
糟蹋	menyia-nyiakan	Jangan menyia-nyiakan makanan segar ini
遭受	mengalami	Ladang mengalami kekeringan parah
遭殃	terkena musibah	Ketika jembatan runtuh, warga sekitar terkena musibah
遭遇	menghadapi	Mereka menghadapi badai salju di perjalanan
噪音	kebisingan	Kebisingan konstruksi mengganggu istirahat
造型	bentuk	Model mobil ini memiliki bentuk yang sangat khas
责怪	menyalahkan	Tolong jangan terus menyalahkan anak
贼	pencuri	Polisi menangkap pencuri itu
增添	menambah	Bunga segar menambah warna pada ruangan
赠送	memberikan	Toko memberikan hadiah kecil
扎	menyuntik	Perawat menyuntiknya satu kali
扎实	kokoh	Dasar tata bahasanya sangat kokoh
渣	ampas	Ampas kopi tertinggal di dasar cangkir
眨	berkedip	Dia mengedipkan mata
诈骗	penipuan	Polisi membongkar kasus penipuan telekomunikasi
摘要	abstrak	Abstrak makalah ditulis dengan jelas
债券	obligasi	Investor membeli obligasi pemerintah
沾光	ikut mendapat manfaat	Saya juga ikut mendapat manfaat dari teman
瞻仰	berziarah	Wisatawan berziarah ke monumen pahlawan
展示	memamerkan	Perusahaan memamerkan produk terbaru
展望	memandang ke depan	Laporan itu memandang ke depan pada tren masa depan
展现	menampilkan	Karya itu menampilkan kehidupan desa
崭新	baru sekali	Dia membeli sepeda yang baru sekali
斩钉截铁	dengan tegas	Dia menolak dengan tegas
占据	menempati	Iklan menempati seluruh halaman
占领	menduduki	Tentara menduduki celah gunung
战斗	pertempuran	Pertempuran berlangsung tiga jam
战略	strategi	Perusahaan menyesuaikan strategi pengembangan
战术	taktik	Pelatih mengubah taktik pertandingan
战役	kampanye militer	Kampanye militer ini mengubah situasi
章程	aturan	Asosiasi mengesahkan aturan baru
帐篷	tenda	Mereka mendirikan tenda di tepi danau
障碍	hambatan	Hambatan bahasa memengaruhi komunikasi
招标	tender	Proyek rekayasa membuka tender publik
招收	merekrut	Sekolah merekrut siswa baru tahun ini
朝气蓬勃	penuh semangat	Tim muda itu penuh semangat
着迷	terpikat	Anak itu terpikat pada astronomi
沼泽	rawa	Ekspedisi melintasi rawa
照样	seperti biasa	Hujan turun, tetapi latihan berjalan seperti biasa
照耀	menyinari	Cahaya matahari menyinari alun-alun
折腾	mengutak-atik	Jangan lagi mengutak-atik komputer lama ini
遮挡	menghalangi	Dahan pohon menghalangi jendela
折	melipat	Dia melipat kertas menjadi pesawat
折磨	menyiksa	Insomnia jangka panjang menyiksanya
侦探	detektif	Detektif menemukan petunjuk penting
斟酌	mempertimbangkan	Tolong pertimbangkan pilihan kata dengan cermat
珍贵	berharga	Foto-foto ini sangat berharga
珍稀	langka	Lindungi satwa liar yang langka
珍珠	mutiara	Dia mengenakan anting mutiara
真理	kebenaran	Praktik menguji kebenaran
真相	fakta sebenarnya	Wartawan berusaha keras mencari fakta sebenarnya
真挚	tulus	Dia menyampaikan terima kasih yang tulus
枕头	bantal	Bantal ini terlalu tinggi
振奋	membangkitkan semangat	Kabar baik membangkitkan semangat semua orang
振兴	revitalisasi	Pemerintah mendorong revitalisasi desa
镇定	tenang	Dalam keadaan genting dia tetap tenang
镇静	tenang	Perawat meminta pasien tetap tenang
阵地	posisi	Prajurit mempertahankan posisi
阵容	susunan pemain	Tim mengumumkan susunan pemain utama
震撼	mengesankan	Film ini sangat mengesankan
震惊	mengejutkan	Kabar itu mengejutkan seluruh negeri
争端	sengketa	Kedua pihak mencoba menyelesaikan sengketa perbatasan
争夺	memperebutkan	Dua perusahaan memperebutkan pangsa pasar
争气	membanggakan keluarga	Dia belajar keras untuk membanggakan keluarga
争先恐后	berdesakan berebut duluan	Wisatawan berdesakan berebut duluan naik bus
争议	kontroversi	Keputusan ini menimbulkan kontroversi
征服	menaklukkan	Pendaki menaklukkan puncak tinggi
征收	memungut	Pemerintah memungut pajak sesuai hukum
挣扎	meronta	Burung kecil meronta di dalam jaring
正月	bulan pertama lunar	Pada bulan pertama lunar kerabat saling mengunjungi
蒸发	menguap	Kelembapan cepat menguap
整顿	menata ulang	Perusahaan mulai menata ulang manajemen
政策	kebijakan	Kebijakan baru mendukung usaha kecil
政权	rezim	Perang mengubah rezim setempat
正当	sah	Dia mengajukan tuntutan yang sah
正负	positif dan negatif	Instrumen menunjukkan galat positif dan negatif
正规	resmi	Anak itu masuk sekolah resmi untuk belajar
正经	serius	Akhirnya dia mulai berbicara serius
正气	kebenaran moral	Masyarakat perlu menjunjung kebenaran moral
正义	keadilan	Pengacara membela keadilan
正宗	asli	Restoran ini menjual masakan Sichuan asli
症状	gejala	Demam adalah gejala umum
证实	mengonfirmasi	Penyelidikan mengonfirmasi pernyataannya
证书	sertifikat	Dia memperoleh sertifikat profesional
郑重	dengan sungguh-sungguh	Dia berjanji dengan sungguh-sungguh akan bertanggung jawab
之际	menjelang	Menjelang Festival Musim Semi, semua orang sibuk
支撑	menopang	Tiang menopang atap
支出	pengeluaran	Pengeluaran rumah tangga meningkat jelas
支流	anak sungai	Sungai ini adalah anak Sungai Yangtze
支配	menguasai	Emosi tidak seharusnya menguasai penilaian
支援	mendukung	Dokter dari berbagai tempat datang mendukung
支柱	pilar	Manufaktur adalah pilar ekonomi lokal
枝	tangkai	Dia mematahkan setangkai bunga
知觉	kesadaran	Orang yang terluka perlahan memulihkan kesadaran
知足常乐	puas membawa bahagia	Orang tua itu sering berkata puas membawa bahagia
脂肪	lemak	Kacang mengandung lemak sehat
侄子	keponakan laki-laki	Keponakan laki-laki saya mulai sekolah dasar tahun ini
值班	bertugas	Perawat bertugas malam ini
执行	menjalankan	Pengadilan menjalankan putusan
执着	gigih	Dia sangat gigih terhadap cita-citanya
殖民地	koloni	Pulau ini pernah menjadi koloni
