hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
2188:窗台	窗台	窗台	okenní parapet	Na okenním parapetu stojí dva květináče.	okenný parapet	Na okennom parapete stoja dva kvetináče.	ablakpárkány	Az ablakpárkányon két cserép virág áll.	pervaz; pervazul ferestrei	Pe pervaz sunt două ghivece cu flori.	перваз на прозорец	На перваза на прозореца има две саксии с цветя.	prozorska daska	Na prozorskoj dasci stoje dvije posude s cvijećem.
2196:此后	此后	此后	poté; od té doby	Poté už nikdy nepřišel pozdě.	potom; odvtedy	Potom už nikdy neprišiel neskoro.	ezután; attól kezdve	Ezután soha többé nem késett el.	după aceea; de atunci	După aceea, nu a mai întârziat niciodată.	след това; оттогава	След това той вече никога не закъсня.	nakon toga; otada	Nakon toga više nikada nije zakasnio.
2197:此前	此前	此前	předtím; před tím	Předtím jsme už tento problém probírali.	predtým; pred tým	Predtým sme už tento problém prediskutovali.	korábban; ez előtt	Korábban már megbeszéltük ezt a kérdést.	înainte de aceasta; anterior	Înainte de aceasta, discutaserăm deja această problemă.	преди това	Преди това вече бяхме обсъдили този въпрос.	prije toga; ranije	Prije toga već smo razgovarali o tom problemu.
2198:此时	此时	此时	v této chvíli	V této chvíli venku pršelo ještě silněji.	v tejto chvíli	V tejto chvíli vonku pršalo ešte silnejšie.	ebben a pillanatban	Ebben a pillanatban kint még erősebben esett az eső.	în acest moment	În acest moment, ploaia de afară a devenit mai puternică.	в този момент	В този момент дъждът навън заваля още по-силно.	u ovom trenutku	U tom je trenutku vani kiša postala još jača.
2200:从不	从不	从不	nikdy	Při práci si nikdy nehraje s telefonem.	nikdy	Počas práce sa nikdy nehrá s telefónom.	soha	Munka közben soha nem játszik a telefonjával.	niciodată	El nu se joacă niciodată pe telefon în timpul muncii.	никога	Той никога не си играе с телефона по време на работа.	nikad	Nikad se ne igra mobitelom dok radi.
2206:促销	促销	促销	akce; prodejní podpora	Supermarket má o víkendu propagační akci.	akcia; podpora predaja	Supermarket má cez víkend propagačnú akciu.	akció; értékesítési promóció	A szupermarketben hétvégén akció lesz.	promoție; campanie de vânzări	Supermarketul are o promoție în acest weekend.	промоция; разпродажба	Супермаркетът има промоция този уикенд.	promocija; prodajna akcija	Supermarket ovog vikenda ima prodajnu akciju.
2208:存放	存放	存放	uložit; skladovat	Uložte si prosím zavazadla na recepci.	uložiť; skladovať	Uložte si prosím batožinu na recepcii.	tárolni; elhelyezni	Kérjük, helyezze el a csomagját a recepción.	a depozita; a păstra	Vă rugăm să depozitați bagajele la recepție.	съхранявам; оставям	Моля, оставете багажа си на рецепцията.	pohraniti; čuvati	Molimo pohranite prtljagu na recepciji.
2209:存款	存款	存款	vklad; úspory	Každý měsíc si uloží určitou částku.	vklad; úspory	Každý mesiac si odloží určitú sumu.	betét; megtakarítás	Minden hónapban félretesz egy összeget.	depozit; economii	Ea economisește o sumă de bani în fiecare lună.	влог; спестявания	Тя всеки месец спестява определена сума.	polog; štednja	Svaki mjesec uštedi određeni iznos.
2215:打断	打断	打断	přerušit	Prosím nepřerušujte ostatní, když mluví.	prerušiť	Prosím neprerušujte iných, keď hovoria.	félbeszakítani	Kérlek, ne szakíts félbe másokat beszéd közben.	a întrerupe	Vă rog să nu îi întrerupeți pe alții când vorbesc.	прекъсвам	Моля, не прекъсвайте другите, когато говорят.	prekinuti	Molim vas, ne prekidajte druge dok govore.
2216:打破	打破	打破	rozbít; prolomit	Neopatrně rozbil jeden hrnek.	rozbiť; prelomiť	Neopatrne rozbil jeden pohár.	eltörni; összetörni	Véletlenül eltört egy poharat.	a sparge; a rupe	El a spart din greșeală o cană.	счупвам; разбивам	Той случайно счупи една чаша.	razbiti; slomiti	Slučajno je razbio jednu čašu.
2218:大胆	大胆	大胆	odvážný; smělý	Předložila odvážný nápad.	odvážny; smelý	Predložila odvážny nápad.	merész; bátor	Merész ötlettel állt elő.	îndrăzneț; curajos	Ea a propus o idee îndrăzneață.	смел; дързък	Тя предложи смела идея.	hrabar; odvažan	Iznijela je odvažnu ideju.
2219:大多	大多	大多	většinou; většina	Většina zdejších studentů pochází z okolí.	väčšinou; väčšina	Väčšina tunajších študentov pochádza z miestnej oblasti.	többnyire; legtöbb	Az itteni diákok többsége helyi.	în mare parte; cei mai mulți	Majoritatea studenților de aici provin din zona locală.	предимно; повечето	Повечето ученици тук са от местния район.	većinom; većina	Većina učenika ovdje dolazi iz lokalnog područja.
2220:大会	大会	大会	konference; valná schůze	Firemní konference se bude konat v pátek dopoledne.	konferencia; valné zhromaždenie	Firemná konferencia sa bude konať v piatok dopoludnia.	konferencia; közgyűlés	A vállalati konferenciát péntek délelőtt tartják.	conferință; adunare generală	Conferința companiei va avea loc vineri dimineață.	конференция; общо събрание	Фирмената конференция ще се проведе в петък сутринта.	konferencija; glavna skupština	Konferencija tvrtke održat će se u petak ujutro.
2221:大力	大力	大力	důrazně; silně	Škola silně podporuje studenty v účasti na soutěžích.	dôrazne; silno	Škola silno podporuje študenty v účasti na súťažiach.	erőteljesen; erősen	Az iskola erőteljesen támogatja a diákok versenyeken való részvételét.	energic; puternic	Școala sprijină puternic elevii să participe la concurs.	енергично; силно	Училището силно подкрепя учениците да участват в състезания.	snažno; odlučno	Škola snažno podržava učenike u sudjelovanju na natjecanjima.
2222:大妈	大妈	大妈	teta; starší žena	Ta teta z přízemí chodí každé ráno tančit.	teta; staršia žena	Tá teta z prízemia chodí každé ráno tancovať.	néni; idősebb nő	A lenti néni minden reggel táncolni megy.	mătușă; femeie mai în vârstă	Doamna mai în vârstă de la parter merge să danseze în fiecare dimineață.	леля; по-възрастна жена	Лелята от долния етаж ходи да танцува всяка сутрин.	teta; starija žena	Teta iz prizemlja ide plesati svako jutro.
2223:大米	大米	大米	rýže	Rýže doma už skoro došla.	ryža	Ryža doma sa už takmer minula.	rizs	Otthon majdnem elfogyott a rizs.	orez	Orezul de acasă aproape s-a terminat.	ориз	Оризът вкъщи почти свърши.	riža	Riža kod kuće gotovo je potrošena.
2224:大脑	大脑	大脑	mozek	Dostatek spánku je pro mozek velmi důležitý.	mozog	Dostatok spánku je pre mozog veľmi dôležitý.	agy	Az elegendő alvás nagyon fontos az agy számára.	creier	Somnul suficient este foarte important pentru creier.	мозък	Достатъчният сън е много важен за мозъка.	mozak	Dovoljno sna vrlo je važno za mozak.
2225:大批	大批	大批	velké množství; velká dávka	Do turistické oblasti se nahrnulo velké množství turistů.	veľké množstvo; veľká dávka	Do turistickej oblasti sa nahrnulo veľké množstvo turistov.	nagy számú; nagy tétel	Nagy számú turista özönlött be a látványossághoz.	număr mare; lot mare	Un număr mare de turiști a intrat în zona turistică.	голям брой; голяма партида	Голям брой туристи се втурнаха в туристическата зона.	velik broj; velika serija	Velik broj turista nagrnuo je u turističko područje.
2227:大事	大事	大事	velká událost; důležitá věc	Stěhování je pro jejich rodinu velká věc.	veľká udalosť; dôležitá vec	Sťahovanie je pre ich rodinu veľká vec.	nagy ügy; fontos esemény	A költözés nagy esemény az ő családjuk számára.	eveniment major; lucru important	Mutatul este un eveniment important pentru familia lor.	голямо събитие; важна работа	Преместването е голямо събитие за тяхното семейство.	veliki događaj; važna stvar	Selidba je velik događaj za njihovu obitelj.
2230:大爷	大爷	大爷	starší pán; strýček	Ten starší pán hraje každý den v parku šachy.	starší pán; strýko	Ten starší pán hrá každý deň v parku šach.	bácsi; idős férfi	Az a bácsi minden nap sakkozik a parkban.	domn în vârstă; unchi	Acel domn în vârstă joacă șah în parc în fiecare zi.	възрастен мъж; чичо	Този възрастен мъж всеки ден играе шах в парка.	stariji gospodin; stric	Taj stariji gospodin svaki dan igra šah u parku.
2231:大于	大于	大于	větší než	Pět je větší než tři, to je jednoduché srovnání.	väčší ako	Päť je väčšie ako tri, to je jednoduché porovnanie.	nagyobb mint	Az öt nagyobb, mint a három; ez egyszerű összehasonlítás.	mai mare decât	Cinci este mai mare decât trei; este o comparație simplă.	по-голям от	Пет е по-голямо от три; това е просто сравнение.	veći od	Pet je veće od tri; to je jednostavna usporedba.
2232:大众	大众	大众	veřejnost; masy	Tento film je u veřejnosti velmi oblíbený.	verejnosť; masy	Tento film je u verejnosti veľmi obľúbený.	közönség; tömegek	Ez a film nagyon népszerű a közönség körében.	publicul; masele	Acest film este foarte popular în rândul publicului.	общественост; маси	Този филм е много популярен сред широката публика.	javnost; mase	Ovaj je film vrlo popularan kod javnosti.
2233:代	代	代	generace; období	Mladá generace má svůj vlastní způsob života.	generácia; obdobie	Mladá generácia má svoj vlastný spôsob života.	nemzedék; korszak	A fiatalabb nemzedéknek megvan a maga életmódja.	generație; epocă	Generația tânără are propriul ei stil de viață.	поколение; епоха	Младото поколение има свой собствен начин на живот.	generacija; doba	Mlađa generacija ima vlastiti način života.
2235:带动	带动	带动	pohánět; podněcovat	Cestovní ruch podpořil rozvoj místní ekonomiky.	poháňať; podnecovať	Cestovný ruch podporil rozvoj miestnej ekonomiky.	ösztönözni; magával húzni	A turizmus fellendítette a helyi gazdaság fejlődését.	a impulsiona; a stimula	Turismul a impulsionat dezvoltarea economiei locale.	стимулирам; движа напред	Туризмът стимулира развитието на местната икономика.	potaknuti; pokretati	Turizam je potaknuo razvoj lokalnog gospodarstva.
2238:单	单	单	seznam; účet; jeden	Číšník nám podal jídelní lístek.	zoznam; účet; jeden	Čašník nám podal jedálny lístok.	lista; számla; egyetlen	A pincér odanyújtotta nekünk az étlapot.	listă; notă; singur	Chelnerul ne-a înmânat meniul.	списък; сметка; единичен	Сервитьорът ни подаде менюто.	popis; račun; pojedinačan	Konobar nam je pružio jelovnik.
