hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
1767:网页	网页	网页	internet stranica	Ova internet stranica se veoma sporo otvara.	spletna stran	Ta spletna stran se odpira zelo počasi.	interneto puslapis	Šis interneto puslapis atsidaro labai lėtai.	tīmekļa lapa	Šī tīmekļa lapa atveras ļoti lēni.	veebileht	See veebileht avaneb väga aeglaselt.	vefsíða	Þessi vefsíða opnast mjög hægt.
1768:网友	网友	网友	internet prijatelj; korisnik mreže	On sa internet prijateljima razgovara o metodama učenja.	spletni prijatelj; uporabnik spleta	S spletnimi prijatelji razpravlja o učnih metodah.	interneto draugas; tinklo naudotojas	Jis su interneto draugais aptaria mokymosi metodus.	interneta draugs; tīkla lietotājs	Viņš ar interneta draugiem apspriež mācību metodes.	veebisõber; netikasutaja	Ta arutab veebisõpradega õppemeetodeid.	netvinur; netnotandi	Hann ræðir námsaðferðir við netvini.
1769:网址	网址	网址	adresa sajta	Molim vas, pošaljite mi adresu sajta.	naslov spletne strani	Prosimo, pošljite mi naslov spletne strani.	svetainės adresas	Prašome atsiųsti man svetainės adresą.	vietnes adrese	Lūdzu, atsūtiet man vietnes adresi.	veebiaadress	Palun saatke mulle veebiaadress.	veffang	Vinsamlegast sendu mér veffangið.
1772:味	味	味	ukus; miris	Ovo jelo ima malo ljutog ukusa.	okus; vonj	Ta jed ima malo pekoč okus.	skonis; kvapas	Šis patiekalas turi šiek tiek aštraus skonio.	garša; smarža	Šim ēdienam ir mazliet asa garša.	maitse; lõhn	Sellel roal on veidi vürtsikas maitse.	bragð; lykt	Þessi réttur hefur örlítið sterkt bragð.
1774:卫生	卫生	卫生	higijena; sanitarni uslovi	Higijena u restoranu je veoma važna.	higiena; sanitaren	Higiena v restavraciji je zelo pomembna.	higiena; sanitarinis	Higiena restorane labai svarbi.	higiēna; sanitārs	Restorāna higiēna ir ļoti svarīga.	hügieen	Restorani hügieen on väga tähtis.	hreinlæti	Hreinlæti á veitingastað er mjög mikilvægt.
1782:无法	无法	无法	ne moći; nemati načina	Kiša je prejaka, ne možemo da izađemo.	ne moreti; ne imeti načina	Dež je premočan, ne moremo ven.	negalėti; neturėti būdo	Lietus per stiprus, todėl negalime išeiti.	nevarēt; nebūt iespējas	Lietus ir pārāk stiprs, mēs nevaram iziet.	ei saa; pole võimalik	Vihm on liiga tugev, me ei saa välja minna.	geta ekki; engin leið	Rigningin er of mikil, við getum ekki farið út.
1785:午餐	午餐	午餐	ručak	Ručamo u dvanaest sati.	kosilo	Kosilo imamo ob dvanajstih.	pietūs	Pietaujame dvyliktą valandą.	pusdienas	Mēs pusdienojam pulksten divpadsmitos.	lõunasöök	Me sööme lõunat kell kaksteist.	hádegismatur	Við borðum hádegismat klukkan tólf.
1787:吸	吸	吸	udisati; uvlačiti	Molim vas, nemojte ovde pušiti.	vdihniti; sesati	Prosimo, ne kadite tukaj.	įkvėpti; siurbti	Prašome čia nerūkyti.	ieelpot; sūkt	Lūdzu, nesmēķējiet šeit.	sisse hingama; imema	Palun ärge siin suitsetage.	anda að sér; sjúga	Vinsamlegast reykið ekki hér.
1788:西部	西部	西部	zapadni deo	U zapadnom delu Kine ima mnogo visokih planina.	zahodni del	V zahodnem delu Kitajske je veliko visokih gora.	vakarinė dalis	Vakarų Kinijoje yra daug aukštų kalnų.	rietumu daļa	Ķīnas rietumu daļā ir daudz augstu kalnu.	lääneosa	Hiina lääneosas on palju kõrgeid mägesid.	vesturhluti	Í vesturhluta Kína eru mörg há fjöll.
1791:细	细	细	tanak; fin	Linija koju ova olovka piše veoma je tanka.	tanek; fin	Črta, ki jo piše ta svinčnik, je zelo tanka.	plonas; smulkus	Šio rašiklio rašoma linija labai plona.	tievs; smalks	Šīs pildspalvas vilktā līnija ir ļoti smalka.	õhuke; peen	Selle pliiatsi joon on väga peen.	þunnur; fínn	Línan sem þessi penni skrifar er mjög fín.
1792:细心	细心	细心	pažljiv	Ona je veoma pažljiva u poslu.	pozoren; skrben	Pri delu je zelo skrbna.	kruopštus; atidus	Ji labai kruopščiai dirba.	uzmanīgs; rūpīgs	Viņa darbā ir ļoti rūpīga.	hoolikas	Ta on töös väga hoolikas.	nákvæmur; vandvirkur	Hún er mjög vandvirk í vinnunni.
1793:下降	下降	下降	opasti; pasti	Temperatura će sutra opasti.	pasti; znižati se	Temperatura bo jutri padla.	mažėti; kristi	Temperatūra rytoj kris.	samazināties; krist	Temperatūra rīt pazemināsies.	langema	Temperatuur langeb homme.	lækka; falla	Hitinn mun lækka á morgun.
1794:鲜	鲜	鲜	svež	Ova riba je veoma sveža.	svež	Ta riba je zelo sveža.	šviežias	Ši žuvis labai šviežia.	svaigs	Šī zivs ir ļoti svaiga.	värske	See kala on väga värske.	ferskur	Þessi fiskur er mjög ferskur.
1795:鲜花	鲜花	鲜花	sveže cveće	Na stolu stoji buket svežeg cveća.	sveže cvetje	Na mizi je šopek svežega cvetja.	šviežios gėlės	Ant stalo yra šviežių gėlių puokštė.	svaigi ziedi	Uz galda ir svaigu ziedu pušķis.	värsked lilled	Laual on kimp värskeid lilli.	fersk blóm	Það er blómvöndur af ferskum blómum á borðinu.
1799:线上	线上	线上	preko interneta	Ovaj kurs može da se uči preko interneta.	na spletu	Ta tečaj se lahko uči na spletu.	internetu	Šį kursą galima mokytis internetu.	tiešsaistē	Šo kursu var mācīties tiešsaistē.	veebis	Seda kursust saab õppida veebis.	á netinu	Þetta námskeið er hægt að læra á netinu.
1800:线下	线下	线下	uživo; van mreže	Aktivnost uživo počinje sledeće nedelje.	v živo; zunaj spleta	Dogodek v živo se začne naslednji teden.	gyvai; ne internetu	Gyvas renginys prasideda kitą savaitę.	klātienē	Klātienes pasākums sāksies nākamnedēļ.	kohapeal; väljaspool veebi	Kohapealne üritus algab järgmisel nädalal.	í eigin persónu	Viðburðurinn í eigin persónu byrjar í næstu viku.
1801:现有	现有	现有	postojeći	Prvo ćemo koristiti postojeću opremu.	obstoječ	Najprej bomo uporabili obstoječo opremo.	esamas	Pirmiausia naudosime esamą įrangą.	esošs	Vispirms izmantosim esošo aprīkojumu.	olemasolev	Kasutame kõigepealt olemasolevaid seadmeid.	núverandi; til staðar	Við notum fyrst þann búnað sem er til staðar.
1803:相比	相比	相比	uporediti sa	U poređenju sa prošlom godinom, ova godina je zauzetija.	primerjati z	V primerjavi z lanskim letom je letos bolj naporno.	palyginti su	Palyginti su pernai, šiemet daugiau darbo.	salīdzinot ar	Salīdzinot ar pagājušo gadu, šis gads ir aizņemtāks.	võrreldes	Võrreldes eelmise aastaga on see aasta kiirem.	miðað við	Miðað við síðasta ár er þetta ár annasamara.
1805:相互	相互	相互	međusobno	Drugovi iz razreda treba međusobno da pomažu.	medsebojno	Sošolci bi si morali medsebojno pomagati.	tarpusavyje	Klasės draugai turėtų vieni kitiems padėti.	savstarpēji	Klasesbiedriem vajadzētu savstarpēji palīdzēt.	vastastikku	Klassikaaslased peaksid üksteist aitama.	gagnkvæmt; hvert annað	Bekkjarfélagar ættu að hjálpa hver öðrum.
1809:想法	想法	想法	ideja; mišljenje	Želim da čujem tvoje ideje.	ideja; mnenje	Rad bi slišal tvoje ideje.	idėja; nuomonė	Noriu išgirsti tavo idėjas.	doma; viedoklis	Es gribu dzirdēt tavas domas.	mõte; arvamus	Ma tahan kuulda sinu mõtteid.	hugmynd; skoðun	Ég vil heyra hugmyndir þínar.
1815:小组	小组	小组	mala grupa	Naša grupa ima četiri osobe.	majhna skupina	Naša skupina ima štiri osebe.	maža grupė	Mūsų grupėje yra keturi žmonės.	mazā grupa	Mūsu grupā ir četri cilvēki.	väike rühm	Meie rühmas on neli inimest.	lítill hópur	Það eru fjórir í hópnum okkar.
1818:血	血	血	krv	Na papiru ima malo krvi.	kri	Na papirju je malo krvi.	kraujas	Ant popieriaus yra šiek tiek kraujo.	asinis	Uz papīra ir mazliet asiņu.	veri	Paberil on veidi verd.	blóð	Það er smá blóð á pappírnum.
1819:心	心	心	srce; um	Srce joj kuca veoma brzo.	srce; um	Srce ji bije zelo hitro.	širdis; protas	Jos širdis plaka labai greitai.	sirds; prāts	Viņas sirds pukst ļoti ātri.	süda; meel	Tema süda lööb väga kiiresti.	hjarta; hugur	Hjartað hennar slær mjög hratt.
1826:星星	星星	星星	zvezde	Zvezde su večeras veoma sjajne.	zvezde	Zvezde so nocoj zelo svetle.	žvaigždės	Šį vakarą žvaigždės labai ryškios.	zvaigznes	Šovakar zvaigznes ir ļoti spožas.	tähed	Tähed on täna õhtul väga eredad.	stjörnur	Stjörnurnar eru bjartar í kvöld.
1828:性	性	性	nastavak za osobinu	Za učenje je potrebna inicijativa.	pripona za lastnost	Učenje zahteva pobudo.	savybės priesaga	Mokymuisi reikia iniciatyvos.	īpašības piedēklis	Mācībām vajadzīga iniciatīva.	omaduse järelliide	Õppimine nõuab algatusvõimet.	eiginleikaviðskeyti	Nám krefst frumkvæðis.
1833:熊	熊	熊	medved	U zoološkom vrtu ima jedan medved.	medved	V živalskem vrtu je en medved.	lokys	Zoologijos sode yra vienas lokys.	lācis	Zoodārzā ir viens lācis.	karu	Loomaaias on üks karu.	björn	Það er einn björn í dýragarðinum.
1834:修	修	修	popraviti	Majstor popravlja klima-uređaj.	popraviti	Serviser popravlja klimatsko napravo.	taisyti	Meistras taiso oro kondicionierių.	remontēt	Meistars remontē gaisa kondicionieri.	parandama	Tehnik parandab kliimaseadet.	gera við	Tæknimaðurinn er að gera við loftkælinguna.
1837:学费	学费	学费	školarina	Školarina za ovaj semestar već je plaćena.	šolnina	Šolnina za ta semester je že plačana.	mokestis už mokslą	Šio semestro mokestis už mokslą jau sumokėtas.	mācību maksa	Šī semestra mācību maksa jau ir samaksāta.	õppemaks	Selle semestri õppemaks on juba tasutud.	skólagjald	Skólagjaldið fyrir þessa önn hefur þegar verið greitt.
1838:学院	学院	学院	fakultet; zavod	Ona studira na fakultetu za strane jezike.	fakulteta; inštitut	Študira na fakulteti za tuje jezike.	kolegija; institutas	Ji mokosi užsienio kalbų institute.	koledža; institūts	Viņa mācās Svešvalodu institūtā.	kõrgkool; instituut	Ta õpib võõrkeelte instituudis.	háskóladeild; stofnun	Hún stundar nám við deild erlendra tungumála.
1839:压	压	压	pritisnuti; držati dole	Molim vas, rukom pritisnite ovaj papir.	pritisniti; držati dol	Prosimo, z roko pritisnite ta list papirja.	spausti; prispausti	Prašome ranka prispausti šį popieriaus lapą.	spiest; piespiest	Lūdzu, ar roku piespiediet šo papīra lapu.	vajutama; all hoidma	Palun hoidke seda paberilehte käega all.	þrýsta; halda niðri	Vinsamlegast haltu þessu blaði niðri með hendinni.
1843:烟	烟	烟	dim; cigareta	U sobi se oseća miris dima.	dim; cigareta	V sobi je vonj po dimu.	dūmai; cigaretė	Kambaryje jaučiamas dūmų kvapas.	dūmi; cigarete	Istabā ir dūmu smaka.	suits; sigaret	Toas on suitsulõhn.	reykur; sígaretta	Það er reyktarlykt í herberginu.
1847:研究生	研究生	研究生	postdiplomac; student master studija	On je student master studija.	podiplomski študent	Je podiplomski študent.	magistrantas; doktorantas	Jis yra magistrantas.	maģistrants; doktorants	Viņš ir maģistrants.	magistrant; doktorant	Ta on magistrant.	framhaldsnemi	Hann er framhaldsnemi.
1849:演	演	演	glumiti; izvoditi	On glumi lekara u filmu.	igrati; nastopati	V filmu igra zdravnika.	v vaidinti; atlikti	Jis filme vaidina gydytoją.	tēlot; uzstāties	Viņš filmā tēlo ārstu.	mängima; esinema	Ta mängib filmis arsti.	leika; flytja	Hann leikur lækni í myndinni.
1850:演唱	演唱	演唱	pevati; izvoditi pesmu	Pevač večeras peva novu pesmu.	peti; izvesti pesem	Pevec bo nocoj zapel novo pesem.	dainuoti; atlikti dainą	Dainininkas šį vakarą atliks naują dainą.	dziedāt; izpildīt dziesmu	Dziedātājs šovakar izpildīs jaunu dziesmu.	laulma; laulu esitama	Laulja esitab täna õhtul uue laulu.	syngja; flytja lag	Söngvarinn flytur nýtt lag í kvöld.
1853:眼前	眼前	眼前	pred očima; trenutno	Prilika je upravo pred nama.	pred očmi; trenutno	Priložnost je prav pred našimi očmi.	prieš akis; dabar	Galimybė yra tiesiai prieš mūsų akis.	acu priekšā; pašlaik	Iespēja ir tieši acu priekšā.	silme ees; praegu	Võimalus on otse meie silme ees.	fyrir augum; núna	Tækifærið er beint fyrir augum okkar.
1863:夜晚	夜晚	夜晚	noć; veče	Letnje noći su veoma tihe.	noč; večer	Poletne noči so zelo mirne.	naktis; vakaras	Vasaros naktys labai ramios.	nakts; vakars	Vasaras naktis ir ļoti klusas.	öö; õhtu	Suveööd on väga vaiksed.	nótt; kvöld	Sumarnætur eru mjög hljóðlátar.
1866:已	已	已	već	Broj prijava je već popunjen.	že	Število prijav je že polno.	jau	Registracijų skaičius jau pilnas.	jau	Pieteikumu skaits jau ir pilns.	juba	Registreerunute arv on juba täis.	þegar	Fjöldi skráninga er þegar fullur.
1867:以内	以内	以内	u roku od; unutar	Molim vas, odgovorite u roku od tri dana.	v roku; znotraj	Prosimo, odgovorite v treh dneh.	per; viduje	Prašome atsakyti per tris dienas.	laikā; robežās	Lūdzu, atbildiet trīs dienu laikā.	jooksul; piires	Palun vastake kolme päeva jooksul.	innan	Vinsamlegast svaraðu innan þriggja daga.
1869:一生	一生	一生	ceo život	Celog života je voleo muziku.	vse življenje	Vse življenje je imel rad glasbo.	visas gyvenimas	Visą gyvenimą jis mylėjo muziką.	visa dzīve	Viņš visu mūžu mīlēja mūziku.	kogu elu	Ta armastas muusikat kogu elu.	ævi	Hann elskaði tónlist alla ævi.
1875:赢得	赢得	赢得	osvojiti; zadobiti	Ekipa je osvojila utakmicu.	zmagati; pridobiti	Ekipa je zmagala na tekmi.	laimėti; pelnyti	Komanda laimėjo rungtynes.	uzvarēt; iegūt	Komanda uzvarēja spēlē.	võitma; saavutama	Meeskond võitis mängu.	vinna; öðlast	Liðið vann leikinn.
1879:用来	用来	用来	koristi se za	Ovaj nož se koristi za sečenje voća.	uporablja se za	Ta nož se uporablja za rezanje sadja.	naudojamas kam	Šis peilis naudojamas vaisiams pjaustyti.	izmantošanai	Šo nazi izmanto augļu griešanai.	kasutatakse milleks	Seda nuga kasutatakse puuviljade lõikamiseks.	notað til	Þessi hnífur er notaður til að skera ávexti.
1880:用于	用于	用于	koristi se za	Ovaj novac se koristi za kupovinu knjiga.	uporablja se za	Ta denar se uporablja za nakup knjig.	naudojamas kam	Šie pinigai naudojami knygoms pirkti.	izmantots kam	Šī nauda tiek izmantota grāmatu pirkšanai.	kasutatakse milleks	Seda raha kasutatakse raamatute ostmiseks.	notað fyrir	Þessir peningar eru notaðir til að kaupa bækur.
1885:油	油	油	ulje	Stavite malo ulja u tiganj.	olje	V ponev dajte malo olja.	aliejus	Į keptuvę įpilkite truputį aliejaus.	eļļa	Ielieciet pannā nedaudz eļļas.	õli	Pange pannile veidi õli.	olía	Settu smá olíu á pönnuna.
1887:游玩	游玩	游玩	ići u obilazak; zabaviti se	Za vikend idemo u park da se zabavimo.	iti na izlet; zabavati se	Ob koncu tedna gremo v park na izlet.	pramogauti; keliauti	Savaitgalį eisime į parką pramogauti.	atpūsties; izklaidēties	Nedēļas nogalē dosimies uz parku atpūsties.	lõbutsema; ringi vaatama	Nädalavahetusel läheme parki lõbutsema.	skoða sér til skemmtunar; skemmta sér	Um helgina förum við í garðinn okkur til skemmtunar.
1890:友情	友情	友情	prijateljstvo	Njihovo prijateljstvo je veoma duboko.	prijateljstvo	Njihovo prijateljstvo je zelo globoko.	draugystė	Jų draugystė labai gili.	draudzība	Viņu draudzība ir ļoti dziļa.	sõprus	Nende sõprus on väga sügav.	vinátta	Vinátta þeirra er mjög djúp.
1892:有效	有效	有效	delotvoran; važeći	Ova karta i danas važi.	učinkovit; veljaven	Ta vozovnica je danes še vedno veljavna.	veiksmingas; galiojantis	Šis bilietas šiandien vis dar galioja.	efektīvs; derīgs	Šī biļete šodien joprojām ir derīga.	tõhus; kehtiv	See pilet kehtib veel täna.	áhrifaríkur; gildur	Þessi miði er enn gildur í dag.
1894:有着	有着	有着	imati; posedovati	Ovaj grad ima dugu istoriju.	imeti; posedovati	To mesto ima dolgo zgodovino.	turėti; pasižymėti	Šis miestas turi ilgą istoriją.	būt; piemist	Šai pilsētai ir sena vēsture.	omama	Sellel linnal on pikk ajalugu.	hafa; búa yfir	Þessi borg á sér langa sögu.
1903:远离	远离	远离	držati se dalje od	Molim vas, držite se dalje od opasnog područja.	izogibati se; ostati daleč	Prosimo, ostanite stran od nevarnega območja.	laikytis atokiau nuo	Prašome laikytis atokiau nuo pavojingos zonos.	turēties tālāk no	Lūdzu, turieties tālāk no bīstamās zonas.	eemale hoidma	Palun hoidke ohtlikust piirkonnast eemale.	halda sig frá	Vinsamlegast haltu þig frá hættusvæðinu.
1904:院长	院长	院长	dekan; direktor	Dekan danas učestvuje na sastanku.	dekan; direktor	Dekan se danes udeležuje sestanka.	dekanas; direktorius	Dekanas šiandien dalyvauja susitikime.	dekāns; direktors	Dekāns šodien piedalās sanāksmē.	dekaan; direktor	Dekaan osaleb täna koosolekul.	deildarforseti; forstjóri	Deildarforsetinn sækir fund í dag.
1905:院子	院子	院子	dvorište	U dvorištu je posađeno mnogo cveća.	dvorišče	Na dvorišču je posajenih veliko rož.	kiemas	Kieme pasodinta daug gėlių.	pagalms	Pagalmā ir iestādīti daudzi ziedi.	hoov	Hoovi on istutatud palju lilli.	garður; húsagarður	Mörg blóm eru gróðursett í garðinum.
1906:约	约	约	dogovoriti; zakazati	Dogovorio sam večeru sa prijateljem.	dogovoriti se; naročiti se	Dogovoril sem se za večerjo s prijateljem.	susitarti; paskirti laiką	Susitariau vakarieniauti su draugu.	sarunāt; norunāt	Es sarunāju vakariņas ar draugu.	kokku leppima	Leppisin sõbraga õhtusöögi kokku.	panta tíma; semja um	Ég samdi við vin um að borða kvöldmat saman.
1908:月饼	月饼	月饼	mesečev kolač	Za Praznik sredine jeseni jedemo mesečeve kolače.	mesečev kolač	Ob prazniku sredine jeseni jemo mesečeve kolače.	mėnulio pyragas	Per Vidurio rudens šventę valgome mėnulio pyragus.	mēness kūka	Vidus rudens svētkos mēs ēdam mēness kūkas.	kuukook	Sügise keskpaiga pühal sööme kuukooke.	tunglkaka	Á miðhausthátíðinni borðum við tunglkökur.
1910:月份	月份	月份	mesec	Jul je veoma vruć.	mesec	Julija je vreme zelo vroče.	mėnuo	Liepą oras labai karštas.	mēnesis	Jūlijā laiks ir ļoti karsts.	kuu	Juulis on ilm väga kuum.	mánuður	Veðrið er mjög heitt í júlí.
1914:再次	再次	再次	ponovo; još jednom	Dobro došli ponovo u Peking.	znova; še enkrat	Dobrodošli znova v Pekingu.	vėl; dar kartą	Sveiki dar kartą atvykę į Pekiną.	atkal; vēlreiz	Laipni lūdzam atkal Pekinā.	uuesti	Tere tulemast taas Pekingisse.	aftur; enn einu sinni	Velkomin aftur til Peking.
1915:再说	再说	再说	razgovarati kasnije	Hajde da o ovoj stvari razgovaramo sutra.	pogovoriti se pozneje	O tej zadevi se pogovorimo jutri.	pakalbėti vėliau	Apie šį reikalą pakalbėkime rytoj.	runāt vēlāk	Par šo lietu parunāsim rīt.	hiljem rääkima	Räägime sellest asjast homme.	tala um síðar	Ræðum þetta mál á morgun.
1917:暂停	暂停	暂停	privremeno zaustaviti; pauza	Utakmica je prekinuta zbog jake kiše.	začasno ustaviti; premor	Tekma je bila prekinjena zaradi močnega dežja.	laikinai sustabdyti; pauzė	Rungtynės laikinai sustabdytos dėl smarkaus lietaus.	apturēt uz laiku; pauze	Spēle tika apturēta stipra lietus dēļ.	ajutiselt peatama; paus	Mäng peatati tugeva vihma tõttu.	gera hlé; stöðva tímabundið	Leikurinn var stöðvaður vegna mikillar rigningar.
1918:早餐	早餐	早餐	doručak	Za doručak sam jeo jaja i hleb.	zajtrk	Za zajtrk sem jedel jajca in kruh.	pusryčiai	Pusryčiams valgiau kiaušinius ir duoną.	brokastis	Brokastīs es ēdu olas un maizi.	hommikusöök	Hommikusöögiks sõin mune ja leiba.	morgunmatur	Í morgunmat borðaði ég egg og brauð.
1919:早晨	早晨	早晨	jutro	Jutarnji vazduh je veoma svež.	jutro	Jutranji zrak je zelo svež.	rytas	Ryto oras labai gaivus.	rīts	Rīta gaiss ir ļoti svaigs.	hommik	Hommikuõhk on väga värske.	morgunn	Morgunloftið er mjög ferskt.
1922:增长	增长	增长	rasti; povećati se	Prihodi su ove godine brzo porasli.	rasti; povečati se	Prihodki so letos hitro rasli.	augti; didėti	Šiemet pajamos greitai augo.	pieaugt; palielināties	Šogad ienākumi strauji pieauga.	kasvama; suurenema	Sissetulek kasvas tänavu kiiresti.	aukast; vaxa	Tekjurnar jukust hratt í ár.
1924:着	着	着	zaspati; uhvatiti	Dete je brzo zaspalo.	zaspati; ujeti	Otroci so hitro zaspali.	užmigti; pagauti	Vaikas greitai užmigo.	aizmigt; noķert	Bērns ātri aizmiga.	magama jääma; tabama	Laps jäi kiiresti magama.	sofna; ná	Barnið sofnaði fljótt.
1926:者	者	者	nastavak za osobu	Autor je predstavio svoje iskustvo.	pripona za osebo	Avtor je predstavil svojo izkušnjo.	asmens priesaga	Autorius pristatė savo patirtį.	personas piedēklis	Autors iepazīstināja ar savu pieredzi.	isikut tähistav järelliide	Autor tutvustas oma kogemust.	persónuviðskeyti	Höfundurinn kynnti eigin reynslu.
1928:整	整	整	ceo; čitav	Ceo čas je bio veoma pažljiv.	cel; ves	Vso uro je bil zelo zbran.	visas; ištisas	Visą pamoką jis buvo labai susikaupęs.	viss; vesels	Visas stundas laikā viņš bija ļoti uzmanīgs.	kogu; terve	Ta oli kogu tunni väga tähelepanelik.	heill; allur	Hann var mjög einbeittur allan tímann.
1931:证	证	证	potvrda; dokaz	Molim vas, pokažite svoju radnu legitimaciju.	potrdilo; dokaz	Prosimo, pokažite svojo službeno izkaznico.	pažymėjimas; įrodymas	Prašome parodyti savo darbo pažymėjimą.	apliecība; pierādījums	Lūdzu, uzrādiet savu darba apliecību.	tõend; dokument	Palun näidake oma töötõendit.	skírteini; sönnun	Vinsamlegast sýndu vinnuskírteinið þitt.
1940:支付	支付	支付	platiti; plaćanje	Platio sam kartu telefonom.	plačati; plačilo	S telefonom sem plačal vozovnico.	sumokėti; mokėjimas	Telefonu sumokėjau už bilietą.	samaksāt; maksājums	Es samaksāju braukšanas maksu ar telefonu.	maksma; makse	Maksin sõidutasu telefoniga.	borga; greiðsla	Ég borgaði fargjaldið með símanum.
1941:之后	之后	之后	posle	Posle ispita idemo da jedemo.	potem; po tem	Po izpitu gremo jest.	po to	Po egzamino eisime valgyti.	pēc tam	Pēc eksāmena mēs iesim ēst.	pärast	Pärast eksamit läheme sööma.	eftir; síðar	Eftir prófið förum við að borða.
1942:之间	之间	之间	između	Među njima nema nesporazuma.	med	Med njima ni nesporazuma.	tarp	Jų tarpusavyje nėra nesusipratimo.	starp	Starp viņiem nav pārpratumu.	vahel	Nende vahel pole arusaamatust.	á milli	Það er enginn misskilningur á milli þeirra.
1943:之前	之前	之前	pre	Pre sastanka prvo pročitajte materijale.	pred	Pred sestankom najprej preberite gradivo.	prieš	Prieš susitikimą pirmiausia perskaitykite medžiagą.	pirms	Pirms sanāksmes vispirms izlasiet materiālus.	enne	Enne koosolekut lugege kõigepealt materjalid läbi.	áður	Fyrir fundinn skaltu fyrst lesa gögnin.
1945:之中	之中	之中	među; u sredini	Među ovim ljudima on je najmlađi.	med; sredi	Med temi ljudmi je najmlajši.	tarp; viduryje	Tarp šių žmonių jis jauniausias.	starp; vidū	Starp šiem cilvēkiem viņš ir visjaunākais.	hulgas; keskel	Nende inimeste hulgas on ta kõige noorem.	á meðal; í miðju	Hann er yngstur meðal þessa fólks.
1946:值	值	值	vredeti; vrednost	Ova karta vredi sto juana.	biti vreden; vrednost	Ta vozovnica je vredna sto juanov.	vertas; vertė	Šis bilietas vertas šimto juanių.	būt vērts; vērtība	Šī biļete ir simt juaņu vērta.	väärt olema; väärtus	See pilet on väärt sada jüaani.	vera virði; verðmæti	Þessi miði er hundrað júan virði.
1952:指出	指出	指出	ukazati; istaći	Nastavnik je ukazao na moju grešku.	pokazati; opozoriti	Učitelj je opozoril na mojo napako.	nurodyti; parodyti	Mokytojas nurodė mano klaidą.	norādīt	Skolotājs norādīja uz manu kļūdu.	osutama	Õpetaja osutas minu veale.	benda á	Kennarinn benti á mistök mín.
1954:纸巾	纸巾	纸巾	papirna maramica	Molim vas, dajte mi jednu papirnu maramicu.	papirnat robček	Prosim, dajte mi papirnat robček.	popierinė servetėlė	Prašome duoti man popierinę servetėlę.	papīra salvete	Lūdzu, iedodiet man papīra salveti.	pabersalvrätik	Palun andke mulle üks pabersalvrätik.	pappírsþurrka	Vinsamlegast gefðu mér eina pappírsþurrku.
1957:中餐	中餐	中餐	kineska hrana	Kineska hrana u ovom restoranu je veoma ukusna.	kitajska hrana	Kitajska hrana v tej restavraciji je zelo okusna.	kiniškas maistas	Šio restorano kiniškas maistas labai skanus.	ķīniešu ēdiens	Šī restorāna ķīniešu ēdiens ir ļoti garšīgs.	Hiina toit	Selle restorani Hiina toit on väga maitsev.	kínverskur matur	Kínverski maturinn á þessum veitingastað er mjög góður.
1958:中年	中年	中年	srednje godine	On je već u srednjim godinama.	srednja leta	Je že v srednjih letih.	vidutinis amžius	Jis jau pasiekė vidutinį amžių.	pusmūžs	Viņš jau ir sasniedzis pusmūžu.	keskiga	Ta on juba keskikka jõudnud.	miðaldra	Hann er þegar orðinn miðaldra.
1965:祝	祝	祝	želeti; čestitati	Želim ti srećan rođendan!	želeti; čestitati	Želim ti vse najboljše za rojstni dan!	linkėti; sveikinti	Linkiu tau laimingo gimtadienio!	novēlēt; apsveikt	Novēlu tev laimīgu dzimšanas dienu!	soovima; õnnitlema	Soovin sulle palju õnne sünnipäevaks!	óska; óska til hamingju	Ég óska þér til hamingju með afmælið!
1971:转发	转发	转发	proslediti; ponovo objaviti	Molim vas, prosledite obaveštenje svima.	posredovati; deliti naprej	Prosimo, posredujte obvestilo vsem.	persiųsti; pasidalyti	Prašome persiųsti pranešimą visiems.	pārsūtīt; pārpublicēt	Lūdzu, pārsūtiet paziņojumu visiem.	edasi saatma; jagama	Palun saatke teade kõigile edasi.	áframsenda; endurbirta	Vinsamlegast áframsendu tilkynninguna til allra.
1972:转机1	转机1	转机	presesti na drugi avion	Moramo da presednemo na drugi avion u Šangaju.	prestopiti na drugo letalo	V Šanghaju moramo prestopiti na drugo letalo.	persėsti į kitą lėktuvą	Šanchajuje turime persėsti į kitą lėktuvą.	pārsēsties uz citu lidmašīnu	Mums Šanhajā jāpārsēžas uz citu lidmašīnu.	lennukit vahetama	Peame Shanghais lennukit vahetama.	skipta um flugvél	Við þurfum að skipta um flugvél í Sjanghæ.
1975:准	准	准	tačan; precizan	Njegov odgovor je veoma tačan.	točen; natančen	Njegov odgovor je zelo točen.	tikslus	Jo atsakymas labai tikslus.	precīzs	Viņa atbilde ir ļoti precīza.	täpne	Tema vastus on väga täpne.	nákvæmur	Svarið hans er mjög nákvæmt.
1980:自	自	自	od; od tada	Od prošle godine živi u Pekingu.	od; od takrat	Od lani živi v Pekingu.	nuo; nuo tada	Nuo praėjusių metų jis gyvena Pekine.	no; kopš	Kopš pagājušā gada viņš dzīvo Pekinā.	alates; ise	Alates eelmisest aastast elab ta Pekingis.	frá; síðan	Síðan í fyrra hefur hann búið í Peking.
