hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
3731:场地	场地	场地	miejsce; teren	Szkoła udostępniła miejsce zawodów.	terrein; locatie	De school stelde de wedstrijdlocatie beschikbaar.	plats; arena	Skolan tillhandahöll tävlingsplatsen.	sted; arena	Skolen stilte konkurransearenaen til rådighet.	sted; bane	Skolen stillede konkurrencestedet til rådighed.	paikka; kenttä	Koulu tarjosi kilpailupaikan.
3732:场馆	场馆	场馆	obiekt; stadion	Nowy obiekt może pomieścić dwadzieścia tysięcy osób.	locatie; stadion	De nieuwe locatie kan twintigduizend mensen bevatten.	arena; anläggning	Den nya arenan rymmer tjugotusen personer.	arena; lokale	Den nye arenaen kan romme tjue tusen mennesker.	arena; lokale	Det nye sted kan rumme tyve tusind mennesker.	tapahtumapaikka; stadion	Uusi tapahtumapaikka vetää kaksikymmentätuhatta ihmistä.
3734:厂家	厂家	厂家	producent; fabryka	Ten producent zapewnia obsługę posprzedażową.	fabrikant; fabriek	Deze fabrikant biedt service na verkoop.	tillverkare; fabrik	Den här tillverkaren erbjuder service efter köpet.	produsent; fabrikk	Denne produsenten tilbyr ettersalgsservice.	producent; fabrik	Denne producent tilbyder service efter salget.	valmistaja; tehdas	Tämä valmistaja tarjoaa huoltopalvelua.
3735:场景	场景	场景	scena; sytuacja	Ta scena w filmie jest bardzo wzruszająca.	scène; scenario	Deze scène in de film is erg ontroerend.	scen; scenario	Den här scenen i filmen är mycket rörande.	filmscene; situasjon	Denne filmscenen er veldig rørende.	scene; scenarie	Denne scene i filmen er meget rørende.	kohtaus; tilanne	Tämä elokuvan kohtaus on hyvin koskettava.
3737:厂商	厂商	厂商	producent; dostawca	Wiele firm producenckich wzięło udział w premierze.	fabrikant; leverancier	Meerdere leveranciers namen deel aan de lancering.	tillverkare; leverantör	Flera tillverkare deltog i lanseringsevenemanget.	produsent; leverandør	Flere leverandører deltok på lanseringen.	producent; leverandør	Flere leverandører deltog i lanceringen.	valmistaja; toimittaja	Useat valmistajat osallistuivat julkistustilaisuuteen.
3746:炒股	炒股	炒股	handlować akcjami	Ostatnio zaczął uczyć się handlu akcjami.	in aandelen handelen	Hij is onlangs begonnen te leren handelen in aandelen.	handla med aktier	Han började nyligen lära sig att handla med aktier.	handle aksjer	Han har nylig begynt å lære å handle aksjer.	handle med aktier	Han er for nylig begyndt at lære at handle med aktier.	käydä osakekauppaa	Hän alkoi hiljattain opetella osakekauppaa.
3748:撤回	撤回	撤回	wycofać; cofnąć	Firma wycofała ten wniosek.	intrekken; terugnemen	Het bedrijf trok deze aanvraag in.	dra tillbaka; återkalla	Företaget drog tillbaka den här ansökan.	trekke tilbake; tilbakekalle	Selskapet trakk tilbake denne søknaden.	trække tilbage; tilbagekalde	Virksomheden trak denne ansøgning tilbage.	vetää takaisin; perua	Yritys perui tämän hakemuksen.
3752:撑	撑	撑	podpierać; rozłożyć	Tego parasola nie da się już rozłożyć.	ondersteunen; openhouden	Deze paraplu kan niet meer open.	stödja; hålla upp	Det här paraplyet går inte längre att fälla upp.	støtte; holde oppe	Denne paraplyen kan ikke lenger åpnes.	støtte; holde oppe	Denne paraply kan ikke længere slås op.	tukea; pitää pystyssä	Tätä sateenvarjoa ei saa enää auki.
3755:称作	称作	称作	nazywać; być nazywanym	Ludzie nazywają to miejsce miejskim ogrodem.	noemen; genoemd worden	Mensen noemen deze plek de stadstuin.	kalla; kallas	Folk kallar den här platsen stadens trädgård.	kalle; bli kalt	Folk kaller dette stedet byhagen.	kalde; blive kaldt	Folk kalder dette sted byens have.	kutsua; kutsutaan	Ihmiset kutsuvat tätä paikkaa kaupungin puutarhaksi.
3756:成	成	成	dziesiąta część; udział	W tym roku dochody wzrosły o trzy dziesiąte.	tiende deel; aandeel	Dit jaar steeg het inkomen met drie tienden.	tiondel; andel	Inkomsten ökade med tre tiondelar i år.	tiendedel; andel	Inntekten økte med tre tideler i år.	tiendedel; andel	Indkomsten steg med tre tiendedele i år.	kymmenesosa; osuus	Tulot kasvoivat tänä vuonna kolme kymmenesosaa.
3763:成千上万	成千上万	成千上万	tysiące; niezliczone tysiące	Tysiące ludzi wzięły udział w marszu.	duizenden; duizenden en duizenden	Duizenden mensen deden mee aan de mars.	tusentals; tusen och åter tusen	Tusentals människor deltog i marschen.	tusenvis; tusen på tusen	Tusenvis av mennesker deltok i marsjen.	tusindvis; tusinder og atter tusinder	Tusindvis af mennesker deltog i marchen.	tuhansittain; lukemattomia tuhansia	Tuhannet ihmiset osallistuivat marssiin.
3766:诚信	诚信	诚信	uczciwość; wiarygodność	W biznesie najważniejsza jest uczciwość.	integriteit; eerlijk en betrouwbaar zijn	Bij zakendoen is integriteit het belangrijkst.	integritet; ärlighet	Det viktigaste i affärer är integritet.	integritet; ærlighet	Det viktigste i forretninger er integritet.	integritet; ærlighed	Det vigtigste i forretning er integritet.	rehellisyys; luotettavuus	Liiketoiminnassa tärkeintä on rehellisyys.
3768:城镇	城镇	城镇	miasto; miejscowość	Ta miejscowość leży blisko morza.	stadje; stedelijke plaats	Deze plaats ligt dicht bij de kust.	tätort; stad	Den här tätorten ligger nära havet.	tettsted; by	Dette tettstedet ligger nær sjøen.	by; bysamfund	Denne by ligger tæt ved havet.	kaupunki; taajama	Tämä taajama sijaitsee lähellä merenrantaa.
3770:持有	持有	持有	posiadać; trzymać	On posiada udziały tej firmy.	houden; bezitten	Hij bezit aandelen in dit bedrijf.	inneha; äga	Han innehar aktier i det här företaget.	eie; inneha	Han eier aksjer i dette selskapet.	eje; besidde	Han ejer aktier i dette selskab.	omistaa; pitää hallussaan	Hän omistaa tämän yrityksen osakkeita.
3771:尺	尺	尺	chi; chińska stopa	Ten kawałek materiału ma trzy chi długości.	chi; Chinese voet	Dit stuk stof is drie chi lang.	chi; kinesisk fot	Det här tygstycket är tre chi långt.	chi; kinesisk fot	Dette tøystykket er tre chi langt.	chi; kinesisk fod	Dette stykke stof er tre chi langt.	chi; kiinalainen jalka	Tämä kangaspala on kolme chi-yksikköä pitkä.
3772:尺寸	尺寸	尺寸	rozmiar; wymiary	Proszę potwierdzić wymiary pudełka.	maat; afmetingen	Bevestig alstublieft de afmetingen van de doos.	storlek; mått	Bekräfta lådans mått.	størrelse; mål	Bekreft målene på esken.	størrelse; mål	Bekræft venligst kassens mål.	koko; mitat	Vahvista laatikon mitat.
3778:重建	重建	重建	odbudować; zrekonstruować	Po trzęsieniu ziemi wieś zaczęła odbudowę.	herbouwen	Na de aardbeving begon het dorp met de herbouw.	återuppbygga	Efter jordbävningen började byn återuppbyggas.	gjenoppbygge	Etter jordskjelvet begynte landsbyen å gjenoppbygges.	genopbygge	Efter jordskælvet begyndte landsbyen at blive genopbygget.	rakentaa uudelleen	Maanjäristyksen jälkeen kylä alkoi rakentua uudelleen.
3780:抽奖	抽奖	抽奖	losowanie nagród	Osoby, które kupią bilety, mogą wziąć udział w losowaniu nagród.	prijstrekkingsactie; loting	Mensen die kaartjes kopen, kunnen meedoen aan de prijstrekking.	prisutlottning; lottdragning	Personer som köper biljetter kan delta i prisutlottningen.	premietrekning; loddtrekning	De som kjøper billetter, kan delta i premietrekningen.	præmielodtrækning	Personer, der køber billetter, kan deltage i præmielodtrækningen.	palkintoarvonta	Lipun ostaneet voivat osallistua palkintoarvontaan.
3782:愁	愁	愁	martwić się; troszczyć się	Martwi się sprawami pracy.	zich zorgen maken	Hij maakt zich zorgen over zijn werk.	oroa sig	Han oroar sig för arbetet.	bekymre seg	Han bekymrer seg for jobben.	bekymre sig	Han bekymrer sig om arbejdet.	murehtia	Hän murehtii työasioita.
3785:出场	出场	出场	pojawić się; wejść na scenę	Główny bohater pojawił się jako ostatni.	opkomen; verschijnen	De hoofdpersoon verscheen als laatste.	göra entré; framträda	Huvudpersonen kom in sist.	komme inn; opptre	Hovedpersonen kom inn sist.	træde frem; optræde	Hovedpersonen kom sidst på scenen.	astua esiin; esiintyä	Päähenkilö ilmestyi viimeisenä.
3786:初等	初等	初等	podstawowy; elementarny	Ta książka wprowadza matematykę elementarną.	elementair; basaal	Dit boek introduceert elementaire wiskunde.	elementär; grundläggande	Den här boken introducerar elementär matematik.	elementær; grunnleggende	Denne boken introduserer elementær matematikk.	elementær; grundlæggende	Denne bog introducerer elementær matematik.	alkeis-; perustason	Tämä kirja esittelee alkeismatematiikkaa.
3787:出境	出境	出境	wyjazd z kraju; przekroczenie granicy na zewnątrz	Do załatwienia procedur wyjazdowych potrzebny jest paszport.	het land verlaten; grensuitgang	Voor uitreisprocedures is een paspoort nodig.	lämna landet; passera ut	Pass behövs för att genomföra utresan.	reise ut av landet; grenseutreise	Pass trengs for å ordne utreise.	forlade landet; udrejse	Der kræves pas for at ordne udrejse.	poistua maasta; maastapoistuminen	Maasta poistumisen muodollisuuksiin tarvitaan passi.
3788:出力	出力	出力	włożyć wysiłek; pomóc pracą	Wszyscy chętnie włożą wysiłek w ten projekt.	inspanning leveren	Iedereen wil zich inspannen voor dit project.	bidra med kraft; anstränga sig	Alla är villiga att bidra med arbete till projektet.	bidra med innsats	Alle er villige til å bidra med innsats i dette prosjektet.	bidrage med kræfter	Alle er villige til at bidrage med kræfter til dette projekt.	ponnistella; osallistua työllä	Kaikki ovat halukkaita panostamaan tähän projektiin.
3789:出名	出名	出名	sławny; znany	Ten mały sklep jest znany z chleba.	bekend; beroemd	Dit kleine winkeltje staat bekend om zijn brood.	känd; berömd	Den här lilla butiken är känd för sitt bröd.	kjent; berømt	Denne lille butikken er kjent for brødet sitt.	kendt; berømt	Den lille butik er kendt for sit brød.	tunnettu; kuuluisa	Tämä pieni kauppa on tunnettu leivästään.
3790:出入	出入	出入	wejście i wyjście; dostęp	Wejście i wyjście na osiedlu wymaga użycia karty.	in- en uitgang; toegang	Voor toegang tot de woonwijk moet men een kaart scannen.	in- och utpassage; tillträde	In- och utpassage i bostadsområdet kräver kort.	inn- og utgang; adgang	Inn- og utgang i boligområdet krever kort.	ind- og udgang; adgang	Ind- og udgang i boligområdet kræver kort.	sisään- ja uloskäynti; pääsy	Asuinalueelle kulku vaatii kortin lukaisun.
3792:出游	出游	出游	wybrać się w podróż; pojechać na wycieczkę	W wakacje wiele rodzin wybiera wyjazd.	op reis gaan; een uitstapje maken	Tijdens de vakantie kiezen veel gezinnen ervoor op reis te gaan.	åka på resa; göra utflykt	Många familjer väljer att resa under semestern.	dra på tur; reise bort	I ferien velger mange familier å dra på tur.	tage på tur; rejse	I ferien vælger mange familier at tage på tur.	lähteä matkalle; retkeillä	Lomalla monet perheet valitsevat matkalle lähtemisen.
3793:出于	出于	出于	z powodu; ze względu na	Odwołał plan ze względów bezpieczeństwa.	uit; vanwege	Hij annuleerde het plan uit veiligheidsoverwegingen.	av; på grund av	Han avbröt planen av säkerhetsskäl.	av; på grunn av	Han avlyste planen av hensyn til sikkerheten.	af; på grund af	Han aflyste planen af sikkerhedshensyn.	johtuen; syystä	Hän perui suunnitelman turvallisuussyistä.
3797:处罚	处罚	处罚	ukarać; kara	Za nielegalne parkowanie grozi kara.	straffen; boete	Illegaal parkeren wordt bestraft.	bestraffa; straff	Olaglig parkering leder till straff.	straffe; straff	Ulovlig parkering blir straffet.	straffe; straf	Ulovlig parkering bliver straffet.	rangaista; rangaistus	Laittomasta pysäköinnistä rangaistaan.
3799:处处	处处	处处	wszędzie; w każdym miejscu	W tym mieście wszędzie są zielone drzewa.	overal; op alle plaatsen	In deze stad staan overal groene bomen.	överallt; på alla ställen	Det finns gröna träd överallt i den här staden.	overalt; alle steder	Det er grønne trær overalt i denne byen.	overalt; alle steder	Der er grønne træer overalt i denne by.	kaikkialla; joka paikassa	Tässä kaupungissa on vihreitä puita kaikkialla.
3800:穿过	穿过	穿过	przejść przez; przebyć	Przeszliśmy przez cichą ścieżkę.	doorheen gaan; passeren	We liepen door een rustig pad.	gå igenom; passera	Vi gick genom en lugn stig.	gå gjennom; passere	Vi gikk gjennom en stille sti.	gå gennem; passere	Vi gik gennem en stille sti.	kulkea läpi; ohittaa	Kuljimme hiljaisen polun läpi.
3801:传承	传承	传承	przekazywać; dziedziczyć	To rzemiosło było przekazywane przez kilka pokoleń.	doorgeven; erven	Dit ambacht is al generaties doorgegeven.	föra vidare; ärva	Det här hantverket har förts vidare i flera generationer.	føre videre; arve	Dette håndverket har blitt ført videre i flere generasjoner.	videreføre; arve	Dette håndværk er blevet videreført gennem flere generationer.	siirtää perintönä; periä	Tämä käsityötaito on siirtynyt useiden sukupolvien ajan.
3804:传染病	传染病	传染病	choroba zakaźna	Lekarz przypomniał wszystkim o zapobieganiu chorobom zakaźnym.	besmettelijke ziekte; infectieziekte	De arts herinnerde iedereen eraan infectieziekten te voorkomen.	smittsam sjukdom; infektionssjukdom	Läkaren påminde alla om att förebygga smittsamma sjukdomar.	smittsom sykdom; infeksjonssykdom	Legen minnet alle om å forebygge smittsomme sykdommer.	smitsom sygdom; infektionssygdom	Lægen mindede alle om at forebygge smitsomme sygdomme.	tartuntatauti	Lääkäri muistutti kaikkia ehkäisemään tartuntatauteja.
3806:传输	传输	传输	przesyłać; transferować	System przesyła dane.	verzenden; overdragen	Het systeem verzendt gegevens.	överföra; sända	Systemet överför data.	overføre; sende	Systemet overfører data.	overføre; sende	Systemet overfører data.	siirtää; lähettää	Järjestelmä siirtää tietoja.
3808:船只	船只	船只	statki; jednostki pływające	W porcie cumuje wiele statków.	schepen; vaartuigen	Er liggen veel schepen in de haven.	fartyg; båtar	Många fartyg ligger i hamnen.	fartøy; båter	Mange fartøy ligger i havnen.	fartøjer; både	Mange fartøjer ligger i havnen.	alukset; veneet	Satamassa on paljon aluksia.
3810:窗口	窗口	窗口	okno; stanowisko obsługi	Proszę podejść do stanowiska numer trzy, aby załatwić formalności.	venster; loket	Ga naar loket nummer drie om de procedure af te handelen.	fönster; servicelucka	Gå till lucka nummer tre för att ordna ärendet.	vindu; skranke	Gå til skranke nummer tre for å ordne saken.	vindue; skranke	Gå venligst til skranke nummer tre for at ordne sagen.	ikkuna; palveluluukku	Mene luukulle numero kolme hoitamaan asia.
3812:创办	创办	创办	założyć; utworzyć	Po ukończeniu studiów założył firmę.	oprichten; stichten	Na zijn afstuderen richtte hij een bedrijf op.	grunda; starta	Efter examen grundade han ett företag.	starte; grunnlegge	Etter eksamen startet han et selskap.	stifte; oprette	Efter sin eksamen stiftede han et firma.	perustaa	Valmistuttuaan hän perusti yrityksen.
3813:创建	创建	创建	tworzyć; ustanawiać	Zespół tworzy nową bazę danych.	creëren; opzetten	Het team maakt een nieuwe database.	skapa; etablera	Teamet skapar en ny databas.	opprette; skape	Teamet oppretter en ny database.	oprette; skabe	Teamet er ved at oprette en ny database.	luoda; perustaa	Tiimi luo uutta tietokantaa.
3815:创意	创意	创意	kreatywność; pomysł twórczy	Ta reklama jest bardzo kreatywna.	creativiteit; creatief idee	Deze advertentie is erg creatief.	kreativitet; kreativ idé	Den här reklamen är mycket kreativ.	kreativitet; kreativ idé	Denne reklamen er veldig kreativ.	kreativitet; kreativ idé	Denne reklame er meget kreativ.	luovuus; luova idea	Tämä mainos on hyvin luova.
3817:纯	纯	纯	czysty; wyłącznie	Ta butelka soku to czysty sok jabłkowy.	puur; uitsluitend	Deze fles sap is puur appelsap.	ren; enbart	Den här flaskan juice är ren äppeljuice.	ren; bare	Denne flasken juice er ren eplejuice.	ren; udelukkende	Denne flaske juice er ren æblejuice.	puhdas; pelkästään	Tämä mehupullo on puhdasta omenamehua.
3818:瓷器	瓷器	瓷器	porcelana	Muzeum wystawiło starożytną porcelanę.	porselein	Het museum stelde oud porselein tentoon.	porslin	Museet visade antikt porslin.	porselen	Museet stilte ut gammelt porselen.	porcelæn	Museet udstillede gammelt porcelæn.	posliini	Museossa oli esillä vanhaa posliinia.
3819:此刻	此刻	此刻	w tej chwili; teraz	W tej chwili chcę tylko spokojnie odpocząć.	op dit moment; nu	Op dit moment wil ik gewoon rustig rusten.	i detta ögonblick; just nu	Just nu vill jag bara vila i lugn och ro.	akkurat nå; i dette øyeblikket	Akkurat nå vil jeg bare hvile i fred.	i dette øjeblik; lige nu	Lige nu vil jeg bare hvile i ro.	tällä hetkellä; nyt	Tällä hetkellä haluan vain levätä rauhassa.
