hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
2259:登	登	登	चढ़ना; प्रकाशित करना; लॉग इन करना	वे सुबह-सुबह पहाड़ पर चढ़ने निकल गए।	ওঠা; প্রকাশ করা; লগ ইন করা	তারা ভোরে পাহাড়ে উঠতে বেরিয়ে পড়ল।	umakyat; ilathala; mag-log in	Maaga silang umalis para umakyat ng bundok.
2260:灯光	灯光	灯光	रोशनी	मंच की रोशनी बहुत सुंदर है।	আলো	মঞ্চের আলো খুব সুন্দর।	ilaw	Napakaganda ng ilaw sa entablado.
2266:低头	低头	低头	सिर झुकाना	उसने सिर झुकाकर मोबाइल पर एक नज़र डाली।	মাথা নিচু করা	সে মাথা নিচু করে মোবাইলের দিকে একবার তাকাল।	iyuko ang ulo	Iyuko niya ang ulo at sinulyapan ang cellphone.
2271:地面	地面	地面	ज़मीन; फर्श की सतह	बारिश के बाद ज़मीन फिसलन भरी है, चलते समय सावधान रहें।	মাটি; মেঝের পৃষ্ঠ	বৃষ্টির পর মাটি পিচ্ছিল, হাঁটার সময় সাবধানে চলুন।	lupa; sahig	Madulas ang sahig pagkatapos ng ulan, kaya mag-ingat sa paglalakad.
2274:地下	地下	地下	भूमिगत	इस शहर में बड़ा भूमिगत पार्किंग स्थल है।	ভূগর্ভস্থ	এই শহরে বড় ভূগর্ভস্থ পার্কিং আছে।	sa ilalim ng lupa	May malaking paradahan sa ilalim ng lupa ang lungsod na ito.
2277:点赞	点赞	点赞	लाइक करना; अंगूठा दिखाना	कई इंटरनेट उपयोगकर्ताओं ने इस वीडियो को लाइक किया।	লাইক দেওয়া	অনেক নেটিজেন এই ভিডিওতে লাইক দিয়েছেন।	mag-like	Maraming netizen ang nag-like sa video na ito.
2279:电动	电动	电动	बिजली से चलने वाला	उसने बिजली से चलने वाली साइकिल खरीदी।	বিদ্যুৎচালিত	সে একটি বিদ্যুৎচালিত সাইকেল কিনেছে।	de-kuryente	Bumili siya ng de-kuryenteng bisikleta.
2280:电器	电器	电器	बिजली का उपकरण	रसोई के बिजली के उपकरण सब नए हैं।	বৈদ্যুতিক যন্ত্র	রান্নাঘরের বৈদ্যুতিক যন্ত্রগুলো সব নতুন।	kagamitang de-kuryente	Bago ang lahat ng kagamitang de-kuryente sa kusina.
2281:电商	电商	电商	ऑनलाइन व्यापार	ऑनलाइन व्यापार मंच ने कई लोगों की खरीदारी की आदत बदल दी।	অনলাইন বাণিজ্য	অনলাইন বাণিজ্য মঞ্চ অনেক মানুষের কেনাকাটার অভ্যাস বদলে দিয়েছে।	online na kalakalan	Binago ng online na kalakalan ang gawi sa pamimili ng maraming tao.
2282:电视台	电视台	电视台	टीवी स्टेशन	स्नातक होने के बाद वह टीवी स्टेशन में काम करने गई।	টিভি স্টেশন	স্নাতক হওয়ার পর সে টিভি স্টেশনে কাজ করতে গেছে।	istasyon ng telebisyon	Pagkatapos niyang magtapos, nagtrabaho siya sa istasyon ng telebisyon.
2283:电子版	电子版	电子版	इलेक्ट्रॉनिक संस्करण	बैठक की सामग्री का इलेक्ट्रॉनिक और कागज़ी दोनों संस्करण है।	ইলেকট্রনিক সংস্করণ	সভা-সামগ্রীর ইলেকট্রনিক সংস্করণও আছে, কাগজের সংস্করণও আছে।	elektronikong bersiyon	May elektronikong bersiyon at papel na bersiyon ang mga materyal ng pulong.
2284:调1	调1	调	स्थानांतरित करना	उसे अगले महीने शंघाई शाखा में स्थानांतरित किया जाएगा।	বদলি করা	তাকে আগামী মাসে সাংহাই শাখায় বদলি করা হবে।	ilipat	Ililipat siya sa sangay sa Shanghai sa susunod na buwan.
2285:调研	调研	调研	शोध-सर्वे करना	टीम युवाओं की उपभोग आदतों पर शोध-सर्वे कर रही है।	গবেষণা-সমীক্ষা করা	দলটি তরুণদের ভোগের অভ্যাস নিয়ে সমীক্ষা করছে।	magsaliksik; magsuri	Nagsasaliksik ang koponan tungkol sa gawi sa paggastos ng kabataan.
2287:丢失	丢失	丢失	खो जाना	यदि पहचान-पत्र खो जाए, तो जल्द से जल्द पुलिस को सूचित करें।	হারিয়ে যাওয়া	পরিচয়পত্র হারিয়ে গেলে যত তাড়াতাড়ি সম্ভব পুলিশে খবর দিন।	mawala	Kapag nawala ang dokumento, agad itong iulat sa pulisya.
2290:动画	动画	动画	एनिमेशन	बच्चों को यह एनिमेशन देखना पसंद है।	অ্যানিমেশন	শিশুরা এই অ্যানিমেশন দেখতে পছন্দ করে।	animasyon	Gustong panoorin ng mga bata ang animasyong ito.
2291:动人	动人	动人	दिल को छूने वाला	उसकी कहानी बहुत दिल को छूने वाली है।	হৃদয়স্পর্শী	তার গল্পটি খুব হৃদয়স্পর্শী।	nakaaantig	Nakaaantig ang kanyang kuwento.
