simplified	LO	example_LO
限制	ຈຳກັດ	ບ່ອນນີ້ຈຳກັດການເຂົ້າຂອງລົດ.
相处	ຢູ່ຮ່ວມກັນ	ພວກເຂົາຢູ່ຮ່ວມກັນໄດ້ດີຫຼາຍ.
相当	ຄ່ອນຂ້າງ	ປື້ມເຫຼັ້ມນີ້ຄ່ອນຂ້າງນ່າສົນໃຈ.
相对	ຄ່ອນຂ້າງ	ລາຄາຢູ່ນີ້ຄ່ອນຂ້າງຖືກ.
相关	ກ່ຽວຂ້ອງ	ກະລຸນາສະໜອງເອກະສານທີ່ກ່ຽວຂ້ອງ.
相似	ຄ້າຍຄື	ຄວາມໝາຍຂອງຕົວອັກສອນສອງຕົວນີ້ຄ້າຍຄືກັນຫຼາຍ.
香肠	ໄສ້ກອກ	ອາຫານເຊົ້າມີໄຂ່ແລະໄສ້ກອກ.
享受	ເພີດເພີນ	ພວກເຂົາກຳລັງເພີດເພີນກັບວັນພັກ.
想念	ຄິດຮອດ	ຂ້ອຍຄິດຮອດຄອບຄົວຫຼາຍ.
想象	ຈິນຕະນາການ	ຂ້ອຍຈິນຕະນາການຊີວິດແບບນັ້ນບໍ່ອອກ.
象棋	ໝາກຮຸກຈີນ	ປູ່ມັກຫຼິ້ນໝາກຮຸກຈີນ.
象征	ສັນຍາລັກ	ສີຂາວມັກເປັນສັນຍາລັກຂອງຄວາມບໍລິສຸດ.
项	ລາຍການ	ວຽກລາຍການນີ້ສຳຄັນຫຼາຍ.
项链	ສາຍຄໍ	ນາງໃສ່ສາຍຄໍເງິນເສັ້ນໜຶ່ງ.
项目	ໂຄງການ	ໂຄງການນີ້ຕ້ອງໃຊ້ເວລາສາມເດືອນ.
消费	ການບໍລິໂພກ	ການບໍລິໂພກໃນຊ່ວງວັນພັກເພີ່ມຂຶ້ນ.
消化	ຍ່ອຍອາຫານ	ຍ່າງຫຼັງອາຫານຊ່ວຍການຍ່ອຍອາຫານ.
消极	ດ້ານລົບ	ຢ່າເບິ່ງບັນຫາດ້ວຍທ່າທີດ້ານລົບ.
消失	ຫາຍໄປ	ດວງຕາເວັນຄ່ອຍໆຫາຍໄປຫຼັງພູ.
销售	ຂາຍ	ບໍລິສັດນີ້ຂາຍຜະລິດຕະພັນອິເລັກໂຕຣນິກ.
小麦	ເຂົ້າສາລີ	ທາງເໜືອປູກເຂົ້າສາລີຫຼາຍ.
小气	ຂີ້ຖີ່	ຢ່າຂີ້ຖີ່ແບບນີ້.
孝顺	ກະຕັນຍູຕໍ່ພໍ່ແມ່	ລາວກະຕັນຍູຕໍ່ພໍ່ແມ່ຫຼາຍ.
效率	ປະສິດທິພາບ	ເຮັດແບບນີ້ສາມາດເພີ່ມປະສິດທິພາບ.
歇	ພັກ	ພວກເຮົາພັກກັນກ່ອນສັກຄູ່.
斜	ລາດ	ຖະໜົນນີ້ລາດນິດໜ່ອຍ.
写作	ການຂຽນ	ການຂຽນຕ້ອງການການຝຶກລະຍະຍາວ.
心理	ຈິດໃຈ	ກ່ອນສອບ ເຈົ້າຕ້ອງປັບສະພາບຈິດໃຈ.
心脏	ຫົວໃຈ	ສຸຂະພາບຫົວໃຈສຳຄັນຫຼາຍ.
欣赏	ຊົມ	ພວກເຮົາຊົມທິວທັດທີ່ສວຍງາມ.
信号	ສັນຍານ	ສັນຍານໂທລະສັບຢູ່ນີ້ບໍ່ດີ.
信任	ໄວ້ໃຈ	ໝູ່ເພື່ອນຕ້ອງການຄວາມໄວ້ໃຈລະຫວ່າງກັນ.
形成	ກໍ່ຕົວ	ນິໄສທີ່ດີຕ້ອງຄ່ອຍໆກໍ່ຕົວ.
形容	ພັນລະນາ	ຂ້ອຍບໍ່ຮູ້ຈະພັນລະນາຄວາມຮູ້ສຶກນີ້ຢ່າງໃດ.
形势	ສະຖານະການ	ສະຖານະການປັດຈຸບັນຄ່ອນຂ້າງຊັບຊ້ອນ.
形式	ຮູບແບບ	ການປະຊຸມສາມາດໃຊ້ຮູບແບບອອນລາຍໄດ້.
形象	ພາບລັກ	ພາບລັກສາທາລະນະຂອງລາວດີຫຼາຍ.
形状	ຮູບຮ່າງ	ຮູບຮ່າງຂອງກ່ອງນີ້ພິເສດຫຼາຍ.
行动	ການກະທຳ	ພວກເຮົາຕ້ອງລົງມືກະທຳທັນທີ.
行人	ຄົນຍ່າງ	ເວລາຂ້າມຖະໜົນຕ້ອງລະວັງຄົນຍ່າງ.
行为	ພຶດຕິກຳ	ພຶດຕິກຳແບບນີ້ບໍ່ສຸພາບ.
幸亏	ໂຊກດີທີ່	ໂຊກດີທີ່ເຈົ້າເຕືອນຂ້ອຍ.
幸运	ໂຊກດີ	ລາວໂຊກດີທີ່ຫາວຽກໄດ້.
性质	ລັກສະນະ	ລັກສະນະຂອງບັນຫານີ້ຮ້າຍແຮງຫຼາຍ.
兄弟	ອ້າຍນ້ອງ	ອ້າຍນ້ອງສອງຄົນນີ້ມີຄວາມສຳພັນດີ.
胸	ໜ້າເອິກ	ລາວຮູ້ສຶກແໜ້ນໜ້າເອິກນິດໜ່ອຍ.
休闲	ພັກຜ່ອນ	ທ້າຍອາທິດເປັນເວລາດີສຳລັບການພັກຜ່ອນ.
修改	ແກ້ໄຂ	ກະລຸນາແກ້ໄຂບົດຄວາມນີ້.
虚心	ຖ່ອມຕົນ	ພວກເຮົາຄວນຟັງຄວາມເຫັນຢ່າງຖ່ອມຕົນ.
叙述	ເລົ່າ	ລາວເລົ່າເຫດການທີ່ເກີດຂຶ້ນຢ່າງຊັດເຈນ.
宣布	ປະກາດ	ໂຮງຮຽນປະກາດກົດລະບຽບໃໝ່.
宣传	ໂຄສະນາເຜີຍແຜ່	ພວກເຂົາກຳລັງໂຄສະນາເຜີຍແຜ່ຄວາມຮູ້ດ້ານສິ່ງແວດລ້ອມ.
学历	ວຸດການສຶກສາ	ວຽກນີ້ຕ້ອງການວຸດການສຶກສາປະລິນຍາຕີ.
学术	ວິຊາການ	ການປະຊຸມນີ້ປຶກສາບັນຫາວິຊາການ.
学问	ຄວາມຮູ້	ລາວເປັນຄົນມີຄວາມຮູ້ຫຼາຍ.
血	ເລືອດ	ມືຂອງລາວມີເລືອດອອກນິດໜ່ອຍ.
寻找	ຊອກຫາ	ພວກເຮົາກຳລັງຊອກຫາວິທີໃໝ່.
询问	ສອບຖາມ	ລາວສອບຖາມອາຈານເລື່ອງເວລາສອບ.
训练	ຝຶກຊ້ອມ	ນັກກິລາຝຶກຊ້ອມທຸກມື້.
迅速	ຢ່າງວ່ອງໄວ	ຂ່າວນີ້ແຜ່ອອກໄປຢ່າງວ່ອງໄວ.
押金	ເງິນມັດຈຳ	ເຊົ່າບ່ອນຢູ່ຕ້ອງຈ່າຍເງິນມັດຈຳ.
牙齿	ແຂ້ວ	ກະລຸນາດູແລແຂ້ວໃຫ້ດີທຸກມື້.
严肃	ຈິງຈັງ	ສີໜ້າຂອງອາຈານຈິງຈັງຫຼາຍ.
延长	ຍືດເວລາ	ການປະຊຸມຖືກຍືດເວລາອອກໄປອີກເຄິ່ງຊົ່ວໂມງ.
演讲	ການປາໄສ	ລາວກຳລັງກຽມການປາໄສມື້ອື່ນ.
宴会	ງານລ້ຽງ	ພວກເຂົາໄປຮ່ວມງານລ້ຽງ.
阳台	ລະບຽງ	ຢູ່ລະບຽງມີກະຖາງດອກໄມ້ຫຼາຍກະຖາງ.
痒	ຄັນ	ແຂນຂອງຂ້ອຍຄັນນິດໜ່ອຍ.
样式	ຮູບແບບ	ຮູບແບບນີ້ນິຍົມຫຼາຍ.
腰	ແອວ	ນັ່ງດົນໆອາດເຮັດໃຫ້ເຈັບແອວ.
摇	ສັ່ນ	ລົມພັດກິ່ງໄມ້ສັ່ນໄປມາ.
咬	ກັດ	ໝາໂຕນີ້ບໍ່ກັດຄົນ.
要不	ບໍ່ຢ່າງນັ້ນ	ບໍ່ຢ່າງນັ້ນ ພວກເຮົາໄປອີກມື້ອື່ນດີບໍ?
业务	ທຸລະກິດ	ທຸລະກິດຂອງບໍລິສັດກຳລັງເຕີບໂຕ.
业余	ເວລາຫວ່າງ	ລາວຮຽນຖ່າຍຮູບໃນເວລາຫວ່າງ.
夜	ກາງຄືນ	ຖະໜົນງຽບຫຼາຍໃນຕອນກາງຄືນ.
依然	ຍັງຄົງ	ລາວຍັງຄົງອາໄສຢູ່ປັກກິ່ງ.
一辈子	ຕະຫຼອດຊີວິດ	ນາງຮັກດົນຕີຕະຫຼອດຊີວິດ.
一旦	ທັນທີທີ່	ທັນທີທີ່ຕັດສິນໃຈແລ້ວ ເຈົ້າຄວນຍືນຢັນຕໍ່ໄປ.
一律	ທັງໝົດ	ໃນລະຫວ່າງປະຊຸມ ໂທລະສັບທັງໝົດຕ້ອງປິດ.
一再	ຊ້ຳແລ້ວຊ້ຳອີກ	ລາວເຕືອນພວກເຮົາຊ້ຳແລ້ວຊ້ຳອີກໃຫ້ລະວັງຄວາມປອດໄພ.
一致	ສອດຄ່ອງກັນ	ຄວາມເຫັນຂອງທຸກຄົນສອດຄ່ອງກັນຢ່າງສົມບູນ.
疑问	ຂໍ້ສົງໄສ	ຂ້ອຍມີຂໍ້ສົງໄສກ່ຽວກັບຄຳຕອບນີ້.
移动	ຍ້າຍ	ກະລຸນາຍ້າຍໂຕະນີ້ນິດໜ່ອຍ.
移民	ຍ້າຍຖິ່ນຖານ	ພວກເຂົາວາງແຜນຍ້າຍຖິ່ນຖານໄປຕ່າງປະເທດ.
遗憾	ເສຍດາຍ	ຂ້ອຍເສຍດາຍທີ່ບໍ່ໄດ້ພົບເຈົ້າ.
乙	ຝ່າຍຂ	ໃນສັນຍາ ຝ່າຍຂຮັບຜິດຊອບການຈ່າຍເງິນ.
以及	ແລະ	ຂ້ອຍຊື້ປື້ມແລະເຄື່ອງຂຽນ.
以来	ນັບຕັ້ງແຕ່	ນັບຕັ້ງແຕ່ຮຽນຈົບ ລາວເຮັດວຽກຢູ່ປັກກິ່ງ.
义务	ໜ້າທີ່	ການປົກປ້ອງສິ່ງແວດລ້ອມແມ່ນໜ້າທີ່ຂອງທຸກຄົນ.
亿	ຮ້ອຍລ້ານ	ປະເທດນີ້ມີປະຊາກອນເກີນສິບຮ້ອຍລ້ານ.
意外	ບໍ່ຄາດຄິດ	ການມາຊ້າຄັ້ງນີ້ເປັນເລື່ອງບໍ່ຄາດຄິດແທ້ໆ.
意义	ຄວາມໝາຍ	ກິດຈະກຳນີ້ມີຄວາມໝາຍຫຼາຍ.
议论	ປຶກສາວິຈານ	ທຸກຄົນກຳລັງປຶກສາວິຈານເລື່ອງນີ້.
因而	ດັ່ງນັ້ນ	ລາວຮຽນຂະຫຍັນ ດັ່ງນັ້ນຄະແນນຂອງລາວຈຶ່ງດີ.
因素	ປັດໄຈ	ອາກາດແມ່ນປັດໄຈສຳຄັນ.
银	ເງິນ	ນາງໃສ່ສາຍແຂນເງິນເສັ້ນໜຶ່ງ.
印刷	ພິມ	ປື້ມເຫຼັ້ມນີ້ພິມໄດ້ຊັດເຈນຫຼາຍ.
英俊	ຫຼໍ່	ລາວຫຼໍ່ຫຼາຍ.
英雄	ວິລະຊົນ	ນັກດັບເພີງແມ່ນວິລະຊົນທີ່ແທ້ຈິງ.
营养	ສານອາຫານ	ອາຫານເຊົ້າຄວນມີສານອາຫານພຽງພໍ.
营业	ເປີດການຄ້າ	ຮ້ານນີ້ເລີ່ມເປີດການຄ້າເກົ້າໂມງ.
迎接	ຕ້ອນຮັບ	ພວກເຮົາໄປສະໜາມບິນເພື່ອຕ້ອນຮັບແຂກ.
影子	ເງົາ	ເງົາຂອງລາວຢູ່ໃຕ້ໄຟຖະໜົນ.
应付	ຮັບມື	ລາວສາມາດຮັບມືກັບບັນຫານີ້ໄດ້.
应用	ນຳໃຊ້	ວິທີນີ້ສາມາດນຳໃຊ້ໃນການສອນໄດ້.
硬	ແຂງ	ຕັ່ງນີ້ແຂງເກີນໄປ.
硬件	ຮາດແວ	ຄອມພິວເຕີເຄື່ອງນີ້ມີຮາດແວດີ.
拥抱	ກອດ	ເດັກນ້ອຍແລ່ນມາກອດແມ່.
拥挤	ແອອັດ	ເວລາເຊົ້າລົດໄຟໃຕ້ດິນແອອັດຫຼາຍ.
勇气	ຄວາມກ້າຫານ	ລາວມີຄວາມກ້າຫານທີ່ຈະຍອມຮັບຄວາມຜິດ.
用功	ຕັ້ງໃຈຮຽນ	ນາງຕັ້ງໃຈຮຽນຫຼາຍ.
用途	ປະໂຫຍດໃຊ້ສອຍ	ວັດສະດຸນີ້ມີປະໂຫຍດໃຊ້ສອຍຫຼາຍ.
优惠	ສ່ວນຫຼຸດ	ມື້ນີ້ຮ້ານນີ້ມີສ່ວນຫຼຸດ.
优美	ງົດງາມ	ສະພາບແວດລ້ອມຢູ່ນີ້ງົດງາມຫຼາຍ.
优势	ຂໍ້ໄດ້ປຽບ	ຂໍ້ໄດ້ປຽບຂອງລາວແມ່ນປະສົບການຫຼາຍ.
悠久	ຍາວນານ	ຈີນມີປະຫວັດສາດຍາວນານ.
油炸	ທອດ	ຂ້ອຍບໍ່ຄ່ອຍກິນອາຫານທອດ.
游览	ທ່ຽວຊົມ	ມື້ອື່ນພວກເຮົາຈະໄປທ່ຽວຊົມພະລາຊະວັງຕ້ອງຫ້າມ.
犹豫	ລັງເລ	ລາວລັງເລຢູ່ຄູ່ໜຶ່ງກ່ອນຕອບ.
有利	ເປັນປະໂຫຍດ	ເງື່ອນໄຂນີ້ເປັນປະໂຫຍດຕໍ່ພວກເຮົາ.
幼儿园	ໂຮງຮຽນອະນຸບານ	ເດັກຄົນນີ້ຈະໄປໂຮງຮຽນອະນຸບານປີໜ້າ.
娱乐	ຄວາມບັນເທີງ	ການເບິ່ງຮູບເງົາແມ່ນຄວາມບັນເທີງຢ່າງໜຶ່ງ.
与其	ແທນທີ່ຈະ	ແທນທີ່ຈະຈົ່ມ ລົງມືເຮັດຈະດີກວ່າ.
语气	ນ້ຳສຽງ	ນ້ຳສຽງເວົ້າຂອງລາວອ່ອນໂຍນຫຼາຍ.
玉米	ສາລີ	ຕອນແລງມີແກງສາລີ.
预报	ພະຍາກອນ	ພະຍາກອນອາກາດບອກວ່າມື້ອື່ນຝົນຈະຕົກ.
预订	ຈອງລ່ວງໜ້າ	ຂ້ອຍຈອງໂຮງແຮມລ່ວງໜ້າແລ້ວ.
预防	ປ້ອງກັນ	ລ້າງມືເລື້ອຍໆສາມາດປ້ອງກັນຫວັດໄດ້.
元旦	ວັນປີໃໝ່	ວັນປີໃໝ່ພວກເຮົາພັກໜຶ່ງມື້.
原料	ວັດຖຸດິບ	ວັດຖຸດິບຫຼັກຂອງເຂົ້າຈີ່ແມ່ນແປ້ງ.
原则	ຫຼັກການ	ຄົນຄວນມີຫຼັກການ.
员工	ພະນັກງານ	ບໍລິສັດມີພະນັກງານສາມຮ້ອຍຄົນ.
圆	ກົມ	ດວງຈັນໃຫຍ່ແລະກົມ.
愿望	ຄວາມປາຖະໜາ	ຄວາມປາຖະໜາຂອງລາວແມ່ນການເດີນທາງຮອບໂລກ.
乐器	ເຄື່ອງດົນຕີ	ນາງຫຼິ້ນເຄື່ອງດົນຕີໄດ້ຫຼາຍຊະນິດ.
晕	ວຽນຫົວ	ເວລານັ່ງເຮືອ ຂ້ອຍຮູ້ສຶກວຽນຫົວນິດໜ່ອຍ.
运气	ໂຊກ	ມື້ນີ້ຂ້ອຍມີໂຊກດີ.
运输	ຂົນສົ່ງ	ສິນຄ້າເຫຼົ່ານີ້ຕ້ອງຂົນສົ່ງດ້ວຍລົດໄຟ.
运用	ນຳໃຊ້	ກະລຸນານຳໃຊ້ຄຳສັບເຫຼົ່ານີ້ຢ່າງຍືດຫຍຸ່ນ.
灾害	ໄພພິບັດ	ນ້ຳຖ້ວມແມ່ນໄພພິບັດທຳມະຊາດຊະນິດໜຶ່ງ.
再三	ຊ້ຳແລ້ວຊ້ຳອີກ	ອາຈານເຕືອນພວກເຮົາຊ້ຳແລ້ວຊ້ຳອີກໃຫ້ທົບທວນ.
在乎	ໃສ່ໃຈ	ລາວໃສ່ໃຈຄວາມເຫັນຂອງໝູ່ຫຼາຍ.
在于	ຢູ່ທີ່	ຄວາມສຳເລັດຢູ່ທີ່ຄວາມພາກພຽນ.
赞成	ເຫັນດີ	ຂ້ອຍເຫັນດີກັບຂໍ້ແນະນຳຂອງເຈົ້າ.
赞美	ຊົມເຊີຍ	ທຸກຄົນຊົມເຊີຍຄວາມກ້າຫານຂອງນາງ.
糟糕	ແຍ່	ອາກາດມື້ນີ້ແຍ່ແທ້ໆ.
造成	ເຮັດໃຫ້ເກີດ	ຝົນຕົກໜັກເຮັດໃຫ້ເກີດລົດຕິດ.
则	ກໍ	ຖ້າຂະຫຍັນ ກໍຈະມີຄວາມກ້າວໜ້າ.
责备	ຕຳໜິ	ອາຈານບໍ່ໄດ້ຕຳໜິລາວ.
摘	ເດັດ	ນາງເດັດດອກໄມ້ໜຶ່ງດອກໃນສວນ.
窄	ແຄບ	ຖະໜົນນີ້ແຄບເກີນໄປ.
粘贴	ຕິດ	ກະລຸນາຕິດຮູບຖ່າຍໄວ້ບ່ອນນີ້.
展开	ເລີ່ມດຳເນີນ	ການປຶກສາຫາລືເລີ່ມດຳເນີນຢ່າງໄວ.
展览	ນິທັດສະການ	ພິພິທະພັນມີນິທັດສະການໃໝ່.
占	ກິນພື້ນທີ່	ໂຕະນີ້ກິນພື້ນທີ່.
战争	ສົງຄາມ	ສົງຄາມນຳຄວາມທຸກມາໃຫ້ຜູ້ຄົນ.
掌握	ຊຳນານ	ລາວຊຳນານໄວຍາກອນພື້ນຖານແລ້ວ.
涨	ຂຶ້ນລາຄາ	ຄ່າເຊົ່າຫ້ອງຂຶ້ນລາຄາອີກແລ້ວຊ່ວງນີ້.
长辈	ຜູ້ໃຫຍ່	ຕອນປີໃໝ່ຄວນໄປທັກທາຍຜູ້ໃຫຍ່.
账户	ບັນຊີ	ກະລຸນາກວດບັນຊີທະນາຄານຂອງເຈົ້າ.
招待	ຕ້ອນຮັບ	ເຈົ້າພາບຕ້ອນຮັບແຂກຢ່າງອົບອຸ່ນ.
着火	ໄຟໄໝ້	ຫ້ອງຄົວເກີດໄຟໄໝ້ຢ່າງກະທັນຫັນ.
着凉	ເປັນຫວັດ	ອາກາດໜາວ ຢ່າໃຫ້ເປັນຫວັດ.
召开	ຈັດປະຊຸມ	ໂຮງຮຽນຈະຈັດປະຊຸມມື້ອື່ນ.
照常	ຕາມປົກກະຕິ	ຮ້ານຈະເປີດຕາມປົກກະຕິມື້ອື່ນ.
哲学	ປັດຊະຍາ	ລາວຮຽນປັດຊະຍາຢູ່ມະຫາວິທະຍາໄລ.
珍惜	ຖະໜອມ	ພວກເຮົາຄວນຖະໜອມເວລາ.
真实	ຈິງ	ເລື່ອງນີ້ແມ່ນເລື່ອງຈິງ.
针对	ມຸ່ງໃສ່	ຂໍ້ແນະນຳນີ້ມຸ່ງໃສ່ນັກຮຽນໃໝ່.
诊断	ການວິນິດໄສ	ທ່ານໝໍໃຫ້ການວິນິດໄສຢ່າງໄວ.
振动	ສັ່ນ	ໂທລະສັບກຳລັງສັ່ນຢູ່ເທິງໂຕະ.
阵	ພັກໜຶ່ງ	ຂ້າງນອກມີຝົນຕົກພັກໜຶ່ງ.
争论	ໂຕ້ຖຽງ	ພວກເຂົາໂຕ້ຖຽງກ່ຽວກັບບັນຫານີ້ດົນຫຼາຍ.
争取	ພະຍາຍາມໃຫ້ໄດ້	ພວກເຮົາຄວນພະຍາຍາມໃຫ້ໄດ້ໂອກາດເພີ່ມ.
征求	ຂໍຄວາມເຫັນ	ອາຈານຂໍຄວາມເຫັນຈາກທຸກຄົນ.
挣	ດິ້ນຫຼຸດ	ນົກດິ້ນຫຼຸດຈາກເຊືອກ.
睁	ເບີກຕາ	ກະລຸນາເບີກຕາໃຫ້ກວ້າງຂຶ້ນນິດໜ່ອຍ.
整个	ທັງໝົດ	ທັງເມືອງງຽບຫຼາຍ.
整齐	ເປັນລະບຽບ	ປື້ມຖືກຈັດໄວ້ຢ່າງເປັນລະບຽບ.
整体	ໂດຍລວມ	ພວກເຮົາຕ້ອງພິຈາລະນາຜົນໂດຍລວມ.
政府	ລັດຖະບານ	ລັດຖະບານອອກແຈ້ງການໃໝ່.
政治	ການເມືອງ	ລາວສົນໃຈການເມືອງຫຼາຍ.
正	ຖືກຕ້ອງ	ຄຳຕອບນີ້ຖືກຕ້ອງ.
证件	ເອກະສານປະຈຳຕົວ	ກະລຸນາສະແດງເອກະສານປະຈຳຕົວ.
证据	ຫຼັກຖານ	ຕຳຫຼວດພົບຫຼັກຖານໃໝ່.
支	ດ້າມ	ເທິງໂຕະມີປາກກາດ້າມໜຶ່ງ.
支票	ເຊັກ	ລາວຈ່າຍເງິນດ້ວຍເຊັກ.
执照	ໃບອະນຸຍາດ	ການຂັບລົດຕ້ອງມີໃບອະນຸຍາດຂັບຂີ່.
直	ກົງ	ໄປກົງຕາມຖະໜົນນີ້.
指导	ແນະນຳ	ອາຈານແນະນຳພວກເຮົາໃນການຂຽນວິທະຍານິພົນ.
指挥	ບັນຊາ	ລາວຮັບຜິດຊອບບັນຊາການປະຕິບັດງານຄັ້ງນີ້.
制定	ກຳນົດ	ບໍລິສັດກຳນົດແຜນໃໝ່.
制度	ລະບົບ	ໂຮງຮຽນມີລະບົບທີ່ເຂັ້ມງວດ.
制造	ຜະລິດ	ໂຮງງານນີ້ຜະລິດເຄື່ອງຈັກ.
制作	ເຮັດ	ນາງກຳລັງເຮັດເຄັກວັນເກີດ.
志愿者	ອາສາສະໝັກ	ອາສາສະໝັກຫຼາຍຄົນເຂົ້າຮ່ວມກິດຈະກຳ.
智慧	ປັນຍາ	ຜູ້ເຖົ້າຄົນນີ້ມີປັນຍາຫຼາຍ.
治疗	ປິ່ນປົວ	ທ່ານໝໍກຳລັງປິ່ນປົວຄົນເຈັບ.
秩序	ລະບຽບ	ກະລຸນາຮັກສາລະບຽບ.
至今	ຈົນເຖິງປັດຈຸບັນ	ບັນຫານີ້ຍັງບໍ່ຖືກແກ້ໄຂຈົນເຖິງປັດຈຸບັນ.
至于	ສ່ວນ	ສ່ວນຄ່າໃຊ້ຈ່າຍ ພວກເຮົາຈະປຶກສາກັນມື້ອື່ນ.
中介	ນາຍໜ້າ	ລາວເຊົ່າຫ້ອງຜ່ານນາຍໜ້າ.
中心	ສູນກາງ	ໂຮງໝໍຢູ່ໃຈກາງເມືອງ.
中旬	ກາງເດືອນ	ການປະຊຸມກຳນົດໄວ້ກາງເດືອນພຶດສະພາ.
种类	ປະເພດ	ທີ່ນີ້ມີໝາກໄມ້ຫຼາຍປະເພດ.
重大	ສຳຄັນຫຼາຍ	ນີ້ແມ່ນການຕັດສິນໃຈທີ່ສຳຄັນຫຼາຍ.
重量	ນ້ຳໜັກ	ນ້ຳໜັກຂອງກ່ອງນີ້ເທົ່າໃດ?
周到	ຮອບຄອບ	ການບໍລິການຂອງລາວຮອບຄອບຫຼາຍ.
猪	ໝູ	ໃນຟາມມີໝູຫຼາຍໂຕ.
竹子	ໄມ້ໄຜ່	ແພນດ້າມັກກິນໄມ້ໄຜ່.
逐步	ຄ່ອຍໆ	ແຜນນີ້ຈະຖືກດຳເນີນຄ່ອຍໆ.
逐渐	ຄ່ອຍໆ	ອາກາດຄ່ອຍໆໜາວຂຶ້ນ.
主持	ດຳເນີນ	ນາງດຳເນີນການປະຊຸມມື້ນີ້.
主动	ລິເລີ່ມ	ລາວລິເລີ່ມຊ່ວຍໝູ່ຮ່ວມຫ້ອງ.
主观	ອັດຕະວິໄສ	ການປະເມີນນີ້ອັດຕະວິໄສນິດໜ່ອຍ.
主人	ເຈົ້າພາບ	ເຈົ້າພາບຕ້ອນຮັບພວກເຮົາຢ່າງອົບອຸ່ນ.
主任	ຫົວໜ້າ	ຫົວໜ້າຢູ່ໃນຫ້ອງການ.
主题	ຫົວຂໍ້	ຫົວຂໍ້ການປຶກສາມື້ນີ້ແມ່ນການປົກປ້ອງສິ່ງແວດລ້ອມ.
主席	ປະທານ	ປະທານປະກາດເລີ່ມປະຊຸມ.
主张	ເຫັນວ່າ	ລາວເຫັນວ່າຄວນແກ້ບັນຫາຈະລາຈອນກ່ອນ.
煮	ຕົ້ມ	ແມ່ກຳລັງຕົ້ມເສັ້ນໝີ່.
注册	ລົງທະບຽນ	ຜູ້ໃຊ້ໃໝ່ຕ້ອງລົງທະບຽນກ່ອນ.
祝福	ຄຳອວຍພອນ	ໝູ່ເພື່ອນສົ່ງຄຳອວຍພອນມາໃຫ້.
抓	ຈັບ	ເດັກນ້ອຍຈັບມືແມ່.
抓紧	ຮີບໃຊ້ໃຫ້ດີ	ພວກເຮົາຕ້ອງຮີບໃຊ້ເວລາໃຫ້ດີ.
专家	ຜູ້ຊ່ຽວຊານ	ຜູ້ຊ່ຽວຊານໃຫ້ຂໍ້ແນະນຳ.
专心	ຕັ້ງໃຈ	ເຈົ້າຄວນຕັ້ງໃຈຟັງໃນຫ້ອງຮຽນ.
转变	ປ່ຽນແປງ	ທ່າທີຂອງລາວປ່ຽນແປງແລ້ວ.
转告	ຝາກບອກ	ກະລຸນາຝາກບອກລາວວ່າມື້ອື່ນມີປະຊຸມ.
装	ໃສ່	ກະລຸນາໃສ່ປື້ມເຂົ້າກະເປົາ.
装饰	ຕົກແຕ່ງ	ພວກເຂົາໃຊ້ດອກໄມ້ຕົກແຕ່ງຫ້ອງ.
装修	ປັບປຸງຕົກແຕ່ງ	ເຮືອນໃໝ່ກຳລັງປັບປຸງຕົກແຕ່ງ.
撞	ຕຳກັນ	ລົດສອງຄັນຕຳກັນຢູ່ສີ່ແຍກ.
状况	ສະພາບການ	ສະພາບການປັດຈຸບັນຄ່ອນຂ້າງຄົງທີ່.
状态	ສະພາບ	ມື້ນີ້ລາວຢູ່ໃນສະພາບດີ.
追	ໄລ່ຕາມ	ເດັກນ້ອຍກຳລັງໄລ່ຕາມໝານ້ອຍຈາກຂ້າງຫຼັງ.
追求	ໄລ່ຕາມຄວາມຝັນ	ລາວໄລ່ຕາມຄວາມຝັນຂອງຕົນມາຕະຫຼອດ.
咨询	ປຶກສາ	ເຈົ້າສາມາດປຶກສາທ່ານໝໍຜູ້ຊ່ຽວຊານໄດ້.
姿势	ທ່າທາງ	ກະລຸນາຮັກສາທ່າທາງທີ່ຖືກຕ້ອງ.
资格	ຄຸນສົມບັດ	ລາວມີຄຸນສົມບັດເຂົ້າຮ່ວມການແຂ່ງຂັນ.
资金	ເງິນທຶນ	ໂຄງການນີ້ຕ້ອງການເງິນທຶນເພີ່ມ.
资料	ເອກະສານຂໍ້ມູນ	ກະລຸນາສົ່ງເອກະສານຂໍ້ມູນໃຫ້ຂ້ອຍ.
资源	ຊັບພະຍາກອນ	ນ້ຳແມ່ນຊັບພະຍາກອນທຳມະຊາດທີ່ສຳຄັນ.
紫	ສີມ່ວງ	ນາງມັກສີມ່ວງ.
字母	ຕົວອັກສອນ	ພາສາອັງກິດມີຕົວອັກສອນຊາວຫົກຕົວ.
字幕	ຄຳບັນຍາຍ	ຮູບເງົານີ້ມີຄຳບັນຍາຍພາສາຈີນ.
自从	ນັບແຕ່	ນັບແຕ່ຮຽນຈົບ ລາວບໍ່ຄ່ອຍກັບມາ.
自动	ອັດຕະໂນມັດ	ປະຕູນີ້ເປີດອັດຕະໂນມັດ.
自豪	ພາກພູມໃຈ	ຂ້ອຍຮູ້ສຶກພາກພູມໃຈກັບຄວາມກ້າວໜ້າຂອງຕົນ.
自觉	ໂດຍສະໝັກໃຈ	ລາວເຮັດວຽກບ້ານສຳເລັດໂດຍສະໝັກໃຈ.
