hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
2185:传递	传递	传递	przekazywać; przesyłać	Uśmiech może przekazać przyjazną wiadomość.	overbrengen; doorgeven	Een glimlach kan een vriendelijke boodschap overbrengen.	förmedla; föra vidare	Ett leende kan förmedla ett vänligt budskap.	formidle; sende videre	Et smil kan formidle et vennlig budskap.	formidle; videregive	Et smil kan formidle et venligt budskab.	välittää; siirtää	Hymy voi välittää ystävällisen viestin.
2188:窗台	窗台	窗台	parapet	Na parapecie stoją dwie doniczki kwiatów.	vensterbank	Er staan twee potten bloemen op de vensterbank.	fönsterbräda	Det står två blomkrukor på fönsterbrädan.	vinduskarm	Det står to blomsterpotter i vinduskarmen.	vindueskarm	Der står to blomsterpotter i vindueskarmen.	ikkunalauta	Ikkunalaudalla on kaksi kukkaruukkua.
2196:此后	此后	此后	potem; odtąd	Potem już nigdy się nie spóźnił.	daarna; sindsdien	Daarna kwam hij nooit meer te laat.	därefter; sedan dess	Därefter kom han aldrig mer för sent.	deretter; siden da	Deretter kom han aldri for sent igjen.	derefter; siden da	Derefter kom han aldrig for sent igen.	sen jälkeen; siitä lähtien	Sen jälkeen hän ei enää koskaan myöhästynyt.
2197:此前	此前	此前	wcześniej; przedtem	Wcześniej już omawialiśmy ten problem.	hiervoor; eerder	Hiervoor hadden we dit probleem al besproken.	tidigare; före detta	Tidigare hade vi redan diskuterat den här frågan.	tidligere; før dette	Tidligere hadde vi allerede diskutert dette spørsmålet.	tidligere; før dette	Tidligere havde vi allerede diskuteret dette problem.	ennen tätä; aiemmin	Ennen tätä olimme jo keskustelleet tästä asiasta.
2198:此时	此时	此时	w tej chwili	W tej chwili deszcz na zewnątrz padał jeszcze mocniej.	op dit moment	Op dit moment werd de regen buiten nog heviger.	just då; vid detta ögonblick	Just då blev regnet utanför ännu kraftigare.	på dette tidspunktet; akkurat da	På dette tidspunktet regnet det enda kraftigere ute.	på dette tidspunkt; netop da	På dette tidspunkt regnede det endnu kraftigere udenfor.	tällä hetkellä; juuri silloin	Juuri silloin ulkona sade entistä kovemmin.
2200:从不	从不	从不	nigdy	On nigdy nie bawi się telefonem podczas pracy.	nooit	Hij speelt nooit met zijn telefoon tijdens het werk.	aldrig	Han använder aldrig mobilen för nöje under arbetet.	aldri	Han leker aldri med telefonen mens han jobber.	aldrig	Han leger aldrig med telefonen, mens han arbejder.	ei koskaan	Hän ei koskaan selaa puhelintaan työn aikana.
2206:促销	促销	促销	promocja; wyprzedaż	W weekend supermarket ma promocję.	promotie; aanbieding	De supermarkt heeft dit weekend een actie.	kampanj; rea	Supermarknaden har en kampanj i helgen.	kampanje; salg	Supermarkedet har en kampanje denne helgen.	kampagne; tilbud	Supermarkedet har tilbud i weekenden.	tarjouskampanja; alennus	Supermarketissa on viikonloppuna tarjouskampanja.
2208:存放	存放	存放	przechowywać; zostawić	Proszę zostawić bagaż w recepcji.	opslaan; bewaren	Laat uw bagage alstublieft bij de receptie achter.	förvara; lämna	Var vänlig förvara bagaget i receptionen.	oppbevare; sette fra seg	Vennligst oppbevar bagasjen i resepsjonen.	opbevare; stille	Venligst opbevar bagagen i receptionen.	säilyttää; jättää	Jätä matkatavarat vastaanottoon säilytettäväksi.
2209:存款	存款	存款	depozyt; oszczędności	Co miesiąc odkłada pewną kwotę oszczędności.	storting; spaargeld	Elke maand zet ze een bedrag opzij als spaargeld.	insättning; sparpengar	Varje månad sparar hon en summa pengar.	innskudd; sparepenger	Hver måned setter hun av en sum penger.	indskud; opsparing	Hver måned sætter hun et beløb til side som opsparing.	talletus; säästöt	Hän säästää joka kuukausi tietyn summan rahaa.
2215:打断	打断	打断	przerywać	Proszę nie przerywać innym, kiedy mówią.	onderbreken	Onderbreek anderen alstublieft niet wanneer zij spreken.	avbryta	Avbryt inte andra när de pratar.	avbryte	Vennligst ikke avbryt andre når de snakker.	afbryde	Venligst afbryd ikke andre, når de taler.	keskeyttää	Älä keskeytä muita, kun he puhuvat.
2216:打破	打破	打破	rozbić; przełamać	Przez nieuwagę rozbił kubek.	breken; kapotmaken	Hij brak per ongeluk een beker.	slå sönder; bryta	Han råkade slå sönder en kopp.	knuse; bryte	Han knuste en kopp ved et uhell.	knuse; bryde	Han kom til at knuse en kop.	rikkoa; särkeä	Hän rikkoi vahingossa kupin.
2218:大胆	大胆	大胆	odważny; śmiały	Przedstawiła odważny pomysł.	gedurfd; moedig	Zij bracht een gedurfd idee naar voren.	djärv; modig	Hon lade fram en djärv idé.	dristig; modig	Hun la fram en dristig idé.	dristig; modig	Hun fremlagde en dristig idé.	rohkea; uskaltava	Hän esitti rohkean ajatuksen.
2219:大多	大多	大多	w większości; większość	Większość tutejszych studentów pochodzi z okolicy.	meestal; de meeste	De meeste studenten hier komen uit de omgeving.	mestadels; de flesta	De flesta studenterna här kommer från närområdet.	for det meste; de fleste	De fleste studentene her kommer fra lokalområdet.	for det meste; de fleste	De fleste studerende her kommer fra lokalområdet.	enimmäkseen; suurin osa	Suurin osa täällä olevista opiskelijoista tulee paikalliselta alueelta.
2220:大会	大会	大会	konferencja; walne zebranie	Konferencja firmowa odbędzie się w piątek rano.	conferentie; algemene vergadering	De bedrijfsconferentie wordt vrijdagochtend gehouden.	konferens; stormöte	Företagskonferensen hålls på fredag morgon.	konferanse; allmøte	Selskapskonferansen holdes fredag morgen.	konference; generalforsamling	Virksomhedens konference holdes fredag morgen.	kokous; konferenssi	Yrityksen konferenssi pidetään perjantaiaamuna.
2221:大力	大力	大力	energicznie; mocno	Szkoła mocno wspiera uczniów w udziale w konkursach.	krachtig; sterk	De school steunt leerlingen sterk bij deelname aan wedstrijden.	kraftfullt; starkt	Skolan stöder starkt elevernas deltagande i tävlingar.	kraftig; sterkt	Skolen støtter sterkt at elevene deltar i konkurranser.	kraftigt; stærkt	Skolen støtter kraftigt elevernes deltagelse i konkurrencer.	voimakkaasti; vahvasti	Koulu tukee vahvasti oppilaiden osallistumista kilpailuihin.
2222:大妈	大妈	大妈	starsza pani; ciocia	Starsza pani z dołu codziennie rano chodzi tańczyć.	tante; oudere vrouw	De tante beneden gaat elke ochtend dansen.	tant; äldre kvinna	Tanten på nedervåningen går och dansar varje morgon.	tante; eldre kvinne	Den eldre kvinnen nede går og danser hver morgen.	tante; ældre kvinde	Den ældre kvinde nedenunder går ud at danse hver morgen.	täti; vanhempi nainen	Alakerran täti käy tanssimassa joka aamu.
2223:大米	大米	大米	ryż	Ryż w domu prawie się skończył.	rijst	De rijst thuis is bijna op.	ris	Riset hemma är nästan slut.	ris	Risen hjemme er nesten brukt opp.	ris	Risen derhjemme er næsten brugt op.	riisi	Kodin riisi on melkein loppu.
2224:大脑	大脑	大脑	mózg	Wystarczająca ilość snu jest bardzo ważna dla mózgu.	hersenen	Voldoende slaap is erg belangrijk voor de hersenen.	hjärna	Tillräcklig sömn är mycket viktig för hjärnan.	hjerne	Nok søvn er veldig viktig for hjernen.	hjerne	Nok søvn er meget vigtig for hjernen.	aivot	Riittävä uni on hyvin tärkeää aivoille.
2225:大批	大批	大批	duża liczba; duża partia	Duża liczba turystów napłynęła do atrakcji turystycznej.	grote hoeveelheid; grote groep	Een grote groep toeristen stroomde het natuurgebied binnen.	stort antal; stor mängd	Ett stort antal turister strömmade in i sevärdhetsområdet.	stort antall; stor mengde	Et stort antall turister strømmet inn i turistområdet.	stort antal; stor mængde	Et stort antal turister strømmede ind i seværdighedsområdet.	suuri määrä; iso erä	Suuri määrä turisteja virtasi nähtävyysalueelle.
2227:大事	大事	大事	ważna sprawa; duże wydarzenie	Przeprowadzka jest dla ich rodziny dużą sprawą.	belangrijke zaak; grote gebeurtenis	Verhuizen is voor hun gezin een grote gebeurtenis.	stor sak; viktig händelse	Att flytta är en stor sak för deras familj.	stor sak; viktig hendelse	Å flytte er en stor sak for familien deres.	stor sag; vigtig begivenhed	At flytte er en stor sag for deres familie.	suuri asia; merkittävä tapahtuma	Muutto on heidän perheelleen suuri asia.
2230:大爷	大爷	大爷	starszy pan; wujek	Ten starszy pan codziennie gra w szachy w parku.	oudere man; oom	Die oudere man speelt elke dag schaak in het park.	äldre man; farbror	Den äldre mannen spelar schack i parken varje dag.	eldre mann; onkel	Den eldre mannen spiller sjakk i parken hver dag.	ældre mand; onkel	Den ældre mand spiller skak i parken hver dag.	vanhempi mies; setä	Se vanhempi mies pelaa shakkia puistossa joka päivä.
2231:大于	大于	大于	większy niż	Pięć jest większe niż trzy, to proste porównanie.	groter dan	Vijf is groter dan drie; dat is een eenvoudige vergelijking.	större än	Fem är större än tre, det är en enkel jämförelse.	større enn	Fem er større enn tre, det er en enkel sammenligning.	større end	Fem er større end tre, det er en enkel sammenligning.	suurempi kuin	Viisi on suurempi kuin kolme; se on yksinkertainen vertailu.
2232:大众	大众	大众	opinia publiczna; masy	Ten film jest bardzo popularny wśród publiczności.	het publiek; de massa	Deze film is erg populair bij het publiek.	allmänheten; massorna	Den här filmen är mycket populär bland allmänheten.	allmennheten; massene	Denne filmen er veldig populær blant publikum.	offentligheden; masserne	Denne film er meget populær blandt offentligheden.	yleisö; suuri yleisö	Tämä elokuva on hyvin suosittu suuren yleisön keskuudessa.
2233:代	代	代	pokolenie; era	Młode pokolenie ma swój własny styl życia.	generatie; tijdperk	De jongere generatie heeft haar eigen manier van leven.	släktled; tidsålder	Den yngre generationen har sitt eget sätt att leva.	generasjon; tidsalder	Den yngre generasjonen har sin egen livsstil.	generation; tidsalder	Den yngre generation har sin egen livsstil.	sukupolvi; aikakausi	Nuorella sukupolvella on oma elämäntapansa.
2235:带动	带动	带动	napędzać; pobudzać	Turystyka napędziła rozwój lokalnej gospodarki.	aandrijven; stimuleren	Toerisme heeft de lokale economische ontwikkeling gestimuleerd.	driva; stimulera	Turismen har drivit den lokala ekonomiska utvecklingen.	drive; stimulere	Turismen har drevet den lokale økonomiske utviklingen.	drive; stimulere	Turismen har drevet den lokale økonomiske udvikling.	vauhdittaa; edistää	Matkailu on vauhdittanut paikallista talouskehitystä.
2238:单	单	单	lista; rachunek; pojedynczy	Kelner podał nam menu.	lijst; rekening; enkelvoudig	De ober gaf ons het menu.	lista; nota; enkel	Servitören räckte oss menyn.	liste; regning; enkel	Servitøren ga oss menyen.	liste; regning; enkelt	Tjeneren gav os menuen.	lista; lasku; yksittäinen	Tarjoilija ojensi meille ruokalistan.
2241:单一	单一	单一	jednolity; pojedynczy	Funkcje tego produktu są dość proste.	enkel; eenduidig	Dit product heeft vrij eenvoudige functies.	ensidig; enhetlig	Den här produktens funktioner är ganska enkla.	ensidig; enhetlig	Dette produktet har ganske enkle funksjoner.	ensidig; enhedspræget	Dette produkts funktioner er ret enkle.	yksipuolinen; yhtenäinen	Tämän tuotteen toiminnot ovat melko yksinkertaisia.
2243:胆小	胆小	胆小	bojaźliwy; strachliwy	Jako dziecko był bardzo bojaźliwy i bał się ciemności.	bang; schrikachtig	Als kind was hij bang en vreesde hij het donker.	ängslig; lättskrämd	Som barn var han ängslig och rädd för mörkret.	redd; lettskremt	Som barn var han redd og fryktet mørket.	bange; let at skræmme	Som barn var han meget bange og frygtede mørket.	arka; helposti säikähtävä	Lapsena hän oli arka ja pelkäsi pimeää.
2246:当年	当年	当年	w tamtym roku; w tamtych czasach	W tamtych czasach pracowali razem na wsi.	toen; in die tijd	In die tijd werkten zij samen op het platteland.	det året; på den tiden	På den tiden arbetade de tillsammans på landsbygden.	det året; den gangen	Den gangen jobbet de sammen på landsbygda.	det år; dengang	Dengang arbejdede de sammen på landet.	sinä vuonna; siihen aikaan	Siihen aikaan he työskentelivät yhdessä maaseudulla.
2248:当中	当中	当中	wśród; pośrodku	Wśród kolegów z klasy ma najlepsze wyniki.	onder; in het midden	Onder de klasgenoten zijn zijn cijfers het best.	bland; i mitten	Bland klasskamraterna har han bäst betyg.	blant; i midten	Blant klassekameratene har han best karakterer.	blandt; i midten	Blandt klassekammeraterne har han de bedste karakterer.	joukossa; keskellä	Luokkatovereiden joukossa hänen arvosanansa ovat parhaat.
2251:当成	当成	当成	potraktować jako; uznać za	Potraktowała tę porażkę jako okazję do nauki.	beschouwen als; behandelen als	Zij behandelde deze mislukking als een leerkans.	betrakta som; behandla som	Hon såg detta misslyckande som ett tillfälle att lära sig.	se på som; behandle som	Hun behandlet dette nederlaget som en læringsmulighet.	betragte som; behandle som	Hun betragtede dette nederlag som en læringsmulighed.	pitää jonakin; käsitellä jonakin	Hän piti tätä epäonnistumista oppimismahdollisuutena.
2252:当作	当作	当作	uznać za; traktować jako	Uważam go za najlepszego przyjaciela.	beschouwen als; nemen als	Ik beschouw hem als mijn beste vriend.	betrakta som; ta som	Jag betraktar honom som min bästa vän.	se på som; regne som	Jeg regner ham som min beste venn.	betragte som; tage som	Jeg betragter ham som min bedste ven.	pitää jonakin; ottaa jonakin	Pidän häntä parhaana ystävänäni.
2258:到期	到期	到期	wygasać; stać się wymagalnym	Mój paszport wygasa w przyszłym miesiącu.	verlopen; vervallen	Mijn paspoort verloopt volgende maand.	gå ut; förfalla	Mitt pass går ut nästa månad.	utløpe; forfalle	Passet mitt utløper neste måned.	udløbe; forfalde	Mit pas udløber næste måned.	vanhentua; erääntyä	Passini vanhenee ensi kuussa.
2259:登	登	登	wspinać się; opublikować; zalogować się	Wyruszyli wcześnie rano, żeby wspiąć się na górę.	klimmen; publiceren; inloggen	Ze vertrokken vroeg om de berg te beklimmen.	klättra; publicera; logga in	De gav sig av tidigt för att bestiga berget.	klatre; publisere; logge inn	De dro tidlig av gårde for å bestige fjellet.	klatre; offentliggøre; logge ind	De tog tidligt af sted for at bestige bjerget.	kiivetä; julkaista; kirjautua	He lähtivät aikaisin kiipeämään vuorelle.
2260:灯光	灯光	灯光	oświetlenie; światło	Oświetlenie na scenie jest bardzo piękne.	verlichting; licht	De verlichting op het podium is erg mooi.	belysning; ljus	Belysningen på scenen är mycket vacker.	belysning; lys	Lyset på scenen er veldig vakkert.	belysning; lys	Lyset på scenen er meget smukt.	valaistus; valo	Näyttämön valaistus on hyvin kaunis.
2266:低头	低头	低头	opuścić głowę	Opuścił głowę i zerknął na telefon.	het hoofd buigen; naar beneden kijken	Hij boog zijn hoofd en keek even naar zijn telefoon.	sänka huvudet	Han sänkte huvudet och sneglade på mobilen.	senke hodet	Han senket hodet og så raskt på telefonen.	sænke hovedet	Han sænkede hovedet og kiggede på sin telefon.	laskea päänsä	Hän laski päänsä ja vilkaisi puhelinta.
2271:地面	地面	地面	ziemia; powierzchnia podłogi	Po deszczu ziemia jest śliska, więc trzeba uważać przy chodzeniu.	grond; vloeroppervlak	Na de regen is de grond glad, dus loop voorzichtig.	mark; golvyta	Efter regnet är marken hal, så gå försiktigt.	bakke; gulvflate	Etter regnet er bakken glatt, så gå forsiktig.	jord; gulvoverflade	Efter regnen er jorden glat, så gå forsigtigt.	maa; lattiapinta	Sateen jälkeen maa on liukas, joten kävele varovasti.
2274:地下	地下	地下	podziemny	To miasto ma duży podziemny parking.	ondergronds	Deze stad heeft een grote ondergrondse parkeergarage.	underjordisk	Den här staden har ett stort underjordiskt parkeringsgarage.	underjordisk	Denne byen har et stort underjordisk parkeringshus.	underjordisk	Denne by har en stor underjordisk parkeringsplads.	maanalainen	Tässä kaupungissa on suuri maanalainen pysäköintialue.
2277:点赞	点赞	点赞	polubić; dać kciuk w górę	Wielu internautów polubiło ten film.	liken; een duim omhoog geven	Veel internetgebruikers hebben deze video geliket.	gilla; ge tummen upp	Många nätanvändare gillade den här videon.	like; gi tommel opp	Mange nettbrukere likte denne videoen.	like; give tommel op	Mange netbrugere likede denne video.	tykätä; antaa peukku	Monet netinkäyttäjät tykkäsivät tästä videosta.
