simplified	TA	example_TA
整顿	ஒழுங்குபடுத்துதல்	நிறுவனம் மேலாண்மையை ஒழுங்குபடுத்தத் தொடங்கியது.
政策	கொள்கை	புதிய கொள்கை சிறு நிறுவனங்களுக்கு ஆதரவு அளிக்கிறது.
政权	அரசியல் ஆட்சி	போர் உள்ளூர் அரசியல் ஆட்சியை மாற்றியது.
正当	நியாயமான	அவர் நியாயமான கோரிக்கையை முன்வைத்தார்.
正负	நேர்மறை-எதிர்மறை	கருவி நேர்மறை-எதிர்மறை பிழையை காட்டுகிறது.
正规	முறைப்படியான	குழந்தை முறைப்படியான பள்ளியில் படிக்கச் சேர்ந்தது.
正经	சீரியஸான	அவர் இறுதியில் சீரியஸாக பேசத் தொடங்கினார்.
正气	நேர்மை உணர்வு	சமூகத்திற்கு நேர்மை உணர்வை வளர்க்க வேண்டும்.
正义	நீதி	வழக்கறிஞர் நீதிக்காக வாதாடினார்.
正宗	அசல் மரபான	இந்த கடை அசல் மரபான சிச்சுவான் உணவை விற்கிறது.
症状	அறிகுறி	காய்ச்சல் பொதுவான அறிகுறி.
