hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
3726:常规	常规	常规	通常の; 慣例の	これは病院の通常検査だ。	일상적인; 일반적인	이것은 병원의 일반 검사이다.	thường quy; thông thường	Đây là kiểm tra thường quy của bệnh viện.	ปกติ; ตามมาตรฐาน	นี่เป็นการตรวจตามปกติของโรงพยาบาล	rutin; konvensional	Ini ialah pemeriksaan rutin di hospital.	rutin; konvensional	Ini adalah pemeriksaan rutin di rumah sakit.
3727:常年	常年	常年	一年中; 通年	ここは一年中気候が穏やかだ。	일 년 내내; 상시	이곳은 일 년 내내 기후가 온화하다.	quanh năm; suốt năm	Khí hậu ở đây ôn hòa quanh năm.	ตลอดปี	ที่นี่มีอากาศอบอุ่นตลอดปี	sepanjang tahun	Iklim di sini sederhana sepanjang tahun.	sepanjang tahun	Iklim di sini sejuk sepanjang tahun.
3728:长寿	长寿	长寿	長寿; 長生き	健康的な生活習慣は長寿に役立つ。	장수; 오래 살다	건강한 생활 습관은 장수에 도움이 된다.	trường thọ; sống lâu	Thói quen sống lành mạnh giúp trường thọ.	อายุยืน; ความยืนยาว	นิสัยการใช้ชีวิตที่ดีต่อสุขภาพช่วยให้อายุยืน	umur panjang; panjang umur	Tabiat hidup sihat membantu umur panjang.	umur panjang; panjang umur	Kebiasaan hidup sehat membantu umur panjang.
3729:常温	常温	常温	常温; 室温	この薬は常温で保存できる。	상온; 실온	이 약은 상온에서 보관할 수 있다.	nhiệt độ phòng; nhiệt độ thường	Thuốc này có thể được bảo quản ở nhiệt độ phòng.	อุณหภูมิห้อง; อุณหภูมิปกติ	ยาชนิดนี้เก็บไว้ที่อุณหภูมิห้องได้	suhu bilik; suhu biasa	Ubat ini boleh disimpan pada suhu bilik.	suhu ruang; suhu normal	Obat ini dapat disimpan pada suhu ruang.
3730:场次	场次	场次	回; 上演時間	今日の公演は3回ある。	회차; 상영 시간	오늘 공연은 세 회차가 있다.	suất; giờ diễn	Buổi biểu diễn hôm nay có ba suất.	รอบการแสดง	การแสดงวันนี้มีสามรอบ	sesi; waktu tayangan	Persembahan hari ini mempunyai tiga sesi.	sesi; jam pertunjukan	Pertunjukan hari ini memiliki tiga sesi.
3731:场地	场地	场地	会場; 場所	学校は競技会場を提供した。	장소; 경기장	학교가 경기 장소를 제공했다.	địa điểm; sân bãi	Trường đã cung cấp địa điểm thi đấu.	สถานที่; สนาม	โรงเรียนจัดสถานที่แข่งขันให้	tempat; lokasi	Sekolah menyediakan tempat pertandingan.	tempat; lokasi	Sekolah menyediakan tempat kompetisi.
3732:场馆	场馆	场馆	会場; 競技場	新しい会場は2万人を収容できる。	경기장; 행사장	새 경기장은 이만 명을 수용할 수 있다.	nhà thi đấu; địa điểm	Nhà thi đấu mới có thể chứa hai mươi nghìn người.	สถานที่จัดงาน; สนามกีฬา	สถานที่แห่งใหม่รองรับคนได้สองหมื่นคน	tempat acara; stadium	Tempat baharu itu boleh memuatkan dua puluh ribu orang.	venue; stadion	Tempat baru itu dapat menampung dua puluh ribu orang.
3734:厂家	厂家	厂家	メーカー; 工場	このメーカーはアフターサービスを提供している。	제조업체; 공장	이 제조업체는 사후 서비스를 제공한다.	nhà sản xuất; nhà máy	Nhà sản xuất này cung cấp dịch vụ sau bán hàng.	ผู้ผลิต; โรงงาน	ผู้ผลิตรายนี้ให้บริการหลังการขาย	pengeluar; kilang	Pengeluar ini menyediakan perkhidmatan selepas jualan.	produsen; pabrik	Produsen ini menyediakan layanan purnajual.
3735:场景	场景	场景	場面; シーン	映画のこの場面はとても感動的だ。	장면; 상황	영화 속 이 장면은 매우 감동적이다.	cảnh; bối cảnh	Cảnh này trong phim rất cảm động.	ฉาก; สถานการณ์	ฉากนี้ในภาพยนตร์ซาบซึ้งมาก	adegan; senario	Adegan dalam filem ini sangat menyentuh hati.	adegan; skenario	Adegan dalam film ini sangat mengharukan.
3737:厂商	厂商	厂商	メーカー; 販売業者	多くのメーカーが発表会に参加した。	제조사; 판매업체	여러 제조사가 발표회에 참석했다.	nhà sản xuất; nhà cung cấp	Nhiều nhà cung cấp đã tham gia sự kiện ra mắt.	ผู้ผลิต; ผู้ขาย	ผู้ผลิตหลายรายเข้าร่วมงานเปิดตัว	pengeluar; vendor	Banyak vendor menghadiri majlis pelancaran itu.	produsen; vendor	Banyak vendor menghadiri acara peluncuran itu.
3746:炒股	炒股	炒股	株取引をする	彼は最近、株取引の勉強を始めた。	주식 거래를 하다	그는 최근 주식 거래를 배우기 시작했다.	chơi chứng khoán; giao dịch cổ phiếu	Gần đây anh ấy bắt đầu học giao dịch cổ phiếu.	เล่นหุ้น; ซื้อขายหุ้น	ช่วงนี้เขาเริ่มเรียนรู้การเล่นหุ้น	berdagang saham	Baru-baru ini dia mula belajar berdagang saham.	berdagang saham	Belakangan ini dia mulai belajar berdagang saham.
3748:撤回	撤回	撤回	撤回する; 取り下げる	会社はこの申請を取り下げた。	철회하다; 취소하다	회사는 이 신청을 철회했다.	rút lại; thu hồi	Công ty đã rút lại đơn xin này.	ถอนกลับ; เพิกถอน	บริษัทถอนคำขอนี้กลับ	menarik balik	Syarikat itu menarik balik permohonan ini.	menarik kembali	Perusahaan itu menarik kembali permohonan ini.
3752:撑	撑	撑	支える; 広げる	この傘はもう開けない。	받치다; 펼치다	이 우산은 더 이상 펼쳐지지 않는다.	chống đỡ; mở ra	Chiếc ô này không mở ra được nữa.	ค้ำ; กาง	ร่มคันนี้กางไม่ออกแล้ว	menyokong; membuka	Payung ini sudah tidak dapat dibuka lagi.	menopang; membuka	Payung ini sudah tidak bisa dibuka lagi.
3755:称作	称作	称作	…と呼ぶ	人々はここを都市の庭園と呼んでいる。	...라고 부르다	사람들은 이곳을 도시의 정원이라고 부른다.	gọi là	Người ta gọi nơi này là khu vườn thành phố.	เรียกว่า	ผู้คนเรียกที่นี่ว่าสวนของเมือง	dipanggil; disebut	Orang ramai menyebut tempat ini taman bandar.	disebut; dinamakan	Orang-orang menyebut tempat ini taman kota.
3756:成	成	成	割; 割合	今年の収入は3割増えた。	할; 비율	올해 수입이 삼 할 늘었다.	phần mười; tỷ lệ	Thu nhập năm nay tăng ba phần mười.	ส่วนสิบ; สัดส่วน	รายได้ปีนี้เพิ่มขึ้นสามส่วนสิบ	persepuluh; nisbah	Pendapatan tahun ini meningkat tiga persepuluh.	sepersepuluh; proporsi	Pendapatan tahun ini meningkat tiga persepuluh.
3763:成千上万	成千上万	成千上万	何千何万もの	何千何万もの人がデモに参加した。	수천수만의	수천수만 명이 행진에 참가했다.	hàng nghìn hàng vạn	Hàng nghìn hàng vạn người đã tham gia cuộc diễu hành.	นับพันนับหมื่น	ผู้คนนับพันนับหมื่นเข้าร่วมขบวนเดินขบวน	beribu-ribu; puluhan ribu	Beribu-ribu orang menyertai perarakan itu.	beribu-ribu; puluhan ribu	Beribu-ribu orang mengikuti pawai itu.
3766:诚信	诚信	诚信	誠実さ; 信用	商売で最も大切なのは誠実さだ。	성실과 신용; 정직	장사에서 가장 중요한 것은 성실과 신용이다.	sự trung thực; chữ tín	Điều quan trọng nhất trong kinh doanh là chữ tín.	ความซื่อสัตย์; ความน่าเชื่อถือ	สิ่งสำคัญที่สุดในการทำธุรกิจคือความซื่อสัตย์	integriti; kejujuran	Perkara paling penting dalam perniagaan ialah integriti.	integritas; kejujuran	Hal terpenting dalam berbisnis adalah integritas.
3768:城镇	城镇	城镇	町; 都市集落	この町は海辺に近い。	도시와 읍; 마을	이 마을은 바닷가와 가깝다.	thị trấn; khu đô thị	Thị trấn này ở gần bờ biển.	เมือง; ชุมชนเมือง	เมืองนี้อยู่ใกล้ชายทะเล	bandar; pekan	Pekan ini berhampiran tepi laut.	kota kecil; permukiman urban	Kota kecil ini dekat pantai.
3770:持有	持有	持有	保有する; 持つ	彼はこの会社の株式を保有している。	보유하다; 가지고 있다	그는 이 회사의 지분을 보유하고 있다.	nắm giữ; sở hữu	Anh ấy nắm giữ cổ phần của công ty này.	ถือครอง; มีไว้	เขาถือหุ้นของบริษัทนี้	memegang; memiliki	Dia memegang saham syarikat ini.	memegang; memiliki	Dia memegang saham perusahaan ini.
3771:尺	尺	尺	尺; 中国の長さの単位	この布は長さが3尺だ。	자; 중국식 길이 단위	이 천은 길이가 세 자이다.	thước Trung Quốc	Mảnh vải này dài ba thước Trung Quốc.	ฉื่อ; หน่วยความยาวจีน	ผ้าผืนนี้ยาวสามฉื่อ	kaki Cina; chi	Kain ini panjangnya tiga chi.	chi; kaki Tionghoa	Kain ini panjangnya tiga chi.
3772:尺寸	尺寸	尺寸	サイズ; 寸法	箱の寸法を確認してください。	치수; 크기	상자의 치수를 확인해 주세요.	kích thước	Vui lòng xác nhận kích thước của chiếc hộp.	ขนาด	กรุณายืนยันขนาดของกล่อง	saiz; dimensi	Sila sahkan dimensi kotak itu.	ukuran; dimensi	Tolong pastikan dimensi kotak itu.
3778:重建	重建	重建	再建する	地震の後、村は再建を始めた。	재건하다	지진 후 마을은 재건을 시작했다.	xây dựng lại; tái thiết	Sau trận động đất, ngôi làng bắt đầu tái thiết.	สร้างใหม่; ฟื้นฟู	หลังแผ่นดินไหว หมู่บ้านเริ่มสร้างใหม่	membina semula	Selepas gempa bumi, kampung itu mula dibina semula.	membangun kembali	Setelah gempa, desa itu mulai dibangun kembali.
3780:抽奖	抽奖	抽奖	抽選; くじ引き	チケットを買った人は抽選に参加できる。	추첨; 경품 추첨	표를 산 사람은 추첨에 참가할 수 있다.	rút thăm trúng thưởng	Người mua vé có thể tham gia rút thăm trúng thưởng.	จับรางวัล	คนที่ซื้อตั๋วสามารถเข้าร่วมจับรางวัลได้	cabutan bertuah	Orang yang membeli tiket boleh menyertai cabutan bertuah.	undian berhadiah	Orang yang membeli tiket dapat mengikuti undian berhadiah.
3782:愁	愁	愁	悩む; 心配する	彼は仕事のことで悩んでいる。	걱정하다; 근심하다	그는 일 때문에 걱정하고 있다.	lo lắng; buồn rầu	Anh ấy đang lo lắng về công việc.	กังวล; กลุ้มใจ	เขากำลังกังวลเรื่องงาน	risau; bimbang	Dia sedang risau tentang kerja.	khawatir; gelisah	Dia sedang khawatir tentang pekerjaan.
3785:出场	出场	出场	登場する; 舞台に出る	主人公は最後に登場した。	등장하다; 무대에 나오다	주인공은 마지막으로 등장했다.	xuất hiện; ra sân	Nhân vật chính xuất hiện cuối cùng.	ออกฉาก; ปรากฏตัว	ตัวเอกปรากฏตัวเป็นคนสุดท้าย	muncul; masuk ke pentas	Watak utama muncul paling akhir.	muncul; masuk panggung	Tokoh utama muncul paling akhir.
