hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
1769:网址	网址	网址	adres strony; URL	Proszę wysłać mi adres strony.	webadres; URL	Stuur mij alstublieft het webadres.	webbadress; URL	Skicka webbadressen till mig, tack.	nettadresse; URL	Send meg nettadressen, vær så snill.	webadresse; URL	Send mig venligst webadressen.	verkko-osoite; URL	Lähetä minulle verkko-osoite.
1772:味	味	味	smak; zapach	To danie ma lekko ostry smak.	smaak; geur	Dit gerecht heeft een licht pittige smaak.	smak; lukt	Den här rätten har lite stark smak.	smak; lukt	Denne retten har litt sterk smak.	smag; lugt	Denne ret har lidt stærk smag.	maku; haju	Tässä ruoassa on hieman tulinen maku.
1774:卫生	卫生	卫生	higiena; sanitarny	Higiena w restauracji jest bardzo ważna.	hygiëne; hygiënisch	Hygiëne in een restaurant is erg belangrijk.	hygien; sanitär	Hygienen på en restaurang är mycket viktig.	hygiene; sanitær	Hygiene på en restaurant er veldig viktig.	hygiejne; sanitær	Hygiejne på en restaurant er meget vigtig.	hygienia; hygieeninen	Ravintolan hygienia on hyvin tärkeää.
1782:无法	无法	无法	nie móc; nie mieć sposobu	Deszcz jest zbyt silny, więc nie możemy wyjść.	niet kunnen; geen manier hebben	De regen is te hevig, dus we kunnen niet naar buiten.	inte kunna; sakna möjlighet	Regnet är för kraftigt, så vi kan inte gå ut.	ikke kunne; ikke ha mulighet	Regnet er for kraftig, så vi kan ikke gå ut.	ikke kunne; ikke have mulighed	Regnen er for kraftig, så vi kan ikke gå ud.	ei voida; ei ole keinoa	Sade on liian kova, joten emme voi mennä ulos.
1785:午餐	午餐	午餐	obiad; lunch	Jemy obiad o dwunastej.	middagmaaltijd	Wij lunchen om twaalf uur.	lunch; middagsmat	Vi äter lunch klockan tolv.	lunsj	Vi spiser lunsj klokken tolv.	frokost; middagsmad	Vi spiser frokost klokken tolv.	lounas	Syömme lounasta kello kaksitoista.
1787:吸	吸	吸	wdychać; ssać	Proszę tu nie palić.	inademen; zuigen	Rook hier alstublieft niet.	andas in; suga	Rök inte här, tack.	puste inn; suge	Ikke røyk her, vær så snill.	indånde; suge	Ryg venligst ikke her.	imeä; hengittää sisään	Älä tupakoi täällä.
1788:西部	西部	西部	zachodnia część	W zachodnich Chinach jest wiele wysokich gór.	westen; westelijk deel	In West-China zijn veel hoge bergen.	västra delen	Det finns många höga berg i västra Kina.	vestlige del	Det er mange høye fjell i Vest-Kina.	vestlige del	Der er mange høje bjerge i det vestlige Kina.	länsiosa	Kiinan länsiosassa on paljon korkeita vuoria.
1791:细	细	细	cienki; drobny	Linia pisana tym długopisem jest bardzo cienka.	dun; fijn	De lijn die deze pen schrijft is heel fijn.	tunn; fin	Linjen från den här pennan är mycket tunn.	tynn; fin	Streken fra denne pennen er veldig tynn.	tynd; fin	Stregen fra denne pen er meget fin.	ohut; hieno	Tämän kynän piirtämä viiva on hyvin ohut.
1792:细心	细心	细心	dokładny; uważny	Ona jest bardzo dokładna w pracy.	zorgvuldig; oplettend	Zij is heel zorgvuldig in haar werk.	noggrann; uppmärksam	Hon är mycket noggrann i sitt arbete.	nøye; oppmerksom	Hun er veldig nøye i arbeidet sitt.	omhyggelig; opmærksom	Hun er meget omhyggelig i sit arbejde.	huolellinen; tarkka	Hän tekee työnsä hyvin huolellisesti.
1793:下降	下降	下降	spadać; obniżać się	Temperatura jutro spadnie.	dalen; afnemen	De temperatuur zal morgen dalen.	sjunka; minska	Temperaturen sjunker i morgon.	synke; gå ned	Temperaturen vil gå ned i morgen.	falde; gå ned	Temperaturen falder i morgen.	laskea; vähentyä	Lämpötila laskee huomenna.
1794:鲜	鲜	鲜	świeży	Ta ryba jest bardzo świeża.	vers	Deze vis is heel vers.	färsk	Den här fisken är mycket färsk.	fersk	Denne fisken er veldig fersk.	frisk; fersk	Denne fisk er meget frisk.	tuore	Tämä kala on hyvin tuore.
1795:鲜花	鲜花	鲜花	świeże kwiaty	Na stole stoi bukiet świeżych kwiatów.	verse bloemen	Er staat een bos verse bloemen op tafel.	färska blommor	Det står en bukett färska blommor på bordet.	friske blomster	Det står en bukett friske blomster på bordet.	friske blomster	Der står en buket friske blomster på bordet.	tuoreet kukat	Pöydällä on kimppu tuoreita kukkia.
1799:线上	线上	线上	online; w internecie	Ten kurs można odbywać online.	online; via internet	Deze cursus kan online worden gevolgd.	online; på nätet	Den här kursen kan studeras på nätet.	på nett; online	Dette kurset kan tas på nett.	online; på nettet	Dette kursus kan tages online.	verkossa	Tätä kurssia voi opiskella verkossa.
1800:线下	线下	线下	stacjonarnie; offline	Wydarzenie stacjonarne zaczyna się w przyszłym tygodniu.	offline; op locatie	De activiteit op locatie begint volgende week.	offline; på plats	Aktiviteten på plats börjar nästa vecka.	fysisk; offline	Det fysiske arrangementet starter neste uke.	fysisk; offline	Det fysiske arrangement starter i næste uge.	paikan päällä; offline	Paikan päällä järjestettävä tapahtuma alkaa ensi viikolla.
1801:现有	现有	现有	obecny; już istniejący	Najpierw użyjemy obecnego sprzętu.	bestaand; huidig	We gebruiken eerst de bestaande apparatuur.	befintlig; nuvarande	Vi använder först befintlig utrustning.	eksisterende; nåværende	Vi bruker først det eksisterende utstyret.	eksisterende; nuværende	Vi bruger først det eksisterende udstyr.	olemassa oleva; nykyinen	Käytämme ensin olemassa olevia laitteita.
1803:相比	相比	相比	w porównaniu z	W porównaniu z zeszłym rokiem ten rok jest bardziej zajęty.	vergeleken met	Vergeleken met vorig jaar is dit jaar drukker.	jämfört med	Jämfört med förra året är det mer hektiskt i år.	sammenlignet med	Sammenlignet med i fjor er dette året travlere.	sammenlignet med	Sammenlignet med sidste år er i år mere travlt.	verrattuna johonkin	Viime vuoteen verrattuna tämä vuosi on kiireisempi.
1805:相互	相互	相互	wzajemnie; nawzajem	Uczniowie powinni pomagać sobie nawzajem.	wederzijds; elkaar	Klasgenoten zouden elkaar moeten helpen.	ömsesidigt; varandra	Klasskamrater bör hjälpa varandra.	gjensidig; hverandre	Klassekamerater bør hjelpe hverandre.	gensidigt; hinanden	Klassekammerater bør hjælpe hinanden.	vastavuoroisesti; toisiaan	Luokkatovereiden pitäisi auttaa toisiaan.
1809:想法	想法	想法	pomysł; opinia	Chcę usłyszeć twoje pomysły.	idee; mening	Ik wil graag jouw ideeën horen.	tanke; idé	Jag vill höra dina tankar.	tanke; idé	Jeg vil gjerne høre tankene dine.	tanke; idé	Jeg vil gerne høre dine tanker.	ajatus; mielipide	Haluan kuulla ajatuksesi.
1815:小组	小组	小组	mała grupa	Nasza grupa ma cztery osoby.	kleine groep	Onze groep heeft vier mensen.	liten grupp	Vår grupp har fyra personer.	liten gruppe	Det er fire personer i gruppen vår.	lille gruppe	Der er fire personer i vores gruppe.	pienryhmä	Ryhmässämme on neljä henkilöä.
1818:血	血	血	krew	Na papierze jest trochę krwi.	bloed	Er zit een beetje bloed op het papier.	blod	Det finns lite blod på pappret.	blod	Det er litt blod på papiret.	blod	Der er lidt blod på papiret.	veri	Paperilla on hieman verta.
1819:心	心	心	serce; umysł	Jej serce bije bardzo szybko.	hart; geest	Haar hart klopt heel snel.	hjärta; sinne	Hennes hjärta slår mycket snabbt.	hjerte; sinn	Hjertet hennes slår veldig fort.	hjerte; sind	Hendes hjerte slår meget hurtigt.	sydän; mieli	Hänen sydämensä lyö hyvin nopeasti.
1826:星星	星星	星星	gwiazdy	Dzisiejszej nocy gwiazdy świecą jasno.	sterren	De sterren zijn helder vanavond.	stjärnor	Stjärnorna lyser starkt i kväll.	stjerner	Stjernene er klare i kveld.	stjerner	Stjernerne er klare i aften.	tähdet	Tämän illan tähdet ovat kirkkaita.
1828:性	性	性	przyrostek cechy; natura	Nauka wymaga inicjatywy.	achtervoegsel voor eigenschap; aard	Leren vraagt om initiatief.	suffix för egenskap; natur	Lärande kräver initiativförmåga.	suffiks for egenskap; natur	Læring krever initiativ.	suffiks for egenskab; natur	Læring kræver initiativ.	ominaisuutta ilmaiseva pääte; luonne	Oppiminen vaatii oma-aloitteisuutta.
1833:熊	熊	熊	niedźwiedź	W zoo jest jeden niedźwiedź.	beer	In de dierentuin is een beer.	björn	Det finns en björn på djurparken.	bjørn	Det er en bjørn i dyrehagen.	bjørn	Der er en bjørn i zoologisk have.	karhu	Eläintarhassa on yksi karhu.
1834:修	修	修	naprawiać; reperować	Fachowiec naprawia klimatyzator.	repareren; herstellen	De monteur repareert de airconditioner.	reparera; fixa	Teknikern reparerar luftkonditioneringen.	reparere; fikse	Teknikeren reparerer klimaanlegget.	reparere; fikse	Teknikeren reparerer klimaanlægget.	korjata; huoltaa	Asentaja korjaa ilmastointilaitetta.
1837:学费	学费	学费	czesne	Czesne za ten semestr zostało już opłacone.	collegegeld; schoolgeld	Het collegegeld voor dit semester is al betaald.	terminsavgift; skolavgift	Terminsavgiften för den här terminen är redan betald.	skolepenger; studieavgift	Studieavgiften for dette semesteret er allerede betalt.	studieafgift; skolepenge	Studieafgiften for dette semester er allerede betalt.	lukukausimaksu	Tämän lukukauden lukukausimaksu on jo maksettu.
1838:学院	学院	学院	kolegium; instytut	Ona studiuje w instytucie języków obcych.	hogeschool; instituut	Zij studeert aan het instituut voor vreemde talen.	högskola; institut	Hon studerar vid institutet för främmande språk.	høyskole; institutt	Hun studerer ved instituttet for fremmedspråk.	institut; fakultet	Hun studerer på instituttet for fremmedsprog.	opisto; instituutti	Hän opiskelee vieraiden kielten instituutissa.
1839:压	压	压	przyciskać; przytrzymać	Proszę przytrzymać tę kartkę ręką.	drukken; vasthouden	Druk dit vel papier alstublieft met uw hand vast.	trycka; hålla nere	Håll ner det här pappret med handen.	trykke; holde nede	Press dette arket ned med hånden.	trykke; holde nede	Hold dette stykke papir nede med hånden.	painaa; pitää paikoillaan	Paina tätä paperia kädelläsi.
1843:烟	烟	烟	dym; papieros	W pokoju czuć zapach dymu.	rook; sigaret	Er hangt een rooklucht in de kamer.	rök; cigarett	Det luktar rök i rummet.	røyk; sigarett	Det lukter røyk på rommet.	røg; cigaret	Der lugter af røg i rummet.	savu; savuke	Huoneessa on savun haju.
1847:研究生	研究生	研究生	student studiów magisterskich; doktorant	On jest studentem studiów magisterskich.	graduate student; masterstudent	Hij is masterstudent.	masterstudent; forskarstuderande	Han är masterstudent.	masterstudent; forskerstudent	Han er masterstudent.	kandidatstuderende; ph.d.-studerende	Han er kandidatstuderende.	jatko-opiskelija; maisteriopiskelija	Hän on jatko-opiskelija.
1849:演	演	演	grać; występować	W filmie gra lekarza.	spelen; optreden	Hij speelt een arts in de film.	spela; uppträda	Han spelar läkare i filmen.	spille; opptre	Han spiller lege i filmen.	spille; optræde	Han spiller læge i filmen.	esittää; näytellä	Hän näyttelee elokuvassa lääkäriä.
1850:演唱	演唱	演唱	śpiewać; wykonywać piosenkę	Piosenkarz dziś wieczorem wykona nową piosenkę.	zingen; een lied uitvoeren	De zanger zingt vanavond een nieuw lied.	sjunga; framföra en sång	Sångaren framför en ny låt i kväll.	synge; framføre en sang	Sangeren fremfører en ny sang i kveld.	synge; fremføre en sang	Sangeren fremfører en ny sang i aften.	laulaa; esittää kappale	Laulaja esittää uuden kappaleen tänä iltana.
1853:眼前	眼前	眼前	przed oczami; obecnie	Szansa jest tuż przed nami.	voor ogen; op dit moment	De kans ligt recht voor ons.	framför ögonen; just nu	Möjligheten ligger rakt framför oss.	rett foran øynene; nå	Muligheten er rett foran oss.	for øjnene; lige nu	Muligheden ligger lige foran os.	silmien edessä; tällä hetkellä	Mahdollisuus on aivan silmiemme edessä.
1863:夜晚	夜晚	夜晚	noc; wieczór	Letnie noce są bardzo ciche.	nacht; avond	Zomernachten zijn erg rustig.	natt; kväll	Sommarnätterna är mycket stilla.	natt; kveld	Sommernettene er veldig stille.	nat; aften	Sommernætter er meget stille.	yö; ilta	Kesäyöt ovat hyvin hiljaisia.
1866:已	已	已	już	Liczba zapisów jest już pełna.	al; reeds	Het aantal inschrijvingen is al vol.	redan	Antalet anmälningar är redan fullt.	allerede	Antall påmeldinger er allerede fullt.	allerede	Antallet af tilmeldinger er allerede fyldt op.	jo	Ilmoittautuneiden määrä on jo täynnä.
1867:以内	以内	以内	w ciągu; w granicach	Proszę odpowiedzieć w ciągu trzech dni.	binnen	Reageer alstublieft binnen drie dagen.	inom	Svara inom tre dagar.	innen	Vennligst svar innen tre dager.	inden for	Svar venligst inden for tre dage.	sisällä; kuluessa	Vastaa kolmen päivän kuluessa.
1869:一生	一生	一生	całe życie	Przez całe życie kochał muzykę.	heel leven; levensduur	Hij hield zijn hele leven van muziek.	hela livet; livstid	Han älskade musik hela livet.	hele livet; livstid	Han elsket musikk hele livet.	hele livet; livstid	Han elskede musik hele livet.	koko elämä; elinikä	Hän rakasti musiikkia koko elämänsä.
1875:赢得	赢得	赢得	wygrać; zdobyć	Drużyna wygrała mecz.	winnen; verwerven	Het team won de wedstrijd.	vinna; få	Laget vann matchen.	vinne; oppnå	Laget vant kampen.	vinde; opnå	Holdet vandt kampen.	voittaa; saavuttaa	Joukkue voitti ottelun.
1879:用来	用来	用来	służyć do; używać do	Ten nóż służy do krojenia owoców.	gebruikt voor; dienen om	Dit mes wordt gebruikt om fruit te snijden.	användas till; vara till för	Den här kniven används till att skära frukt.	brukes til; være til for	Denne kniven brukes til å skjære frukt.	bruges til; være beregnet til	Denne kniv bruges til at skære frugt.	käytetään johonkin	Tätä veistä käytetään hedelmien leikkaamiseen.
1880:用于	用于	用于	używany do; przeznaczony na	Te pieniądze są przeznaczone na zakup książek.	gebruikt voor; bestemd voor	Dit geld is bestemd voor het kopen van boeken.	används till; avsedd för	De här pengarna används till att köpa böcker.	brukes til; beregnet på	Disse pengene brukes til å kjøpe bøker.	bruges til; bestemt til	Disse penge bruges til at købe bøger.	käytetään johonkin; tarkoitettu johonkin	Nämä rahat käytetään kirjojen ostamiseen.
1885:油	油	油	olej	Wlej do patelni trochę oleju.	olie	Doe een beetje olie in de pan.	olja	Lägg lite olja i pannan.	olje	Ha litt olje i pannen.	olie	Kom lidt olie i panden.	öljy	Laita pannulle vähän öljyä.
1887:游玩	游玩	游玩	zwiedzać; bawić się	W weekend pójdziemy do parku się rozerwać.	uitstapje maken; plezier maken	In het weekend gaan we naar het park voor de ontspanning.	utflykta; roa sig	I helgen går vi till parken och roar oss.	dra på tur; ha det gøy	I helgen drar vi til parken for å kose oss.	tage på udflugt; hygge sig	I weekenden tager vi i parken for at hygge os.	käydä retkellä; pitää hauskaa	Viikonloppuna menemme puistoon viettämään aikaa.
1890:友情	友情	友情	przyjaźń	Ich przyjaźń jest bardzo głęboka.	vriendschap	Hun vriendschap is heel hecht.	vänskap	Deras vänskap är mycket djup.	vennskap	Vennskapet deres er veldig sterkt.	venskab	Deres venskab er meget stærkt.	ystävyys	Heidän ystävyytensä on hyvin syvä.
1892:有效	有效	有效	skuteczny; ważny	Ten bilet jest dziś nadal ważny.	effectief; geldig	Dit ticket is vandaag nog steeds geldig.	effektiv; giltig	Den här biljetten är fortfarande giltig i dag.	effektiv; gyldig	Denne billetten er fortsatt gyldig i dag.	effektiv; gyldig	Denne billet er stadig gyldig i dag.	tehokas; voimassa oleva	Tämä lippu on voimassa vielä tänään.
1894:有着	有着	有着	mieć; posiadać	To miasto ma długą historię.	hebben; bezitten	Deze stad heeft een lange geschiedenis.	ha; besitta	Den här staden har en lång historia.	ha; eie	Denne byen har en lang historie.	have; besidde	Denne by har en lang historie.	omata; olla jollakin	Tällä kaupungilla on pitkä historia.
1903:远离	远离	远离	trzymać się z dala	Proszę trzymać się z dala od niebezpiecznego obszaru.	uit de buurt blijven	Blijf alstublieft uit de buurt van het gevaarlijke gebied.	hålla sig borta från	Håll dig borta från det farliga området.	holde seg unna	Vennligst hold deg unna det farlige området.	holde sig væk fra	Hold dig venligst væk fra det farlige område.	pysyä poissa	Pysy poissa vaaralliselta alueelta.
1904:院长	院长	院长	dziekan; dyrektor	Dziekan bierze dziś udział w spotkaniu.	decaan; directeur	De decaan neemt vandaag deel aan de vergadering.	dekan; föreståndare	Dekanen deltar i mötet i dag.	dekan; direktør	Dekanen deltar på møtet i dag.	dekan; direktør	Dekanen deltager i mødet i dag.	dekaani; johtaja	Dekaani osallistuu tänään kokoukseen.
1905:院子	院子	院子	podwórze; dziedziniec	Na podwórzu posadzono wiele kwiatów.	binnenplaats; tuin	Op de binnenplaats zijn veel bloemen geplant.	gård; innergård	Det har planterats många blommor på gården.	gårdsplass; hage	Det er plantet mange blomster i gården.	gård; gårdsplads	Der er plantet mange blomster i gården.	piha; sisäpiha	Pihalle on istutettu paljon kukkia.
1906:约	约	约	umówić się; uzgodnić	Umówiłem się z przyjacielem na wspólną kolację.	afspreken; regelen	Ik heb met een vriend afgesproken om samen te eten.	boka; avtala	Jag har avtalat med en vän att äta middag tillsammans.	avtale; bestille	Jeg har avtalt å spise middag med en venn.	aftale; bestille	Jeg har aftalt at spise aftensmad med en ven.	sopia tapaaminen; järjestää	Sovin ystävän kanssa yhteisestä illallisesta.
1908:月饼	月饼	月饼	ciastko księżycowe	Podczas Święta Środka Jesieni jemy ciastka księżycowe.	maancake; maanfeestkoek	Tijdens het Midherfstfestival eten we maancakes.	månkaka	Vi äter månkakor under midhöstfestivalen.	månekake	Vi spiser månekaker under midthøstfestivalen.	månekage	Vi spiser månekager til midt-efterårsfesten.	kuukakku	Syömme kuukakkuja keskisyksyn juhlana.
1910:月份	月份	月份	miesiąc	W lipcu pogoda jest bardzo gorąca.	maand	In juli is het weer erg heet.	månad	Vädret är mycket varmt i juli.	måned	Været er veldig varmt i juli.	måned	Vejret er meget varmt i juli.	kuukausi	Heinäkuussa sää on hyvin kuuma.
1914:再次	再次	再次	ponownie; jeszcze raz	Witamy cię ponownie w Pekinie.	opnieuw; nogmaals	Welkom opnieuw in Beijing.	igen; ännu en gång	Välkommen tillbaka till Peking.	igjen; nok en gang	Velkommen tilbake til Beijing.	igen; endnu en gang	Velkommen tilbage til Beijing.	uudelleen; taas	Tervetuloa uudelleen Pekingiin.
1915:再说	再说	再说	porozmawiać później	Porozmawiajmy o tej sprawie jutro.	later bespreken	Laten we deze zaak morgen bespreken.	prata om senare	Vi pratar om det här i morgon.	snakke om senere	La oss snakke om dette i morgen.	tale om senere	Lad os tale om den sag i morgen.	puhua myöhemmin	Puhutaan tästä asiasta huomenna.
1917:暂停	暂停	暂停	przerwać tymczasowo; zawiesić	Mecz został przerwany z powodu ulewnego deszczu.	pauzeren; opschorten	De wedstrijd werd onderbroken door zware regen.	pausa; avbryta tillfälligt	Matchen pausades på grund av kraftigt regn.	pause; stanse midlertidig	Kampen ble midlertidig stoppet på grunn av kraftig regn.	pause; afbryde midlertidigt	Kampen blev midlertidigt afbrudt på grund af kraftig regn.	keskeyttää; panna tauolle	Ottelu keskeytettiin rankkasateen takia.
1918:早餐	早餐	早餐	śniadanie	Na śniadanie zjadłem jajka i chleb.	ontbijt	Voor het ontbijt at ik eieren en brood.	frukost	Till frukost åt jag ägg och bröd.	frokost	Til frokost spiste jeg egg og brød.	morgenmad	Til morgenmad spiste jeg æg og brød.	aamiainen	Söin aamiaiseksi munia ja leipää.
1919:早晨	早晨	早晨	poranek	Poranne powietrze jest bardzo świeże.	ochtend	De ochtendlucht is heel fris.	morgon	Morgonluften är mycket frisk.	morgen	Morgenluften er veldig frisk.	morgen	Morgenluften er meget frisk.	aamu	Aamuilma on hyvin raikas.
1922:增长	增长	增长	rosnąć; zwiększać się	W tym roku dochody szybko rosną.	groeien; toenemen	Het inkomen groeit dit jaar snel.	växa; öka	Inkomsterna ökar snabbt i år.	vokse; øke	Inntektene øker raskt i år.	vokse; stige	Indkomsten stiger hurtigt i år.	kasvaa; lisääntyä	Tulot kasvavat tänä vuonna nopeasti.
1924:着	着	着	zasnąć; trafić	Dziecko szybko zasnęło.	in slaap vallen; raken	Het kind viel snel in slaap.	somna; träffa	Barnet somnade snabbt.	sovne; treffe	Barnet sovnet raskt.	falde i søvn; ramme	Barnet faldt hurtigt i søvn.	nukahtaa; osua	Lapsi nukahti nopeasti.
1926:者	者	者	przyrostek osoby	Autor przedstawił własne doświadczenia.	achtervoegsel voor een persoon	De auteur stelde zijn eigen ervaringen voor.	suffix för person	Författaren berättade om sina egna erfarenheter.	suffiks for person	Forfatteren fortalte om sine egne erfaringer.	suffiks for person	Forfatteren fortalte om sine egne erfaringer.	henkilöä ilmaiseva pääte	Kirjoittaja esitteli omia kokemuksiaan.
1928:整	整	整	cały; kompletny	Przez całą lekcję był bardzo skupiony.	heel; volledig	Hij was de hele les heel serieus.	hel; fullständig	Han var mycket koncentrerad under hela lektionen.	hel; fullstendig	Han var veldig konsentrert gjennom hele timen.	hel; fuldstændig	Han var meget koncentreret hele timen.	koko; kokonainen	Hän oli hyvin tarkkaavainen koko oppitunnin ajan.
1931:证	证	证	zaświadczenie; dowód	Proszę pokazać swoją legitymację służbową.	bewijs; certificaat	Laat alstublieft uw werkpas zien.	intyg; bevis	Visa ditt arbets-ID, tack.	bevis; sertifikat	Vennligst vis arbeids-ID-en din.	bevis; certifikat	Vis venligst dit arbejdskort.	todistus; todiste	Näytä työhenkilökorttisi.
1940:支付	支付	支付	płacić; płatność	Zapłaciłem za przejazd telefonem.	betalen; betaling	Ik betaalde de ritprijs met mijn telefoon.	betala; betalning	Jag betalade avgiften med mobilen.	betale; betaling	Jeg betalte billettprisen med telefonen.	betale; betaling	Jeg betalte billetten med min telefon.	maksaa; maksu	Maksoin matkan puhelimella.
1941:之后	之后	之后	po; potem	Po egzaminie pójdziemy coś zjeść.	erna; daarna	Na het examen gaan we eten.	efter; efteråt	Efter provet går vi och äter.	etter; etterpå	Etter eksamen går vi og spiser.	efter; bagefter	Efter eksamen går vi ud at spise.	jälkeen; myöhemmin	Kokeen jälkeen menemme syömään.
1942:之间	之间	之间	między; pomiędzy	Między nimi nie ma nieporozumienia.	tussen	Er is geen misverstand tussen hen.	mellan	Det finns inget missförstånd mellan dem.	mellom	Det er ingen misforståelse mellom dem.	mellem	Der er ingen misforståelse mellem dem.	välillä; välissä	Heidän välillään ei ole väärinkäsitystä.
1943:之前	之前	之前	przed; wcześniej	Przed spotkaniem proszę najpierw przeczytać materiały.	voor; eerder	Lees vóór de vergadering eerst het materiaal.	före; tidigare	Läs materialet innan mötet.	før; tidligere	Les materialet før møtet.	før; tidligere	Læs materialet før mødet.	ennen; aikaisemmin	Lue materiaalit ennen kokousta.
1945:之中	之中	之中	wśród; pośrodku	Wśród tych osób on jest najmłodszy.	onder; te midden van	Onder deze mensen is hij de jongste.	bland; mitt ibland	Bland de här personerna är han yngst.	blant; midt iblant	Blant disse personene er han yngst.	blandt; midt iblandt	Blandt disse mennesker er han den yngste.	joukossa; keskellä	Näiden ihmisten joukossa hän on nuorin.
1946:值	值	值	być wartym; wartość	Ten bilet jest wart sto yuanów.	waard zijn; waarde	Dit ticket is honderd yuan waard.	vara värd; värde	Den här biljetten är värd hundra yuan.	være verdt; verdi	Denne billetten er verdt hundre yuan.	være værd; værdi	Denne billet er hundrede yuan værd.	olla arvoinen; arvo	Tämä lippu on sadan yuanin arvoinen.
1952:指出	指出	指出	wskazać; zwrócić uwagę	Nauczyciel wskazał mój błąd.	aanwijzen; erop wijzen	De docent wees mijn fout aan.	peka ut; påpeka	Läraren påpekade mitt misstag.	påpeke; vise til	Læreren påpekte feilen min.	påpege; vise	Læreren påpegede min fejl.	osoittaa; huomauttaa	Opettaja huomautti virheestäni.
1954:纸巾	纸巾	纸巾	chusteczka papierowa	Proszę podać mi jedną chusteczkę.	papieren zakdoekje	Geef mij alstublieft een papieren zakdoekje.	pappersnäsduk	Ge mig en pappersnäsduk, tack.	papirlommetørkle	Kan du gi meg et papirlommetørkle?	papirlommetørklæde	Giv mig venligst et papirlommetørklæde.	nenäliina	Anna minulle yksi nenäliina.
1957:中餐	中餐	中餐	chińskie jedzenie; kuchnia chińska	Chińskie jedzenie w tej restauracji jest bardzo smaczne.	Chinees eten; Chinese keuken	Het Chinese eten in dit restaurant is erg lekker.	kinesisk mat; kinesiskt kök	Den kinesiska maten på den här restaurangen är mycket god.	kinesisk mat; kinesisk kjøkken	Den kinesiske maten på denne restauranten er veldig god.	kinesisk mad; kinesisk køkken	Den kinesiske mad på denne restaurant er meget velsmagende.	kiinalainen ruoka; kiinalainen keittiö	Tämän ravintolan kiinalainen ruoka on hyvin maukasta.
1958:中年	中年	中年	wiek średni	On już osiągnął wiek średni.	middelbare leeftijd	Hij heeft al de middelbare leeftijd bereikt.	medelålder	Han har redan nått medelåldern.	middelalder	Han har allerede nådd middelalderen.	midalder	Han er allerede nået til midalderen.	keski-ikä	Hän on jo saavuttanut keski-iän.
1965:祝	祝	祝	życzyć; gratulować	Życzę ci wszystkiego najlepszego z okazji urodzin!	wensen; feliciteren	Ik wens je een fijne verjaardag!	önska; gratulera	Grattis på födelsedagen!	ønske; gratulere	Gratulerer med dagen!	ønske; lykønske	Tillykke med fødselsdagen!	toivottaa; onnitella	Hyvää syntymäpäivää!
1971:转发	转发	转发	przekazać dalej; udostępnić ponownie	Proszę przekazać wszystkim to ogłoszenie.	doorsturen; opnieuw plaatsen	Stuur de mededeling alstublieft door naar iedereen.	vidarebefordra; dela vidare	Vidarebefordra meddelandet till alla.	videresende; dele på nytt	Vennligst videresend beskjeden til alle.	videresende; dele igen	Videresend venligst beskeden til alle.	välittää eteenpäin; jakaa uudelleen	Lähetä ilmoitus eteenpäin kaikille.
1972:转机1	转机1	转机	v przesiadce lotniczej; zmienić samolot	Musimy przesiąść się w Szanghaju.	overstappen; van vliegtuig wisselen	We moeten in Shanghai overstappen.	byta flyg; transferera	Vi måste byta flyg i Shanghai.	bytte fly; transfer	Vi må bytte fly i Shanghai.	skifte fly; transfer	Vi skal skifte fly i Shanghai.	vaihtaa konetta; jatkolento	Meidän täytyy vaihtaa konetta Shanghaissa.
1975:准	准	准	trafny; dokładny	Jego odpowiedź jest bardzo trafna.	nauwkeurig; juist	Zijn antwoord is heel juist.	precis; träffsäker	Hans svar är mycket träffsäkert.	presis; riktig	Svaret hans er veldig presist.	præcis; korrekt	Hans svar er meget præcist.	tarkka; osuva	Hänen vastauksensa on hyvin tarkka.
1980:自	自	自	od; począwszy od	Od zeszłego roku mieszka w Pekinie.	vanaf; sinds	Sinds vorig jaar woont hij in Beijing.	från; sedan	Sedan förra året bor han i Peking.	fra; siden	Siden i fjor har han bodd i Beijing.	fra; siden	Siden sidste år har han boet i Beijing.	alkaen; lähtien	Viime vuodesta lähtien hän on asunut Pekingissä.
1982:自习	自习	自习	samodzielna nauka	O siódmej wieczorem idziemy do klasy na samodzielną naukę.	zelfstudie	Om zeven uur 's avonds gaan we naar het lokaal voor zelfstudie.	självstudier	Klockan sju på kvällen går vi till klassrummet för självstudier.	selvstudium	Klokken sju om kvelden går vi til klasserommet for selvstudium.	selvstudie	Klokken syv om aftenen går vi til klasseværelset for selvstudie.	itseopiskelu	Menemme luokkaan itseopiskeluun kello seitsemän illalla.
1984:自学	自学	自学	uczyć się samodzielnie	On samodzielnie uczy się chińskiego z filmów.	zelf leren; zelfstudie doen	Hij leert Chinees zelf via video's.	studera på egen hand	Han lär sig kinesiska på egen hand med videor.	lære på egen hånd	Han lærer kinesisk på egen hånd gjennom videoer.	lære på egen hånd	Han lærer kinesisk på egen hånd gennem videoer.	opiskella itse	Hän opiskelee kiinaa itse videoiden avulla.
