hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
3260:向上	向上	向上	മുകളിലേക്ക്	കുട്ടി ബലൂൺ മുകളിലേക്ക് ഉയർത്തി.	жоғары қарай	Бала шарды жоғары қарай көтерді.
3263:消费者	消费者	消费者	ഉപഭോക്താവ്	ഉപഭോക്താക്കൾക്ക് ഉൽപ്പന്ന വിവരങ്ങൾ അറിയാനുള്ള അവകാശമുണ്ട്.	тұтынушы	Тұтынушылардың өнім ақпаратын білуге құқығы бар.
3266:销量	销量	销量	വിൽപ്പന അളവ്	പുതിയ ഉൽപ്പന്നത്തിന്റെ വിൽപ്പന അളവ് പ്രതീക്ഷയെ കവിച്ചു.	сатылым көлемі	Жаңа өнімнің сатылым көлемі күткеннен асып түсті.
3270:小型	小型	小型	ചെറിയ വലുപ്പമുള്ള	ഇത് ചെറിയ വലുപ്പമുള്ള ഒരു കഫേയാണ്.	шағын	Бұл шағын кафе.
3271:小于	小于	小于	കുറവാണ്; ചെറുതാണ്	രണ്ട് അഞ്ചിനെക്കാൾ കുറവാണ്.	кіші; аз	Екі бестен кіші.
3279:新人	新人	新人	പുതുമുഖം; നവദമ്പതി	കമ്പനി പുതുമുഖങ്ങൾക്കായി പരിശീലനം ക്രമീകരിച്ചു.	жаңадан келген адам; жас жұбай	Компания жаңадан келгендерге оқыту ұйымдастырды.
3282:新型	新型	新型	പുതിയ തരം	ഇത് പരിസ്ഥിതി സൗഹൃദമായ പുതിയ തരം വസ്തുവാണ്.	жаңа түр	Бұл экологиялық таза материалдың жаңа түрі.
3285:信用	信用	信用	ക്രെഡിറ്റ്; വിശ്വാസ്യത	നല്ല ക്രെഡിറ്റ് വായ്പയ്ക്കു വളരെ പ്രധാനമാണ്.	несие сенімі; сенім	Жақсы несие тарихы қарыз алу үшін маңызды.
3286:行程	行程	行程	യാത്രാക്രമം; യാത്ര	ഗൈഡ് നാളത്തെ യാത്രാക്രമം എല്ലാവർക്കും അയച്ചു.	сапар жоспары; маршрут	Гид ертеңгі сапар жоспарын бәріне жіберді.
3293:行驶	行驶	行驶	സഞ്ചരിക്കുക; ഓടിക്കുക	വാഹനം ഹൈവേയിൽ സഞ്ചരിക്കുന്നു.	жүру; қозғалу	Көлік тасжолда жүріп келеді.
3297:行走	行走	行走	നടക്കുക; കാല്നടയായി നീങ്ങുക	മഴയുള്ള ദിവസം നിലത്ത് നടക്കുമ്പോൾ ജാഗ്രത വേണം.	жүру; жаяу жүру	Жаңбырлы күні жерде жүргенде абай болу керек.
3303:需	需	需	ആവശ്യമാണ്; വേണം	ഈ കാര്യം കൂടി ചര്‍ച്ച ചെയ്യേണ്ടതാണ്.	қажет; талап ету	Бұл мәселе әрі қарай талқылауды қажет етеді.
3309:学分	学分	学分	പഠനക്രെഡിറ്റ്	ഈ കോഴ്‌സിന് മൂന്ന് ക്രെഡിറ്റുണ്ട്.	оқу кредиті	Бұл курста үш кредит бар.
3310:学科	学科	学科	വിഷയം; ശാസ്ത്രശാഖ	വൈദ്യശാസ്ത്രം ഒരു പ്രധാന ശാസ്ത്രശാഖയാണ്.	пән; ғылыми сала	Медицина маңызды ғылыми сала.
3312:学年	学年	学年	അധ്യയനവർഷം	പുതിയ അധ്യയനവർഷം സെപ്റ്റംബറിൽ തുടങ്ങും.	оқу жылы	Жаңа оқу жылы қыркүйекте басталады.
3314:学者	学者	学者	പണ്ഡിതൻ; ഗവേഷകൻ	ഈ പണ്ഡിതൻ ചൈനീസ് ചരിത്രം പഠിക്കുന്നു.	ғалым; зерттеуші	Бұл ғалым Қытай тарихын зерттейді.
3315:雪糕	雪糕	雪糕	ഐസ് ക്രീം ബാർ	വേനലിൽ കുട്ടികൾ ഐസ് ക്രീം ബാർ കഴിക്കാൻ ഇഷ്ടപ്പെടുന്നു.	балмұздақ таяқшасы	Жазда балалар балмұздақ таяқшасын жегенді ұнатады.
3323:鸭子	鸭子	鸭子	താറാവ്	തടാകത്തിൽ ചില താറാവുകൾ നീന്തുന്നു.	үйрек	Көлде бірнеше үйрек жүзіп жүр.
3325:沿	沿	沿	വഴിയേ; ചേർന്ന്	ഞങ്ങൾ നദിക്കരയിലൂടെ പതുക്കെ നടന്നു.	бойымен	Біз өзен бойымен баяу жүрдік.
3327:研发	研发	研发	ഗവേഷിച്ച് വികസിപ്പിക്കുക	കമ്പനി പുതിയ തരം റോബോട്ട് വികസിപ്പിക്കുന്നു.	зерттеп әзірлеу	Компания жаңа робот түрін әзірлеп жатыр.
3329:研制	研制	研制	ഗവേഷിച്ച് വികസിപ്പിക്കുക; നിർമ്മിക്കുക	ഗവേഷക സംഘം പുതിയ മരുന്ന് വികസിപ്പിച്ചു.	зерттеп жасау; әзірлеу	Ғылыми топ жаңа дәрі әзірледі.
3330:眼	眼	眼	കണ്ണ്	കാറ്റ് വളരെ ശക്തമായതിനാൽ അവൻ കണ്ണ് ചെറുതാക്കി.	көз	Жел тым қатты болып, ол көзін сығырайтты.
3332:眼泪	眼泪	眼泪	കണ്ണുനീർ	അവൾ വികാരാധീനയായി കണ്ണുനീർ പൊഴിച്ചു.	көз жасы	Ол толқып, көз жасын төкті.
3339:要不是	要不是	要不是	അല്ലായിരുന്നെങ്കിൽ	നീ ഓർമ്മിപ്പിച്ചില്ലായിരുന്നെങ്കിൽ ഞാൻ യോഗം മറന്നുപോകുമായിരുന്നു.	болмаса	Сен еске салмағанда, мен жиналысты ұмытып кете жаздадым.
3340:药品	药品	药品	മരുന്ന്; ഔഷധ ഉൽപ്പന്നം	മരുന്നുകൾ നിർദ്ദേശപ്രകാരം ഉപയോഗിക്കണം.	дәрі-дәрмек; фармацевтикалық өнім	Дәрілерді нұсқаулық бойынша қолдану керек.
3341:药物	药物	药物	മരുന്ന്	ഈ മരുന്ന് വയറ്റൊഴിഞ്ഞ് കഴിക്കരുത്.	дәрі; препарат	Бұл дәріні аш қарынға ішуге болмайды.
3342:夜间	夜间	夜间	രാത്രിക്കാലം	രാത്രിയിൽ വാഹനം ഓടിക്കുമ്പോൾ പ്രത്യേക ജാഗ്രത വേണം.	түнгі уақыт	Түнде көлік жүргізгенде ерекше абай болу керек.
3343:夜市	夜市	夜市	രാത്രിച്ചന്ത	ഈ തെരുവ് വൈകുന്നേരത്ത് രാത്രിച്ചന്തയാകും.	түнгі базар	Бұл көше кешке түнгі базарға айналады.
3348:医疗	医疗	医疗	ചികിത്സ; ആരോഗ്യപരിചരണം	സമൂഹത്തിലെ ആരോഗ്യസേവനങ്ങൾ കൂടുതൽ സൗകര്യപ്രദമാകുന്നു.	медициналық қызмет; денсаулық сақтау	Қоғамдық медициналық қызмет барған сайын ыңғайлы болып келеді.
3350:医学	医学	医学	വൈദ്യശാസ്ത്രം	അവൾ സർവകലാശാലയിൽ വൈദ്യശാസ്ത്രം പഠിച്ചു.	медицина; медициналық ғылым	Ол университетте медицинаны оқыды.
3351:移	移	移	നീക്കുക; മാറ്റുക	ദയവായി മേശ അല്പം ഇടത്തേക്ക് നീക്കുക.	жылжыту; ауыстыру	Үстелді сәл солға жылжытыңыз.
3352:一次性	一次性	一次性	ഒരുതവണ ഉപയോഗിക്കുന്ന	റെസ്റ്റോറന്റ് ഇനി ഒരുതവണ ഉപയോഗിക്കുന്ന ചോപ്പ്സ്റ്റിക്കുകൾ നൽകുന്നില്ല.	бір реттік	Мейрамхана енді бір реттік таяқша бермейді.
3353:一代	一代	一代	തലമുറ	ഈ തലമുറയിലെ യുവാക്കൾ പരിസ്ഥിതിരക്ഷയെ കൂടുതൽ വിലമതിക്കുന്നു.	ұрпақ	Бұл жас ұрпақ қоршаған ортаны қорғауды көбірек бағалайды.
3357:一路	一路	一路	മുഴുവൻ വഴിയും; മുഴുവൻ സമയം	അവൻ മുഴുവൻ വഴിയും ഓടി സ്റ്റേഷനിലെത്തി.	жол бойы; бүкіл жол	Ол станцияға дейін жол бойы жүгірді.
3358:一路顺风	一路顺风	一路顺风	യാത്ര സുഖകരമായിരിക്കട്ടെ	സുഹൃത്ത് പുറപ്പെടുന്നതിന് മുമ്പ് ഞാൻ യാത്ര സുഖകരമായിരിക്കട്ടെ എന്നു പറഞ്ഞു.	жолың болсын; сапарың сәтті болсын	Досым кетер алдында оған сапарың сәтті болсын дедім.
3372:音量	音量	音量	ശബ്ദനില	ദയവായി ടെലിവിഷന്റെ ശബ്ദനില കുറച്ച് കുറയ്ക്കുക.	дыбыс деңгейі	Теледидардың дыбыс деңгейін сәл төмендетіңіз.
3374:引进	引进	引进	കൊണ്ടുവരുക; പരിചയപ്പെടുത്തുക	സ്കൂൾ പുതിയ അധ്യാപന ഉപകരണങ്ങൾ കൊണ്ടുവന്നു.	енгізу; әкелу	Мектеп жаңа оқу жабдықтарын енгізді.
3377:应当	应当	应当	വേണം; ചെയ്യേണ്ടതാണ്	വിദ്യാർത്ഥികൾ ഹോംവർക്ക് സമയത്ത് പൂർത്തിയാക്കണം.	тиіс; керек	Оқушылар үй тапсырмасын уақытында орындауы тиіс.
3378:迎	迎	迎	വരവേൽക്കുക; സ്വീകരിക്കുക	എല്ലാവരും അതിഥികളെ വരവേൽക്കാൻ വാതിൽക്കൽ നിന്നു.	қарсы алу	Барлығы қонақтарды қарсы алу үшін кіреберісте тұрды.
3382:影片	影片	影片	സിനിമ; ചലച്ചിത്രം	ഈ സിനിമ നല്ല വിലയിരുത്തൽ നേടി.	фильм	Бұл фильм жақсы пікір алды.
3383:影视	影视	影视	സിനിമയും ടെലിവിഷനും	അവൻ സിനിമാ ടെലിവിഷൻ മേഖലയിലാണ് ജോലി ചെയ്യുന്നത്.	кино және теледидар	Ол кино және теледидар саласында жұмыс істейді.
3385:应对	应对	应对	നേരിടുക; പ്രതികരിക്കുക	കമ്പനി പുതിയ വിപണി മാറ്റങ്ങളെ നേരിടുകയാണ്.	жауап беру; әрекет ету	Компания нарықтағы жаңа өзгерістерге жауап беріп жатыр.
3391:用法	用法	用法	ഉപയോഗരീതി	അധ്യാപകൻ ഈ വാക്കിന്റെ ഉപയോഗരീതി വിശദീകരിച്ചു.	қолданылу тәсілі	Мұғалім бұл сөздің қолданылуын түсіндірді.
3393:用力	用力	用力	ബലം ഉപയോഗിക്കുക	വാതിൽ ഭാരമുള്ളതിനാൽ ബലം പ്രയോഗിച്ച് തള്ളണം.	күш салу	Есік ауыр, күш салып итеру керек.
3394:用品	用品	用品	ഉപയോഗസാധനങ്ങൾ	യാത്രാസാധനങ്ങൾ ഇതിനകം സ്യൂട്ട്‌കേസിൽ വെച്ചു.	керек-жарақ; бұйым	Жол керек-жарақтары чемоданға салынып қойды.
3398:优良	优良	优良	മികച്ച; ഉത്തമമായ	ഈ ഇനത്തിന് മികച്ച സവിശേഷതകളുണ്ട്.	үздік; жақсы	Бұл сорттың жақсы ерекшеліктері бар.
3401:优质	优质	优质	ഉയർന്ന നിലവാരമുള്ള	ഈ കട ഉയർന്ന നിലവാരമുള്ള സേവനം നൽകുന്നു.	сапалы; жоғары сапалы	Бұл дүкен сапалы қызмет ұсынады.
3402:由此	由此	由此	ഇതിൽ നിന്ന്; അതിനാൽ	ഇതിൽ നിന്ന് പദ്ധതി ക്രമീകരിക്കേണ്ടതുണ്ടെന്ന് കാണാം.	осыдан; сондықтан	Осыдан жоспарды реттеу қажет екенін көруге болады.
3403:邮寄	邮寄	邮寄	തപാൽ വഴി അയയ്ക്കുക	ഞാൻ രേഖകൾ ഉപഭോക്താവിന് തപാൽ വഴി അയച്ചു.	пошта арқылы жіберу	Мен құжаттарды клиентке пошта арқылы жібердім.
3406:邮票	邮票	邮票	തപാൽ സ്റ്റാമ്പ്	കവറിൽ ഒരു തപാൽ സ്റ്റാമ്പ് ഒട്ടിച്ചിരിക്കുന്നു.	пошта маркасы	Конвертте бір пошта маркасы жапсырылған.
3407:油条	油条	油条	എണ്ണയിൽ വറുത്ത മാവുകോൽ	പ്രഭാതഭക്ഷണശാലയിലെ എണ്ണയിൽ വറുത്ത മാവുകോലുകൾ വളരെ ജനപ്രിയമാണ്.	майға қуырылған қамыр таяқшасы	Таңғы ас дүкеніндегі майға қуырылған қамыр таяқшалары өте танымал.
3409:有害	有害	有害	ഹാനികരമായ	ഈ വാതകം മനുഷ്യശരീരത്തിന് ഹാനികരമാണ്.	зиянды	Бұл газ адам денесіне зиянды.
3410:有力	有力	有力	ശക്തമായ	ഇത് ശക്തമായ പിന്തുണാ നടപടിയാണ്.	күшті; пәрменді	Бұл күшті қолдау шарасы.
3412:有限	有限	有限	പരിമിതമായ	നമ്മുടെ സമയം പരിമിതമാണ്.	шектеулі	Біздің уақытымыз шектеулі.
3413:有益	有益	有益	ഉപകാരപ്രദമായ; ഗുണകരമായ	വായന ഭാഷ പഠനത്തിന് ഗുണകരമാണ്.	пайдалы	Оқу тіл үйренуге пайдалы.
3414:有助于	有助于	有助于	സഹായിക്കുക; ഉപകരിക്കുക	മതിയായ ഉറക്കം ശരീരശക്തി വീണ്ടെടുക്കാൻ സഹായിക്കുന്നു.	көмектесу; ықпал ету	Жеткілікті ұйқы дене күшін қалпына келтіруге көмектеседі.
3418:雨水	雨水	雨水	മഴവെള്ളം	മഴവെള്ളം മേൽക്കൂരയിലൂടെ താഴേക്ക് ഒഴുകി.	жаңбыр суы	Жаңбыр суы шатыр бойымен төмен ақты.
3419:语文	语文	语文	ചൈനീസ് ഭാഷ; ഭാഷാവിഷയം	അവന്റെ ചൈനീസ് ഭാഷാ മാർക്കുകൾ എപ്പോഴും നല്ലതാണ്.	қытай тілі; тіл сабағы	Оның қытай тілі бағасы әрдайым жақсы.
3420:语音	语音	语音	ശബ്ദം; വാക്കുശബ്ദം	ഈ സോഫ്റ്റ്‌വെയർ ശബ്ദം തിരിച്ചറിയും.	дауыс; сөйлеу дыбысы	Бұл бағдарлама дауысты тани алады.
3422:预测	预测	预测	പ്രവചിക്കുക	വിദഗ്ധർ അടുത്ത വർഷം വില ഉയരുമെന്ന് പ്രവചിക്കുന്നു.	болжау	Сарапшылар келесі жылы баға көтеріледі деп болжайды.
3425:预计	预计	预计	കണക്കാക്കുക; പ്രതീക്ഷിക്കുക	പദ്ധതി വർഷാവസാനത്തോടെ പൂർത്തിയാകുമെന്ന് കണക്കാക്കുന്നു.	болжамдау; күтілу	Құрылыс жыл соңында аяқталады деп күтіледі.
3427:预约	预约	预约	മുൻകൂട്ടി സമയം നിശ്ചയിക്കുക	ബാഹ്യരോഗി വിഭാഗത്തിൽ പോകുന്നതിനു മുമ്പ് സമയം നിശ്ചയിക്കുന്നത് നല്ലതാണ്.	алдын ала жазылу	Амбулаторияға барар алдында алдын ала жазылған дұрыс.
3428:原	原	原	അസൽ; മുൻ	ദയവായി അസൽ പദ്ധതിപ്രകാരം തുടരുക.	бастапқы; бұрынғы	Бастапқы жоспар бойынша жалғастырыңыз.
3430:原有	原有	原有	നിലവിലുള്ള; പഴയ	പുതിയ സിസ്റ്റം നിലവിലുള്ള പ്രവർത്തനങ്ങൾ നിലനിർത്തി.	бастапқы; бар	Жаңа жүйе бастапқы функцияларды сақтап қалды.
3434:愿	愿	愿	താൽപര്യമുള്ള; ആഗ്രഹിക്കുക	ഞാൻ എല്ലാവരുമായി അനുഭവം പങ്കിടാൻ താൽപര്യപ്പെടുന്നു.	дайын болу; тілеу	Мен бәрімен тәжірибемді бөлісуге дайынмын.
3436:约定	约定	约定	ധാരണ; നിശ്ചയിക്കുക	നാളെ രാവിലെ കാണാൻ നാം ധാരണയായി.	келісім; уағдаласу	Біз ертең таңертең кездесуге уағдаластық.
3437:运	运	运	കൊണ്ടുപോകുക; ഗതാഗതം ചെയ്യുക	ഡ്രൈവർ ചരക്ക് ഗോഡൗണിലേക്ക് കൊണ്ടുപോയി.	тасымалдау	Жүргізуші жүкті қоймаға жеткізді.
3438:运费	运费	运费	ഗതാഗതച്ചെലവ്; അയയ്ക്കൽ ചെലവ്	ഈ സാധനത്തിന്റെ അയയ്ക്കൽ ചെലവ് പത്ത് യുവാനാണ്.	жеткізу ақысы	Бұл тауардың жеткізу ақысы он юань.
3442:在场	在场	在场	സന്നിഹിതനായിരിക്കുക	അപകടം സംഭവിക്കുമ്പോൾ അവനും അവിടെ ഉണ്ടായിരുന്നു.	қатысу; сол жерде болу	Апат болған кезде ол да сол жерде болды.
3444:在内	在内	在内	ഉൾപ്പെടെ	ചെലവിൽ താമസവും ഉൾപ്പെടുന്നു.	қоса алғанда	Төлемге тұру ақысы да кіреді.
3445:在线	在线	在线	ഓൺലൈൻ	വിദ്യാർത്ഥികൾക്ക് ഓൺലൈനായി ഹോംവർക്ക് സമർപ്പിക്കാം.	онлайн	Оқушылар үй тапсырмасын онлайн тапсыра алады.
3448:糟	糟	糟	മോശം; ദാരുണം	ഇന്നത്തെ ഗതാഗതസ്ഥിതി വളരെ മോശമാണ്.	нашар; жаман	Бүгінгі жол жағдайы өте нашар.
3450:早期	早期	早期	ആരംഭഘട്ടം; പ്രാരംഭകാലം	പദ്ധതിയുടെ ആരംഭഘട്ടത്തിൽ പല ബുദ്ധിമുട്ടുകളും നേരിട്ടു.	ерте кезең	Жобаның ерте кезеңінде көп қиындық болды.
3451:早晚	早晚	早晚	എപ്പോഴെങ്കിലും; രാവിലെയും വൈകുന്നേരവും	തുടർന്നാൽ എപ്പോഴെങ്കിലും ഫലം കാണും.	ерте ме, кеш пе; таңертең және кешке	Табандылық танытсаң, ерте ме, кеш пе нәтиже көресің.
3452:早已	早已	早已	ഏറെ മുമ്പേ; ഇതിനകം	ഈ വാർത്ത എല്ലാവർക്കും ഏറെ മുമ്പേ അറിയാം.	баяғыда; әлдеқашан	Бұл хабарды бәрі әлдеқашан біледі.
3453:造	造	造	നിർമ്മിക്കുക; ഉണ്ടാക്കുക	തൊഴിലാളികൾ പുതിയ പാലം നിർമ്മിക്കുന്നു.	жасау; салу	Жұмысшылар жаңа көпір салып жатыр.
3455:增	增	增	വർധിക്കുക; കൂട്ടുക	ഈ വർഷം കമ്പനിയുടെ വരുമാനം വളരെയേറെ വർധിച്ചു.	көбею; арттыру	Биыл компания табысы едәуір артты.
3456:增进	增进	增进	മെച്ചപ്പെടുത്തുക; വർധിപ്പിക്കുക	ആശയവിനിമയം പരസ്പരബോധം വർധിപ്പിക്കും.	арттыру; жақсарту	Қарым-қатынас өзара түсіністікті арттырады.
3457:增强	增强	增强	ശക്തിപ്പെടുത്തുക; വർധിപ്പിക്കുക	വ്യായാമം ശരീരശക്തി വർധിപ്പിക്കും.	күшейту; арттыру	Жаттығу дене күшін күшейтеді.
3458:赠	赠	赠	സമ്മാനമായി നൽകുക	സ്കൂൾ വിദ്യാർത്ഥികൾക്ക് ഒരു കൂട്ടം പുസ്തകങ്ങൾ സമ്മാനമായി നൽകി.	сыйға беру	Мектеп оқушыларға бір топ кітап сыйға берді.
3460:炸	炸	炸	എണ്ണയിൽ വറുക്കുക; പൊട്ടിത്തെറിക്കുക	ഈ അപ്പം എണ്ണയിൽ വറുക്കണം.	қуыру; жарылу	Бұл бәлішті майға қуыру керек.
3463:展出	展出	展出	പ്രദർശിപ്പിക്കുക	മ്യൂസിയം പരമ്പരാഗത ചൈനീസ് ചിത്രങ്ങൾ പ്രദർശിപ്പിക്കുന്നു.	көрмеге қою	Мұражай дәстүрлі қытай суреттерін көрмеге қойып жатыр.
3469:站台	站台	站台	പ്ലാറ്റ്ഫോം; സ്റ്റേഷൻ വേദി	യാത്രക്കാർ പ്ലാറ്റ്ഫോമിൽ വാഹനത്തിനായി കാത്തിരിക്കുന്നു.	платформа; аялдама алаңы	Жолаушылар платформада көлік күтіп тұр.
3472:涨价	涨价	涨价	വില ഉയരുക; വില കൂട്ടുക	ഈ റെസ്റ്റോറന്റിൽ സമീപകാലത്ത് വില കൂട്ടി.	баға көтеру; қымбаттау	Бұл мейрамхана жақында бағасын көтерді.
3473:掌声	掌声	掌声	കയ്യടി	പരിപാടി കഴിഞ്ഞപ്പോൾ കയ്യടി ഉത്സാഹഭരിതമായിരുന്നു.	қол шапалақ	Қойылым біткен соң қол шапалақ өте қызу болды.
3475:账号	账号	账号	അക്കൗണ്ട്; അക്കൗണ്ട് നമ്പർ	ദയവായി അക്കൗണ്ട് മറ്റുള്ളവരോട് പറയരുത്.	аккаунт; есептік жазба	Аккаунтыңызды басқа адамдарға айтпаңыз.
3479:折扣	折扣	折扣	വിലക്കുറവ്	ഈ വസ്ത്രത്തിന് ഇരുപത് ശതമാനം വിലക്കുറവുണ്ട്.	жеңілдік	Бұл киімге жиырма пайыз жеңілдік бар.
3481:真诚	真诚	真诚	ആത്മാർത്ഥമായ; സത്യസന്ധമായ	അവന്റെ ക്ഷമാപണം വളരെ ആത്മാർത്ഥമായിരുന്നു.	шынайы	Оның кешірімі өте шынайы болды.
3488:争	争	争	മത്സരിക്കുക; നേടാൻ പോരാടുക	രണ്ട് ടീമുകളും ചാമ്പ്യൻഷിപ്പിനായി മത്സരിക്കുന്നു.	таласу; жарысу	Екі команда да чемпиондыққа таласып жатыр.
3492:整整	整整	整整	മുഴുവൻ; പൂർണ്ണമായി	അവൻ മുഴുവൻ രണ്ട് മണിക്കൂർ കാത്തിരുന്നു.	тура; толық	Ол тура екі сағат күтті.
3496:正如	正如	正如	പറഞ്ഞതുപോലെ; തികച്ചും പോലെ	അധ്യാപകൻ പറഞ്ഞതുപോലെ അഭ്യാസം പ്രധാനമാണ്.	дәл сияқты	Мұғалім айтқандай, жаттығу маңызды.
3500:知名	知名	知名	പ്രശസ്തമായ; അറിയപ്പെടുന്ന	ഇത് ഒരു പ്രശസ്ത സ്ഥാപനമാണ്.	танымал; белгілі	Бұл танымал кәсіпорын.
3503:职场	职场	职场	ജോലി സ്ഥലം; തൊഴിൽവേദി	പുതുമുഖങ്ങൾ തൊഴിൽവേദിയിൽ പ്രവേശിക്കുമ്പോൾ പലതും പഠിക്കണം.	жұмыс орны; еңбек нарығы	Жаңадан келгендер жұмыс орнына кіргенде көп нәрсе үйренуі керек.
3504:职工	职工	职工	ജീവനക്കാരൻ; തൊഴിലാളി	ഫാക്ടറിയിൽ മുന്നൂറ് ജീവനക്കാരുണ്ട്.	қызметкер; жұмысшы	Зауытта үш жүз қызметкер бар.
3506:止	止	止	നിർത്തുക; അവസാനിക്കുക	പരിപാടി രാത്രി ഒമ്പതിന് അവസാനിക്കും.	тоқтау; аяқталу	Іс-шара кешкі тоғызда аяқталады.
3508:至	至	至	വരെ	തുറക്കുന്ന സമയം തിങ്കളാഴ്ച മുതൽ വെള്ളിയാഴ്ച വരെയാണ്.	дейін; бастап	Ашық уақыт дүйсенбіден жұмаға дейін.
3509:治	治	治	ചികിത്സിക്കുക; ഭരിക്കുക	ഈ രോഗം ചികിത്സിക്കാമെന്ന് ഡോക്ടർ പറഞ്ഞു.	емдеу; басқару	Дәрігер бұл ауруды емдеуге болады деді.
3510:制订	制订	制订	രൂപപ്പെടുത്തുക; തയ്യാറാക്കുക	കമ്പനി പുതിയ പരിശീലന പദ്ധതി തയ്യാറാക്കുന്നു.	әзірлеу; құрастыру	Компания жаңа оқыту жоспарын әзірлеп жатыр.
3520:中华	中华	中华	ചൈനീസ്; ചൈന	ചൈനീസ് സംസ്കാരത്തിന് ദീർഘചരിത്രമുണ്ട്.	Қытай; қытайлық	Қытай мәдениетінің ұзақ тарихы бар.
3521:中华民族	中华民族	中华民族	ചൈനീസ് ജനത	ചൈനീസ് ജനതയ്ക്ക് സമൃദ്ധവും വർണ്ണശബളവുമായ പാരമ്പര്യങ്ങൾ ഉണ്ട്.	Қытай ұлты	Қытай ұлтының бай әрі түрлі-түсті дәстүрлері бар.
3522:中级	中级	中级	ഇടത്തരം നില	അവൻ ഇടത്തരം ചൈനീസ് പഠിക്കുന്നു.	орта деңгей	Ол орта деңгейдегі қытай тілін оқып жүр.
3524:中期	中期	中期	ഇടക്കാലം; മധ്യഘട്ടം	പദ്ധതി മധ്യഘട്ടത്തിൽ ഒരു വിലയിരുത്തൽ നടത്തണം.	орта кезең; аралық	Жобаның орта кезеңінде бір бағалау жүргізу керек.
3525:中外	中外	中外	ചൈനീസ്-വിദേശ	യോഗം നിരവധി ചൈനീസ്, വിദേശ വിദഗ്ധരെ ക്ഷണിച്ചു.	қытайлық және шетелдік	Жиналысқа көптеген қытайлық және шетелдік сарапшы шақырылды.
3527:中药	中药	中药	ചൈനീസ് ഔഷധം	ഈ ഫാർമസിയിൽ ചൈനീസ് ഔഷധം വാങ്ങാം.	қытай дәрісі	Бұл дәріханадан қытай дәрісін сатып алуға болады.
3528:中医	中医	中医	പരമ്പരാഗത ചൈനീസ് വൈദ്യം; ചൈനീസ് വൈദ്യൻ	അവന് പരമ്പരാഗത ചൈനീസ് വൈദ്യത്തിൽ വലിയ താൽപര്യമുണ്ട്.	дәстүрлі қытай медицинасы; қытай дәрігері	Ол дәстүрлі қытай медицинасына қатты қызығады.
3532:众多	众多	众多	അനേകം; നിരവധി	ഈ പ്ലാറ്റ്ഫോം അനേകം ഉപയോക്താക്കളെ ആകർഷിച്ചു.	көптеген; сансыз	Бұл платформа көптеген пайдаланушыны тартты.
3546:主食	主食	主食	പ്രധാനഭക്ഷണം	അരി തെക്കൻ പ്രദേശങ്ങളിലെ പലരുടെയും പ്രധാനഭക്ഷണമാണ്.	негізгі тағам	Күріш оңтүстіктегі көп адамның негізгі тағамы.
3550:住房	住房	住房	വാസസ്ഥലം; ഭവനം	നഗരത്തിലെ ഭവനവില എപ്പോഴും ശ്രദ്ധിക്കപ്പെടുന്നു.	тұрғын үй	Қаладағы тұрғын үй бағасы үнемі назарда.
3551:住宿	住宿	住宿	താമസം; താമസസൗകര്യം	ട്രാവൽ ഏജൻസി ഞങ്ങൾക്ക് താമസസൗകര്യം ക്രമീകരിക്കും.	тұру орны; қонақтау	Туристік агенттік бізге тұру орнын ұйымдастырады.
3552:住址	住址	住址	വിലാസം	ദയവായി ഫോമിൽ ഇപ്പോഴത്തെ വിലാസം പൂരിപ്പിക്കുക.	мекенжай	Кестеге қазіргі мекенжайыңызды жазыңыз.
3573:子女	子女	子女	മക്കൾ	മാതാപിതാക്കൾ മക്കൾ ആരോഗ്യത്തോടെ വളരണമെന്ന് ആഗ്രഹിക്കുന്നു.	балалар; ұл-қыздар	Ата-ана балаларының сау өсуін қалайды.
3578:自身	自身	自身	സ്വന്തം; സ്വയം	ഓരോരുത്തരും സ്വന്തം സുരക്ഷ ശ്രദ്ധിക്കണം.	өзі; өз қауіпсіздігі	Әр адам өз қауіпсіздігіне назар аударуы керек.
3581:总部	总部	总部	ആസ്ഥാനം	കമ്പനിയുടെ ആസ്ഥാനം ഷാങ്ഹായിലാണ്.	бас кеңсе	Компанияның бас кеңсесі Шанхайда орналасқан.
3583:总数	总数	总数	ആകെ എണ്ണം	രജിസ്റ്റർ ചെയ്തവരുടെ ആകെ എണ്ണം ആയിരം കടന്നു.	жалпы саны	Тіркелгендердің жалпы саны мыңнан асты.
3584:总体	总体	总体	ആകെ; മൊത്തത്തിൽ	മൊത്തത്തിൽ നോക്കുമ്പോൾ ഫലം തൃപ്തികരമാണ്.	жалпы; тұтастай	Жалпы қарағанда, нәтиже қанағаттанарлық.
3587:租金	租金	租金	വാടക	ഈ വീട്ടിന്റെ വാടക കൂടുതലല്ല.	жалдау ақысы	Бұл үйдің жалдау ақысы жоғары емес.
3588:族	族	族	ജാതി; വംശം	അവൾ പല ജനവിഭാഗങ്ങളുടെയും ഭാഷകൾ പഠിച്ചിട്ടുണ്ട്.	ұлт; ру	Ол көп ұлттың тілін зерттеген.
3589:足够	足够	足够	മതിയായ; മതി	ഈ വെള്ളം എല്ലാവർക്കും കുടിക്കാൻ മതിയാകും.	жеткілікті	Бұл су бәріне ішуге жеткілікті.
