hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
1800:线下	线下	线下	osobně; mimo internet	Osobní akce začne příští týden.	osobne; mimo internetu	Osobná aktivita sa začne budúci týždeň.	személyes; interneten kívüli	A személyes program jövő héten kezdődik.	față în față; în persoană	Activitatea față în față începe săptămâna viitoare.	присъствено; офлайн	Присъственото събитие започва следващата седмица.	uživo; izvan interneta	Događaj uživo počinje sljedeći tjedan.
1801:现有	现有	现有	současný; stávající	Nejprve použijeme stávající vybavení.	súčasný; existujúci	Najprv použijeme existujúce vybavenie.	jelenlegi; meglévő	Először a meglévő berendezést használjuk.	existent; actual	Vom folosi mai întâi echipamentul existent.	съществуващ; наличен	Първо ще използваме наличното оборудване.	postojeći; sadašnji	Prvo ćemo koristiti postojeću opremu.
1803:相比	相比	相比	porovnat s	Ve srovnání s loňskem je letošek rušnější.	porovnať s	V porovnaní s minulým rokom je tento rok rušnejší.	összehasonlítva valamivel	Tavalyhoz képest az idei év mozgalmasabb.	comparat cu	Comparativ cu anul trecut, anul acesta este mai aglomerat.	в сравнение с	В сравнение с миналата година тази е по-натоварена.	u usporedbi s	U usporedbi s prošlom godinom, ova je godina užurbanija.
1805:相互	相互	相互	vzájemně; navzájem	Spolužáci by si měli navzájem pomáhat.	vzájomne; navzájom	Spolužiaci by si mali navzájom pomáhať.	kölcsönösen; egymás	Az osztálytársaknak segíteniük kell egymásnak.	reciproc; unul pe altul	Colegii de clasă ar trebui să se ajute reciproc.	взаимно; един друг	Съучениците трябва взаимно да си помагат.	međusobno; jedno drugo	Učenici bi trebali međusobno pomagati.
1809:想法	想法	想法	nápad; názor	Chci slyšet tvé nápady.	nápad; názor	Chcem si vypočuť tvoje nápady.	ötlet; vélemény	Szeretném hallani az ötleteidet.	idee; opinie	Vreau să aud ideile tale.	идея; мнение	Искам да чуя твоите идеи.	ideja; mišljenje	Želim čuti tvoje ideje.
1815:小组	小组	小组	malá skupina	Naše skupina má čtyři lidi.	malá skupina	Naša skupina má štyroch ľudí.	kiscsoport	A csoportunkban négy ember van.	grup mic	În grupul nostru sunt patru persoane.	малка група	В нашата група има четирима души.	mala skupina	U našoj su skupini četiri osobe.
1818:血	血	血	krev	Na papíře je trochu krve.	krv	Na papieri je trochu krvi.	vér	A papíron van egy kis vér.	sânge	Pe hârtie este puțin sânge.	кръв	На хартията има малко кръв.	krv	Na papiru ima malo krvi.
1819:心	心	心	srdce; mysl	Její srdce bije velmi rychle.	srdce; myseľ	Jej srdce bije veľmi rýchlo.	szív; elme	A szíve nagyon gyorsan ver.	inimă; minte	Inima ei bate foarte repede.	сърце; ум	Сърцето ѝ бие много бързо.	srce; um	Srce joj kuca vrlo brzo.
1826:星星	星星	星星	hvězdy	Dnešní hvězdy jasně svítí.	hviezdy	Dnešné hviezdy jasne svietia.	csillagok	Ma este fényesek a csillagok.	stele	Stelele sunt luminoase în seara aceasta.	звезди	Тази вечер звездите са ярки.	zvijezde	Večerašnje zvijezde su sjajne.
1828:性	性	性	přípona pro vlastnost; povaha	Učení vyžaduje iniciativu.	prípona pre vlastnosť; povaha	Učenie si vyžaduje iniciatívu.	tulajdonságot jelölő utótag; természet	A tanuláshoz kezdeményezőkészség kell.	sufix pentru calitate; natură	Învățarea necesită inițiativă.	наставка за качество; характер	Ученето изисква инициативност.	nastavak za svojstvo; narav	Učenje zahtijeva inicijativu.
1833:熊	熊	熊	medvěd	V zoologické zahradě je jeden medvěd.	medveď	V zoologickej záhrade je jeden medveď.	medve	Az állatkertben van egy medve.	urs	La grădina zoologică este un urs.	мечка	В зоопарка има една мечка.	medvjed	U zoološkom vrtu je jedan medvjed.
1834:修	修	修	opravit; spravit	Technik právě opravuje klimatizaci.	opraviť; spraviť	Technik práve opravuje klimatizáciu.	javítani; szerelni	A szerelő éppen a légkondicionálót javítja.	a repara	Tehnicianul repară aerul condiționat.	поправям; ремонтирам	Майсторът ремонтира климатика.	popraviti; servisirati	Majstor popravlja klima-uređaj.
1837:学费	学费	学费	školné	Školné za tento semestr už bylo zaplaceno.	školné	Školné za tento semester už bolo zaplatené.	tandíj	Ennek a félévnek a tandíját már befizették.	taxă de școlarizare	Taxa de școlarizare pentru acest semestru a fost deja plătită.	такса за обучение	Таксата за този срок вече е платена.	školarina	Školarina za ovaj semestar već je plaćena.
1838:学院	学院	学院	fakulta; institut	Studuje na institutu cizích jazyků.	fakulta; inštitút	Študuje na inštitúte cudzích jazykov.	főiskola; intézet	Az idegen nyelvek intézetében tanul.	facultate; institut	Studiază la institutul de limbi străine.	колеж; институт	Тя учи в института по чужди езици.	fakultet; institut	Studira na institutu za strane jezike.
1839:压	压	压	přitlačit; podržet	Prosím, podržte tento papír rukou.	stlačiť; podržať	Prosím, podržte tento papier rukou.	lenyomni; leszorítani	Kérlek, tartsd le ezt a papírt a kezeddel.	a apăsa; a ține jos	Vă rog să țineți această foaie apăsată cu mâna.	натискам; задържам	Моля, задръжте този лист с ръка.	pritisnuti; držati	Molimo pritisnite ovaj papir rukom.
1843:烟	烟	烟	kouř; cigareta	V pokoji je cítit kouř.	dym; cigareta	V izbe cítiť dym.	füst; cigaretta	A szobában füstszag van.	fum; țigară	În cameră se simte miros de fum.	дим; цигара	В стаята мирише на дим.	dim; cigareta	U sobi se osjeti miris dima.
1847:研究生	研究生	研究生	postgraduální student; student magisterského studia	Je studentem magisterského studia.	postgraduálny študent; magisterský študent	Je študentom magisterského štúdia.	posztgraduális hallgató; mesterszakos diák	Ő mesterszakos hallgató.	masterand; student postuniversitar	Este student la masterat.	магистър; следдипломен студент	Той е магистър.	diplomski student	Student je diplomskog studija.
1849:演	演	演	hrát; vystupovat	Ve filmu hraje lékaře.	hrať; vystupovať	Vo filme hrá lekára.	játszani; előadni	Az filmben orvost játszik.	a juca; a interpreta	În film joacă rolul unui medic.	играя; изпълнявам	Във филма той играе лекар.	glumiti; nastupati	U filmu glumi liječnika.
1850:演唱	演唱	演唱	zpívat; přednést píseň	Zpěvák dnes večer zazpívá novou píseň.	spievať; predniesť pieseň	Spevák dnes večer zaspieva novú pieseň.	énekelni; dalt előadni	Az énekes ma este új dalt ad elő.	a cânta; a interpreta un cântec	Cântărețul va interpreta un cântec nou în seara aceasta.	пея; изпълнявам песен	Певецът тази вечер ще изпълни нова песен.	pjevati; izvesti pjesmu	Pjevač će večeras izvesti novu pjesmu.
1853:眼前	眼前	眼前	před očima; právě teď	Příležitost je přímo před námi.	pred očami; práve teraz	Príležitosť je priamo pred nami.	szem előtt; jelenleg	A lehetőség éppen előttünk van.	în fața ochilor; în prezent	Oportunitatea este chiar în fața noastră.	пред очите; в момента	Възможността е точно пред очите ни.	pred očima; trenutno	Prilika je upravo pred nama.
1863:夜晚	夜晚	夜晚	noc; večer	Letní noci jsou velmi tiché.	noc; večer	Letné noci sú veľmi tiché.	éjszaka; este	A nyári éjszakák nagyon csendesek.	noapte; seară	Nopțile de vară sunt foarte liniștite.	нощ; вечер	Летните нощи са много тихи.	noć; večer	Ljetne noći vrlo su tihe.
1866:已	已	已	již; už	Počet registrací je už plný.	už; už dávno	Počet prihlásených je už plný.	már	A jelentkezők száma már betelt.	deja	Numărul de înscrieri este deja complet.	вече	Броят на записаните вече е пълен.	već	Broj prijava već je popunjen.
1867:以内	以内	以内	do; v rámci	Prosím, odpovězte do tří dnů.	do; v rámci	Prosím, odpovedzte do troch dní.	belül	Kérjük, három napon belül válaszoljon.	în termen de; în interiorul	Vă rog să răspundeți în termen de trei zile.	в рамките на	Моля, отговорете в рамките на три дни.	u roku; unutar	Molimo odgovorite u roku od tri dana.
1869:一生	一生	一生	celý život	Celý život miloval hudbu.	celý život	Celý život miloval hudbu.	egész élet	Egész életében szerette a zenét.	viață întreagă	A iubit muzica toată viața.	цял живот	Той цял живот обичаше музиката.	cijeli život	Cijeli je život volio glazbu.
1875:赢得	赢得	赢得	vyhrát; získat	Tým vyhrál zápas.	vyhrať; získať	Tím vyhral zápas.	megnyerni; megszerezni	A csapat megnyerte a mérkőzést.	a câștiga; a obține	Echipa a câștigat meciul.	печеля; придобивам	Отборът спечели мача.	osvojiti; pobijediti	Ekipa je pobijedila u utakmici.
1879:用来	用来	用来	používat k; sloužit k	Tento nůž se používá na krájení ovoce.	používať na; slúžiť na	Tento nôž sa používa na krájanie ovocia.	valamire használni; arra szolgál	Ezt a kést gyümölcsvágásra használják.	folosit pentru; destinat	Acest cuțit este folosit pentru a tăia fructe.	използва се за	Този нож се използва за рязане на плодове.	koristiti za	Ovaj nož koristi se za rezanje voća.
1880:用于	用于	用于	použít na; určeno pro	Tyto peníze jsou určeny na nákup knih.	použiť na; určené pre	Tieto peniaze sú určené na nákup kníh.	valamire használatos; valamire szánt	Ezt a pénzt könyvvásárlásra használják.	folosit pentru; destinat	Acești bani sunt folosiți pentru cumpărarea cărților.	използва се за; предназначен за	Тези пари са предназначени за купуване на книги.	koristiti za; namijenjeno za	Ovaj se novac koristi za kupnju knjiga.
1885:油	油	油	olej	Dejte do pánve trochu oleje.	olej	Dajte do panvice trochu oleja.	olaj	Tegyél egy kevés olajat a serpenyőbe.	ulei	Pune puțin ulei în tigaie.	олио; масло	Сложете малко олио в тигана.	ulje	Stavite malo ulja u tavu.
1887:游玩	游玩	游玩	vydat se na výlet; bavit se	O víkendu půjdeme do parku se pobavit.	ísť na výlet; zabaviť sa	Cez víkend pôjdeme do parku zabaviť sa.	kirándulni; szórakozni	Hétvégén a parkba megyünk szórakozni.	a vizita; a se distra	În weekend mergem în parc să ne distrăm.	разхождам се; забавлявам се	През уикенда ще отидем в парка да се забавляваме.	ići u obilazak; zabaviti se	Za vikend idemo u park zabaviti se.
1890:友情	友情	友情	přátelství	Jejich přátelství je velmi hluboké.	priateľstvo	Ich priateľstvo je veľmi hlboké.	barátság	A barátságuk nagyon mély.	prietenie	Prietenia lor este foarte profundă.	приятелство	Тяхното приятелство е много дълбоко.	prijateljstvo	Njihovo je prijateljstvo vrlo duboko.
1892:有效	有效	有效	účinný; platný	Tento lístek je dnes stále platný.	účinný; platný	Tento lístok je dnes stále platný.	hatékony; érvényes	Ez a jegy ma még érvényes.	eficient; valabil	Acest bilet este încă valabil azi.	ефективен; валиден	Този билет все още е валиден днес.	učinkovit; valjan	Ova karta danas još vrijedi.
1894:有着	有着	有着	mít; vlastnit	Toto město má dlouhou historii.	mať; vlastniť	Toto mesto má dlhú históriu.	birtokolni; rendelkezik valamivel	Ennek a városnak hosszú történelme van.	a avea; a poseda	Acest oraș are o istorie lungă.	имам; притежавам	Този град има дълга история.	imati; posjedovati	Ovaj grad ima dugu povijest.
1903:远离	远离	远离	držet se dál od	Prosím, držte se dál od nebezpečné oblasti.	držať sa ďalej od	Prosím, držte sa ďalej od nebezpečnej oblasti.	távol maradni valamitől	Kérjük, maradjon távol a veszélyes területtől.	a sta departe de	Vă rog să stați departe de zona periculoasă.	стоя далеч от	Моля, стойте далеч от опасната зона.	držati se dalje od	Molimo držite se dalje od opasnog područja.
1904:院长	院长	院长	děkan; ředitel	Děkan se dnes účastní schůze.	dekan; riaditeľ	Dekan sa dnes zúčastňuje schôdze.	dékán; igazgató	A dékán ma részt vesz az értekezleten.	decan; director	Decanul participă azi la ședință.	декан; директор	Деканът днес участва в срещата.	dekan; ravnatelj	Dekan danas sudjeluje na sastanku.
1905:院子	院子	院子	dvůr; nádvoří	Na dvoře je zasazeno mnoho květin.	dvor; nádvorie	Na dvore je vysadených veľa kvetov.	udvar	Sok virágot ültettek az udvarba.	curte	În curte sunt plantate multe flori.	двор	В двора са засадени много цветя.	dvorište	U dvorištu je posađeno mnogo cvijeća.
1906:约	约	约	domluvit si; sjednat	Domluvil jsem si s přítelem společnou večeři.	dohodnúť si; zariadiť	Dohodol som si s priateľom spoločnú večeru.	megbeszélni; időpontot foglalni	Megbeszéltem egy barátommal, hogy együtt vacsorázunk.	a face o programare; a aranja	Am aranjat să iau cina cu un prieten.	уговарям; насрочвам	Уговорих се с приятел да вечеряме заедно.	dogovoriti; zakazati	Dogovorio sam večeru s prijateljem.
1908:月饼	月饼	月饼	měsíční koláček	Během Svátku středu podzimu jíme měsíční koláčky.	mesačný koláč	Počas Sviatku stredu jesene jeme mesačné koláče.	holdkalács; holdsütemény	A közép-őszi ünnepen holdkalácsot eszünk.	prăjitură de lună	De Festivalul Mijlocului Toamnei mâncăm prăjituri de lună.	лунен сладкиш	На Празника на средата на есента ядем лунни сладкиши.	mjesečev kolač	Za Festival sredine jeseni jedemo mjesečeve kolače.
1910:月份	月份	月份	měsíc	V červenci je velmi horko.	mesiac	V júli je veľmi horúco.	hónap	Júliusban nagyon meleg az idő.	lună	În iulie vremea este foarte caldă.	месец	През юли времето е много горещо.	mjesec	U srpnju je vrijeme vrlo vruće.
1914:再次	再次	再次	znovu; opět	Vítejte znovu v Pekingu.	znovu; opäť	Vitajte opäť v Pekingu.	újra; ismét	Üdvözlünk újra Pekingben.	din nou; încă o dată	Bine ai venit din nou la Beijing.	отново; още веднъж	Добре дошъл отново в Пекин.	ponovno; još jednom	Dobro došao ponovno u Peking.
1915:再说	再说	再说	promluvit si později	O této věci si promluvme zítra.	porozprávať sa neskôr	O tejto veci sa porozprávajme zajtra.	később megbeszélni	Beszéljünk erről holnap.	a vorbi mai târziu	Hai să vorbim despre această chestiune mâine.	говорим по-късно	Нека говорим за това утре.	razgovarati poslije	Razgovarajmo o tome sutra.
1917:暂停	暂停	暂停	dočasně přerušit; pozastavit	Zápas byl kvůli silnému dešti pozastaven.	dočasne prerušiť; pozastaviť	Zápas bol pre silný dážď pozastavený.	szüneteltetni; felfüggeszteni	A mérkőzést a nagy eső miatt felfüggesztették.	a întrerupe temporar; a suspenda	Jocul a fost suspendat din cauza ploii puternice.	временно спирам; прекъсвам	Мачът беше временно спрян заради силния дъжд.	privremeno prekinuti; obustaviti	Utakmica je prekinuta zbog jake kiše.
1918:早餐	早餐	早餐	snídaně	K snídani jsem jedl vejce a chléb.	raňajky	Na raňajky som jedol vajcia a chlieb.	reggeli	Reggelire tojást és kenyeret ettem.	mic dejun	La micul dejun am mâncat ouă și pâine.	закуска	На закуска ядох яйца и хляб.	doručak	Za doručak sam jeo jaja i kruh.
1919:早晨	早晨	早晨	ráno	Ranní vzduch je velmi čerstvý.	ráno	Ranný vzduch je veľmi čerstvý.	reggel	A reggeli levegő nagyon friss.	dimineață	Aerul dimineții este foarte proaspăt.	сутрин	Сутрешният въздух е много свеж.	jutro	Jutarnji zrak je vrlo svjež.
1922:增长	增长	增长	růst; zvýšit se	Příjmy letos rychle rostou.	rásť; zvýšiť sa	Príjmy tento rok rýchlo rastú.	növekedni; gyarapodni	Idén gyorsan nő a bevétel.	a crește; a se mări	Veniturile au crescut rapid anul acesta.	расте; увеличава се	Доходите тази година растат бързо.	rasti; povećati se	Prihod je ove godine brzo porastao.
1924:着	着	着	usnout; zasáhnout	Dítě rychle usnulo.	zaspať; zasiahnuť	Dieťa rýchlo zaspalo.	elaludni; eltalálni	A gyerek gyorsan elaludt.	a adormi; a nimeri	Copilul a adormit repede.	заспивам; улучвам	Детето бързо заспа.	zaspati; pogoditi	Dijete je brzo zaspalo.
1926:者	者	者	přípona pro osobu	Autor představil své vlastní zkušenosti.	prípona pre osobu	Autor predstavil svoje vlastné skúsenosti.	személyt jelölő utótag	A szerző bemutatta saját tapasztalatait.	sufix pentru persoană	Autorul și-a prezentat propria experiență.	наставка за лице	Авторът представи собствения си опит.	nastavak za osobu	Autor je predstavio vlastito iskustvo.
1928:整	整	整	celý; úplný	Celou hodinu byl velmi soustředěný.	celý; úplný	Celú hodinu bol veľmi sústredený.	egész; teljes	Az egész órán nagyon figyelt.	întreg; complet	A fost foarte serios pe parcursul întregii ore.	цял; пълен	През целия час той беше много съсредоточен.	cijeli; potpun	Cijeli je sat bio vrlo ozbiljan.
1931:证	证	证	průkaz; potvrzení	Prosím, ukažte svůj pracovní průkaz.	preukaz; potvrdenie	Prosím, ukážte svoj pracovný preukaz.	igazolvány; bizonyíték	Kérjük, mutassa meg a munkahelyi igazolványát.	certificat; dovadă	Vă rog să arătați legitimația de serviciu.	удостоверение; доказателство	Моля, покажете служебната си карта.	potvrda; dokaz	Molimo pokažite svoju službenu iskaznicu.
1940:支付	支付	支付	zaplatit; platba	Jízdné jsem zaplatil mobilem.	zaplatiť; platba	Cestovné som zaplatil mobilom.	fizetni; fizetés	Telefonnal fizettem ki a viteldíjat.	a plăti; plată	Am plătit tariful cu telefonul.	плащам; плащане	Платих пътната такса с телефона си.	platiti; plaćanje	Platio sam vozarinu mobitelom.
1941:之后	之后	之后	poté; potom	Po zkoušce půjdeme jíst.	potom; neskôr	Po skúške pôjdeme jesť.	után; később	A vizsga után elmegyünk enni.	după; ulterior	După examen mergem să mâncăm.	след; после	След изпита ще отидем да ядем.	nakon; poslije	Nakon ispita idemo jesti.
1942:之间	之间	之间	mezi	Mezi nimi není žádné nedorozumění.	medzi	Medzi nimi nie je žiadne nedorozumenie.	között	Nincs félreértés közöttük.	între	Nu există neînțelegere între ei.	между	Между тях няма недоразумение.	između	Među njima nema nesporazuma.
1943:之前	之前	之前	před; dříve	Před schůzí si prosím nejprve přečtěte materiály.	pred; skôr	Pred schôdzou si prosím najprv prečítajte materiály.	előtt; korábban	A megbeszélés előtt kérjük, előbb olvassa el az anyagokat.	înainte	Înainte de ședință, vă rog să citiți mai întâi materialele.	преди	Преди срещата първо прочетете материалите.	prije	Prije sastanka prvo pročitajte materijale.
1945:之中	之中	之中	mezi; uprostřed	Mezi těmito lidmi je nejmladší.	medzi; uprostred	Medzi týmito ľuďmi je najmladší.	között; közepén	Ezek közül az emberek közül ő a legfiatalabb.	printre; în mijlocul	Printre acești oameni, el este cel mai tânăr.	сред; по средата	Сред тези хора той е най-млад.	među; usred	Među tim ljudima on je najmlađi.
1946:值	值	值	stát za; hodnota	Tento lístek má hodnotu sto yuanů.	stáť za; hodnota	Tento lístok má hodnotu sto jüanov.	ér valamit; érték	Ez a jegy száz jüant ér.	a valora; valoare	Acest bilet valorează o sută de yuani.	струва; стойност	Този билет струва сто юана.	vrijediti; vrijednost	Ova karta vrijedi sto juana.
1952:指出	指出	指出	upozornit; ukázat	Učitel upozornil na mou chybu.	upozorniť; ukázať	Učiteľ upozornil na moju chybu.	rámutatni; jelezni	A tanár rámutatott a hibámra.	a indica; a semnala	Profesorul mi-a semnalat greșeala.	посочвам	Учителят посочи грешката ми.	istaknuti; ukazati	Učitelj je ukazao na moju pogrešku.
1954:纸巾	纸巾	纸巾	papírový kapesník	Prosím, podejte mi jeden papírový kapesník.	papierová vreckovka	Prosím, dajte mi jednu papierovú vreckovku.	papír zsebkendő	Kérlek, adj egy papír zsebkendőt.	șervețel de hârtie	Vă rog să-mi dați un șervețel de hârtie.	хартиена кърпичка	Моля, дайте ми една хартиена кърпичка.	papirnata maramica	Molim vas, dajte mi jednu papirnatu maramicu.
1957:中餐	中餐	中餐	čínské jídlo; čínská kuchyně	Čínské jídlo v této restauraci je velmi chutné.	čínske jedlo; čínska kuchyňa	Čínske jedlo v tejto reštaurácii je veľmi chutné.	kínai étel; kínai konyha	Ennek az étteremnek a kínai étele nagyon finom.	mâncare chinezească; bucătărie chinezească	Mâncarea chinezească de la acest restaurant este foarte gustoasă.	китайска храна; китайска кухня	Китайската храна в този ресторант е много вкусна.	kineska hrana; kineska kuhinja	Kineska hrana u ovom restoranu vrlo je ukusna.
1958:中年	中年	中年	střední věk	Už dosáhl středního věku.	stredný vek	Už dosiahol stredný vek.	középkor	Már elérte a középkort.	vârstă mijlocie	A ajuns deja la vârsta mijlocie.	средна възраст	Той вече е достигнал средна възраст.	srednja dob	Već je došao u srednju dob.
1965:祝	祝	祝	přát; blahopřát	Přeji ti všechno nejlepší k narozeninám!	želať; blahoželať	Všetko najlepšie k narodeninám!	kívánni; gratulálni	Boldog születésnapot kívánok!	a ura; a felicita	Îți urez la mulți ani!	пожелавам; поздравявам	Пожелавам ти честит рожден ден!	željeti; čestitati	Sretan ti rođendan!
1971:转发	转发	转发	přeposlat; znovu sdílet	Prosím, přepošlete oznámení všem.	preposlať; znovu zdieľať	Prosím, prepošlite oznámenie všetkým.	továbbítani; újra megosztani	Kérjük, továbbítsa az értesítést mindenkinek.	a redirecționa; a redistribui	Vă rog să transmiteți notificarea tuturor.	препращам; споделям отново	Моля, препратете съобщението на всички.	proslijediti; ponovno podijeliti	Molimo proslijedite obavijest svima.
1972:转机1	转机1	转机	přestoupit na jiné letadlo	Musíme v Šanghaji přestoupit na jiné letadlo.	prestúpiť na iné lietadlo	Musíme v Šanghaji prestúpiť na iné lietadlo.	repülőt váltani	Sanghajban repülőt kell váltanunk.	a schimba avionul	Trebuie să schimbăm avionul la Shanghai.	прекачвам се на самолет	Трябва да се прекачим в Шанхай.	promijeniti avion	Moramo promijeniti avion u Šangaju.
1975:准	准	准	přesný; správný	Jeho odpověď je velmi přesná.	presný; správny	Jeho odpoveď je veľmi presná.	pontos; találó	A válasza nagyon pontos.	precis; exact	Răspunsul lui este foarte precis.	точен	Отговорът му е много точен.	točan; precizan	Njegov je odgovor vrlo točan.
1980:自	自	自	od; od té doby	Od loňska bydlí v Pekingu.	od; odvtedy	Od minulého roka býva v Pekingu.	óta; kezdve	Tavaly óta Pekingben él.	de la; din	De anul trecut locuiește la Beijing.	от; оттогава	От миналата година той живее в Пекин.	od; otkad	Od prošle godine živi u Pekingu.
1982:自习	自习	自习	samostudium	V sedm večer jdeme do učebny na samostudium.	samoštúdium	O siedmej večer ideme do triedy na samoštúdium.	önálló tanulás	Este hétkor a tanterembe megyünk önállóan tanulni.	studiu individual	La șapte seara mergem în clasă pentru studiu individual.	самоподготовка	В седем вечерта отиваме в класната стая за самоподготовка.	samostalno učenje	U sedam navečer idemo u učionicu na samostalno učenje.
1984:自学	自学	自学	učit se sám	Učí se čínsky sám pomocí videí.	učiť sa sám	Učí sa čínštinu sám pomocou videí.	önállóan tanulni	Videókon keresztül önállóan tanul kínaiul.	a învăța singur	Învață chineza singur prin videoclipuri.	уча самостоятелно	Той учи китайски самостоятелно чрез видеа.	učiti samostalno	Samostalno uči kineski putem videa.
1988:最终	最终	最终	nakonec; konečný	Nakonec se rozhodl zůstat.	nakoniec; konečný	Nakoniec sa rozhodol zostať.	végül; végleges	Végül úgy döntött, hogy marad.	în cele din urmă; final	În cele din urmă a decis să rămână.	в крайна сметка; окончателен	В крайна сметка той реши да остане.	na kraju; konačan	Na kraju je odlučio ostati.
1992:做法	做法	做法	postup; metoda	Tento postup je velmi jednoduchý.	postup; metóda	Tento postup je veľmi jednoduchý.	előjárás; módszer	Ez a módszer nagyon egyszerű.	mod de a face; metodă	Această metodă este foarte simplă.	начин на правене; метод	Този метод е много прост.	način rada; metoda	Ova je metoda vrlo jednostavna.
1994:做梦	做梦	做梦	snít	Včera v noci se mi zdálo o příteli.	snívať	Včera v noci sa mi snívalo o priateľovi.	álmodni	Tegnap éjjel egy barátomról álmodtam.	a visa	Aseară am visat un prieten.	сънувам	Снощи сънувах приятел.	sanjati	Sinoć sam sanjao prijatelja.
