hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
3782:愁	愁	愁	kaygılanmak; dert etmek	İş konusunda kaygılanıyor.	kuwa na wasiwasi	Ana wasiwasi kuhusu kazi.	narahat olmaq; dərd çəkmək	O, iş məsələsinə görə narahatdır.	tashvishlanmoq; qayg‘urmoq	U ish masalasidan tashvishlanyapti.
3785:出场	出场	出场	sahneye çıkmak; görünmek	Baş karakter en son sahneye çıktı.	kutokea; kuingia jukwaani	Mhusika mkuu alitokea mwisho.	səhnəyə çıxmaq; görünmək	Baş qəhrəman ən axırda səhnəyə çıxdı.	sahnaga chiqmoq; paydo bo‘lmoq	Bosh qahramon oxirida sahnaga chiqdi.
3786:初等	初等	初等	temel; ilköğretim düzeyi	Bu kitap temel matematiği tanıtıyor.	ya msingi; awali	Kitabu hiki kinaeleza hisabati ya msingi.	ibtidai; ilkin	Bu kitab ibtidai riyaziyyatı təqdim edir.	boshlang‘ich; oddiy	Bu kitob boshlang‘ich matematikani tanishtiradi.
3787:出境	出境	出境	yurt dışına çıkmak; sınırdan çıkmak	Çıkış işlemleri için pasaport gerekir.	kutoka nchini; kuvuka mpaka	Pasipoti inahitajika kukamilisha taratibu za kutoka nchini.	ölkədən çıxmaq; sərhədi keçmək	Ölkədən çıxış prosedurları üçün pasport lazımdır.	mamlakatdan chiqmoq; chegaradan chiqmoq	Chiqish rasmiylashtiruvi uchun pasport kerak.
3788:出力	出力	出力	emek vermek; katkı sağlamak	Bu projeye herkes katkı sağlamaya hazır.	kutoa nguvu; kuchangia kazi	Kila mtu yuko tayari kutoa nguvu katika mradi huu.	əmək sərf etmək; kömək etmək	Bu layihəyə hamı əmək sərf etməyə hazırdır.	kuch sarflamoq; hissa qo‘shmoq	Bu loyihaga hamma hissa qo‘shishga tayyor.
3789:出名	出名	出名	ünlü; tanınmış	Bu küçük dükkân ekmeğiyle ünlüdür.	maarufu; inayojulikana	Duka hili dogo linajulikana kwa mikate yake.	məşhur; tanınmış	Bu kiçik dükan çörəyi ilə məşhurdur.	mashhur; taniqli	Bu kichik do‘kon noni bilan mashhur.
3790:出入	出入	出入	giriş çıkış; erişim	Siteye giriş çıkış için kart okutmak gerekir.	kuingia na kutoka; ufikiaji	Kuingia na kutoka kwenye makazi kunahitaji kutumia kadi.	giriş-çıxış; keçid	Yaşayış kompleksinə giriş-çıxış üçün kart oxutmaq lazımdır.	kirish-chiqish; ruxsat	Turar joy hududiga kirish-chiqish uchun kartani tekkizish kerak.
3792:出游	出游	出游	geziye çıkmak; seyahate gitmek	Tatilde birçok aile geziye çıkmayı seçiyor.	kwenda safari; kwenda matembezini	Wakati wa likizo familia nyingi huchagua kwenda safari.	səyahətə çıxmaq; gəzməyə getmək	Tətildə bir çox ailə səyahətə çıxmağı seçir.	sayohatga chiqmoq	Ta’tilda ko‘plab oilalar sayohatga chiqishni tanlaydi.
3793:出于	出于	出于	dolayı; nedeniyle	Güvenlik kaygısıyla planı iptal etti.	kwa sababu ya; kutokana na	Alifuta mpango kwa sababu ya masuala ya usalama.	səbəbindən; nəzərə alaraq	O, təhlükəsizlik səbəbindən planı ləğv etdi.	sababli; ...dan kelib chiqib	U xavfsizlikni o‘ylab rejani bekor qildi.
3797:处罚	处罚	处罚	cezalandırmak; ceza	Kurallara aykırı park etmek cezalandırılır.	kuadhibu; adhabu	Kuegesha gari kinyume cha sheria kutaadhibiwa.	cəzalandırmaq; cəza	Qaydasız parklanma cəzalandırılacaq.	jazolamoq; jazo	Qoidaga xilof to‘xtash jazolanadi.
3799:处处	处处	处处	her yerde; her tarafta	Bu şehirde her yerde yeşil ağaçlar var.	kila mahali; pote	Kuna miti ya kijani kila mahali katika jiji hili.	hər yerdə; hər tərəfdə	Bu şəhərin hər yerində yaşıl ağaclar var.	hamma joyda; har yerda	Bu shaharning hamma joyida yashil daraxtlar bor.
3800:穿过	穿过	穿过	içinden geçmek; geçmek	Sessiz bir patikadan geçtik.	kupitia; kuvuka	Tulipitia njia tulivu.	keçmək; içindən keçmək	Biz sakit bir cığırdan keçdik.	kesib o‘tmoq; orqali o‘tmoq	Biz sokin yo‘lakdan o‘tdik.
3801:传承	传承	传承	aktarmak; miras almak	Bu zanaat birkaç nesildir aktarılıyor.	kurithisha; kupitisha	Ufundi huu umerithishwa kwa vizazi kadhaa.	ötürmək; miras almaq	Bu sənət bir neçə nəsildir ötürülür.	meros qilib o‘tkazmoq; davom ettirmoq	Bu hunar bir necha avloddan beri meros bo‘lib kelmoqda.
3804:传染病	传染病	传染病	bulaşıcı hastalık	Doktor herkese bulaşıcı hastalıklardan korunmayı hatırlattı.	ugonjwa wa kuambukiza	Daktari aliwakumbusha wote kuzuia magonjwa ya kuambukiza.	yoluxucu xəstəlik	Həkim hamıya yoluxucu xəstəliklərdən qorunmağı xatırlatdı.	yuqumli kasallik	Shifokor hammaga yuqumli kasalliklarning oldini olishni eslatdi.
3806:传输	传输	传输	iletmek; aktarmak	Sistem verileri aktarıyor.	kusambaza; kuhamisha	Mfumo unasambaza data.	ötürmək; transfer etmək	Sistem məlumatları ötürür.	uzatmoq; ko‘chirmoq	Tizim ma’lumotlarni uzatyapti.
3808:船只	船只	船只	tekneler; gemiler	Limanda birçok tekne demirli.	boti; vyombo vya majini	Vyombo vingi vya majini vimetia nanga bandarini.	qayıqlar; gəmilər	Limanda çoxlu gəmi dayanıb.	qayiqlar; kemalar	Portda ko‘plab kemalar to‘xtab turibdi.
3810:窗口	窗口	窗口	pencere; gişe	İşlem için lütfen üç numaralı gişeye gidin.	dirisha; kaunta ya huduma	Tafadhali nenda kaunta namba tatu kushughulikia taratibu.	pəncərə; xidmət masası	Zəhmət olmasa, proseduru etmək üçün üçüncü pəncərəyə gedin.	deraza; xizmat oynasi	Rasmiylashtirish uchun uchinchi xizmat oynasiga boring.
3812:创办	创办	创办	kurmak; tesis etmek	Mezun olduktan sonra bir şirket kurdu.	kuanzisha; kusimamisha	Baada ya kuhitimu, alianzisha kampuni.	qurmaq; təsis etmək	Məzun olduqdan sonra o, şirkət qurdu.	asos solmoq; tashkil qilmoq	O‘qishni bitirgach, u kompaniya tashkil qildi.
3813:创建	创建	创建	oluşturmak; kurmak	Ekip yeni bir veritabanı oluşturuyor.	kuunda; kuanzisha	Timu inaunda hifadhidata mpya.	yaratmaq; qurmaq	Komanda yeni verilənlər bazası yaradır.	yaratmoq; tashkil qilmoq	Jamoa yangi ma’lumotlar bazasini yaratmoqda.
3815:创意	创意	创意	yaratıcılık; yaratıcı fikir	Bu reklam çok yaratıcı.	ubunifu; wazo bunifu	Tangazo hili lina ubunifu mkubwa.	yaradıcılıq; yaradıcı fikir	Bu reklam çox yaradıcıdır.	ijodkorlik; ijodiy g‘oya	Bu reklama juda ijodiy.
3817:纯	纯	纯	saf; tamamen	Bu şişedeki meyve suyu saf elma suyudur.	safi; kabisa	Chupa hii ya juisi ni juisi safi ya tufaha.	saf; tam	Bu şüşədəki şirə saf alma şirəsidir.	sof; butunlay	Bu shishadagi sharbat sof olma sharbatidir.
3818:瓷器	瓷器	瓷器	porselen; çini	Müze antik porselenleri sergiledi.	kauri; vyombo vya kauri	Makumbusho yalionesha vyombo vya kale vya kauri.	farfor; çini qab	Muzey qədim farfor nümunələrini nümayiş etdirdi.	chinni; chinni buyum	Muzey qadimiy chinni buyumlarni namoyish etdi.
3819:此刻	此刻	此刻	şu anda; bu anda	Şu anda sadece sessizce dinlenmek istiyorum.	kwa wakati huu; sasa hivi	Kwa wakati huu nataka kupumzika kimya tu.	bu anda; hazırda	Bu anda sadəcə sakitcə dincəlmək istəyirəm.	shu paytda; hozir	Shu paytda men faqat tinchgina dam olishni xohlayman.
3821:次数	次数	次数	kez sayısı; defa sayısı	Lütfen her gün yaptığın alıştırma sayısını kaydet.	idadi ya mara	Tafadhali rekodi idadi ya mara unazofanya mazoezi kila siku.	dəfə sayı	Zəhmət olmasa, hər gün məşq etdiyiniz dəfə sayını qeyd edin.	marta soni	Iltimos, har kuni mashq qilgan marta sonini yozib boring.
3822:匆匆	匆匆	匆匆	aceleyle; telaşla	Kahvaltısını aceleyle bitirip dışarı çıktı.	kwa haraka; haraka haraka	Alimaliza kifungua kinywa haraka haraka kisha akatoka.	tələsik; tez-tələsik	O, səhər yeməyini tələsik bitirib çıxdı.	shoshilib; tezda	U nonushtasini shoshilib tugatib, chiqib ketdi.
3824:从未	从未	从未	asla; hiç	O, hayalinden asla vazgeçmedi.	kamwe; hajawahi	Hajawahi kuacha ndoto yake.	heç vaxt; əsla	O, öz arzusundan heç vaxt imtina etməyib.	hech qachon; aslo	U o‘z orzusidan hech qachon voz kechmagan.
3825:从业	从业	从业	bir meslekte çalışmak	Finans sektöründe uzun yıllardır çalışıyor.	kufanya kazi katika taaluma	Amefanya kazi katika sekta ya fedha kwa miaka mingi.	peşə üzrə işləmək	O, maliyyə sektorunda uzun illər işləyib.	kasbda ishlamoq; sohada ishlamoq	U moliya sohasida ko‘p yillardan beri ishlaydi.
3827:脆	脆	脆	çıtır; kırılgan	Bu kurabiye hem güzel kokulu hem çıtır.	kavu na kuvunjika; krispi	Biskuti hii inanukia vizuri na ni krispi.	xırtıldayan; kövrək	Bu peçenye həm ətirli, həm də xırtıldayandır.	qarsildoq; mo‘rt	Bu pechenye xushbo‘y va qarsildoq.
3829:村庄	村庄	村庄	köy	Dağın eteğinde sakin bir köy var.	kijiji	Kuna kijiji tulivu chini ya mlima.	kənd	Dağın ətəyində sakit bir kənd var.	qishloq	Tog‘ etagida sokin bir qishloq bor.
3830:存储	存储	存储	depolamak; saklama	Bu fotoğraflar bulutta depolanabilir.	kuhifadhi; hifadhi	Picha hizi zinaweza kuhifadhiwa kwenye wingu.	saxlamaq; yaddaş	Bu şəkilləri buludda saxlamaq olar.	saqlamoq; xotira	Bu suratlarni bulutda saqlash mumkin.
3831:寸	寸	寸	cun; Çin ölçü birimi	Bu fotoğraf iki cun boyutunda.	cun; kipimo cha Kichina	Picha hii ina ukubwa wa cun mbili.	tsun; Çin ölçü vahidi	Bu şəkil iki tsun ölçüsündədir.	sun; xitoy o‘lchov birligi	Bu rasm ikki sun o‘lchamida.
3837:打动	打动	打动	duygulandırmak; etkilemek	Onun içtenliği herkesi etkiledi.	kugusa moyo; kuathiri kihisia	Ukweli wake uligusa mioyo ya watu wote.	təsirləndirmək; ürəyinə toxunmaq	Onun səmimiliyi hamını təsirləndirdi.	ta’sirlantirmoq; ko‘ngliga tegmoq	Uning samimiyligi hammaga ta’sir qildi.
3840:打卡	打卡	打卡	giriş yapmak; kart okutmak	Çalışanlar her sabah dokuzda giriş yapar.	kusajili kuingia; kupiga kadi	Wafanyakazi husajili kuingia saa tatu asubuhi kila siku.	işə giriş qeydiyyatı etmək; kart vurmaq	İşçilər hər səhər saat doqquzda kart vururlar.	ishga kelganini belgilamoq; ro‘yxatdan o‘tmoq	Xodimlar har kuni ertalab soat to‘qqizda ishga kelganini belgilaydi.
3841:打雷	打雷	打雷	gök gürlemek	Dışarıda gök gürlemeye başladı.	kupiga radi; kunguruma kwa radi	Nje kumeanza kunguruma kwa radi.	göy guruldamaq	Çöldə göy guruldamağa başladı.	momaqaldiroq bo‘lmoq	Tashqarida momaqaldiroq boshladi.
3842:打造	打造	打造	inşa etmek; yaratmak	Yeni bir marka yaratmak istiyorlar.	kujenga; kuunda	Wanataka kuunda chapa mpya.	qurmaq; yaratmaq	Onlar yeni brend yaratmaq istəyirlər.	yaratmoq; barpo etmoq	Ular yangi brend yaratmoqchi.
3845:大吃一惊	大吃一惊	大吃一惊	çok şaşırmak	Fiyatı duyunca çok şaşırdı.	kushangaa sana	Aliposikia bei, alishangaa sana.	çox təəccüblənmək	Qiyməti eşidəndə o çox təəccübləndi.	juda hayron qolmoq	Narxni eshitgach, u juda hayron qoldi.
3846:大地	大地	大地	yeryüzü; toprak	İlkbahar yağmuru toprağı besledi.	ardhi; dunia	Mvua ya masika ilirutubisha ardhi.	yer üzü; torpaq	Yaz yağışı torpağı qidalandırdı.	yer; zamin	Bahor yomg‘iri zaminni oziqlantirdi.
3847:大都	大都	大都	çoğunlukla; büyük ölçüde	Buradaki turistlerin çoğu ülke içinden geliyor.	kwa sehemu kubwa; wengi	Watalii wengi hapa wanatoka ndani ya nchi.	əsasən; çoxu	Buradakı turistlərin çoxu ölkə daxilindən gəlir.	asosan; ko‘pincha	Bu yerdagi sayyohlarning ko‘pi mamlakat ichidan keladi.
3849:大幅	大幅	大幅	büyük ölçüde; ciddi oranda	Bu yıl maliyetler büyük ölçüde düştü.	kwa kiasi kikubwa	Gharama zilipungua kwa kiasi kikubwa mwaka huu.	xeyli; böyük ölçüdə	Bu il xərclər xeyli azaldı.	sezilarli darajada; katta miqdorda	Bu yil xarajatlar sezilarli darajada kamaydi.
3851:大使	大使	大使	büyükelçi	Büyükelçi karşılama yemeğine katıldı.	balozi	Balozi alihudhuria chakula cha jioni cha makaribisho.	səfir	Səfir qarşılama naharında iştirak etdi.	elchi	Elchi kutib olish kechki ovqatida qatnashdi.
3852:大师	大师	大师	usta; büyük uzman	Bu usta bana çok şey öğretti.	bingwa; mtaalamu mkubwa	Bingwa huyu alinifundisha mambo mengi.	usta; böyük mütəxəssis	Bu usta mənə çox şey öyrətdi.	usta; katta mutaxassis	Bu usta menga ko‘p narsani o‘rgatdi.
3853:大洋洲	大洋洲	大洋洲	Okyanusya	Avustralya Okyanusya'da yer alır.	Oseania; eneo la visiwa vya Pasifiki	Australia iko Oseania.	Okeaniya	Avstraliya Okeaniyada yerləşir.	Okeaniya	Avstraliya Okeaniyada joylashgan.
3856:待	待	待	kalmak; beklemek	Lütfen güvenli bir yerde kalın.	kukaa; kubaki	Tafadhali baki mahali salama.	qalmaq; gözləmək	Zəhmət olmasa, təhlükəsiz yerdə qalın.	qolmoq; kutmoq	Iltimos, xavfsiz joyda qoling.
3864:担忧	担忧	担忧	endişelenmek; kaygılanmak	Ebeveynler çocuklarının güvenliği konusunda endişeleniyor.	kuwa na wasiwasi; kuhofu	Wazazi wana wasiwasi kuhusu usalama wa mtoto wao.	narahat olmaq; qayğılanmaq	Valideynlər uşağın təhlükəsizliyindən narahatdırlar.	tashvishlanmoq; xavotirlanmoq	Ota-onalar bolaning xavfsizligidan xavotirda.
3870:当今	当今	当今	günümüz; bugünkü çağ	Günümüz toplumu çok hızlı değişiyor.	siku hizi; zama za sasa	Jamii ya siku hizi hubadilika haraka sana.	bugünkü dövr; indiki zaman	Bugünkü cəmiyyət çox sürətlə dəyişir.	hozirgi davr; bugun	Hozirgi jamiyat juda tez o‘zgaradi.
3872:当下	当下	当下	şu anda; hâlihazırda	Şu anda en önemli şey sorunu çözmek.	kwa sasa; hivi sasa	Kwa sasa jambo muhimu zaidi ni kutatua tatizo.	hazırda; indiki anda	Hazırda ən vacib şey problemi həll etməkdir.	hozirda; ayni paytda	Hozirda eng muhim narsa muammoni hal qilishdir.
3875:当天	当天	当天	aynı gün	Sipariş aynı gün gönderildi.	siku hiyo hiyo	Oda ilitumwa siku hiyo hiyo.	həmin gün; eyni gün	Sifariş həmin gün göndərildi.	o‘sha kuni; shu kunning o‘zida	Buyurtma o‘sha kunning o‘zida jo‘natildi.
3876:岛	岛	岛	ada	Bu adada araba yok.	kisiwa	Hakuna magari katika kisiwa hiki.	ada	Bu adada avtomobil yoxdur.	orol	Bu orolda mashina yo‘q.
3878:倒车	倒车	倒车	geri gitmek; aracı geri almak	Geri giderken arkaya dikkat et.	kurudisha gari nyuma	Unaporudisha gari nyuma, angalia kilicho nyuma.	maşını geriyə sürmək	Maşını geriyə sürərkən arxaya diqqət et.	mashinani orqaga haydamoq	Mashinani orqaga haydaganda orqa tomonga e’tibor bering.
3879:导师	导师	导师	danışman; mentor	Danışmanım bana çok tavsiye verdi.	mshauri; mlezi wa kitaaluma	Mshauri wangu alinipa ushauri mwingi.	elmi rəhbər; mentor	Elmi rəhbərim mənə çox məsləhət verdi.	ilmiy rahbar; mentor	Ilmiy rahbarim menga ko‘p maslahat berdi.
3881:倒是	倒是	倒是	aslında; tam tersine	Bu dükkân büyük değil ama lezzeti aslında çok iyi.	kwa kweli; kinyume chake	Duka hili si kubwa, lakini ladha yake kwa kweli ni nzuri sana.	əslində; əksinə	Bu dükan böyük deyil, amma dadı əslində çox yaxşıdır.	aslida; aksincha	Bu do‘kon katta emas, lekin ta’mi aslida juda yaxshi.
3882:得了	得了	得了	yakalanmak; kapmak	Gribe yakalandı ve dinlenmesi gerekiyor.	kupata; kuambukizwa	Alipata mafua makali na anahitaji kupumzika.	tutulmaq; yoluxmaq	O, qripə yoluxdu və istirahət etməlidir.	yuqtirib olmoq; kasal bo‘lmoq	U gripp bo‘lib qoldi va dam olishi kerak.
3883:得以	得以	得以	mümkün olmak; yapabilmek	Herkesin yardımıyla proje tamamlanabildi.	kuweza; kuwezeshwa	Kwa msaada wa kila mtu, mradi uliweza kukamilika.	mümkün olmaq; bacarmaq	Hamının köməyi ilə layihə tamamlana bildi.	imkon topmoq; bajarila olmoq	Hamma yordam bergani uchun loyiha yakunlana oldi.
3884:得知	得知	得知	öğrenmek; haberdar olmak	Toplantı saatinin değiştiğini az önce öğrendim.	kujua; kufahamishwa	Nimejua tu sasa kuwa muda wa mkutano umebadilika.	öyrənmək; xəbər tutmaq	İclas vaxtının dəyişdiyini indicə öyrəndim.	xabardor bo‘lmoq; bilib olmoq	Yig‘ilish vaqti o‘zgarganini hozirgina bildim.
3888:低碳	低碳	低碳	düşük karbonlu	Düşük karbonlu yaşam giderek daha popüler oluyor.	yenye kaboni kidogo	Maisha yenye kaboni kidogo yanazidi kupendwa.	az karbonlu	Az karbonlu həyat getdikcə daha populyar olur.	kam uglerodli	Kam uglerodli hayot tarzi tobora ommalashmoqda.
3893:地形	地形	地形	arazi yapısı; topoğrafya	Buradaki arazi karmaşık, gece yürüyüşü için uygun değil.	mandhari ya ardhi; umbo la ardhi	Mandhari ya ardhi hapa ni tata, haifai kutembea usiku.	relyef; yer quruluşu	Burada relyef mürəkkəbdir, gecə gəzməyə uyğun deyil.	yer tuzilishi; relyef	Bu yerning relyefi murakkab, tunda yurishga mos emas.
3894:地域	地域	地域	bölge; yöre	Farklı bölgelerin farklı yeme alışkanlıkları vardır.	eneo; kanda	Maeneo tofauti yana tabia tofauti za kula.	bölgə; ərazi	Fərqli bölgələrin fərqli yemək vərdişləri var.	hudud; mintaqa	Turli hududlarda ovqatlanish odatlari har xil.
3896:点击	点击	点击	tıklamak	Lütfen sağ üst köşedeki düğmeye tıklayın.	kubofya	Tafadhali bofya kitufe kilicho kona ya juu kulia.	klikləmək; basmaq	Zəhmət olmasa, yuxarı sağ küncdəki düyməni basın.	bosmoq; klik qilmoq	Iltimos, yuqori o‘ng burchakdagi tugmani bosing.
3898:点燃	点燃	点燃	yakmak; tutuşturmak	Doğum günü mumlarını yaktı.	kuwasha; kutia moto	Aliwasha mishumaa ya siku ya kuzaliwa.	yandırmaq; alışdırmaq	O, ad günü şamlarını yandırdı.	yoqmoq; alanga oldirmoq	U tug‘ilgan kun shamlarini yoqdi.
3900:电饭锅	电饭锅	电饭锅	pirinç pişirici	Pirinç pişiricide hâlâ pilav var.	jiko la kupikia wali	Kwenye jiko la kupikia wali bado kuna wali.	düyü bişirən qazan	Düyü bişirən qazanda hələ düyü var.	guruch pishirgich	Guruch pishirgichda hali guruch bor.
3901:电力	电力	电力	elektrik enerjisi	Bu bölgede elektrik arzı istikrarlı.	nguvu za umeme	Ugavi wa umeme katika eneo hili ni thabiti.	elektrik enerjisi	Bu bölgədə elektrik təchizatı sabitdir.	elektr energiyasi	Bu hududda elektr ta’minoti barqaror.
3902:店铺	店铺	店铺	dükkan; mağaza	Bu caddede birçok küçük dükkan var.	duka	Kuna maduka madogo mengi katika barabara hii.	dükan; mağaza	Bu küçədə çoxlu kiçik dükan var.	do‘kon	Bu ko‘chada ko‘plab kichik do‘konlar bor.
3906:钓鱼	钓鱼	钓鱼	balık tutmak	Hafta sonları nehir kenarında balık tutmayı sever.	kuvua samaki	Mwishoni mwa wiki hupenda kuvua samaki kando ya mto.	balıq tutmaq	O, həftə sonları çay kənarında balıq tutmağı sevir.	baliq ovlamoq	U dam olish kunlari daryo bo‘yida baliq ovlashni yaxshi ko‘radi.
3909:订单	订单	订单	sipariş	Müşteri siparişi onayladı.	oda; agizo	Mteja amethibitisha oda.	sifariş	Müştəri sifarişi təsdiqlədi.	buyurtma	Mijoz buyurtmani tasdiqladi.
3910:订婚	订婚	订婚	nişanlanmak	Gelecek yıl nişanlanmayı planlıyorlar.	kuchumbiana rasmi; kufunga uchumba	Wanapanga kufunga uchumba mwaka ujao.	nişanlanmaq	Onlar gələn il nişanlanmağı planlaşdırırlar.	unashtirilmoq	Ular kelasi yili unashtirilishni rejalashtirmoqda.
3911:定价	定价	定价	fiyat belirlemek; fiyatlandırma	Yeni ürünün fiyatı henüz belirlenmedi.	kupanga bei; bei	Bidhaa mpya bado haijapangiwa bei.	qiymət qoymaq; qiymətləndirmə	Yeni məhsula hələ qiymət qoyulmayıb.	narx belgilamoq; narxlash	Yangi mahsulotga hali narx belgilanmagan.
3912:定时	定时	定时	zamanlamak; planlı	Bu yazılım bilgisayarı planlı olarak kapatabilir.	kupanga muda; kwa ratiba	Programu hii inaweza kuzima kompyuta kwa ratiba.	vaxt təyin etmək; planlı	Bu proqram müəyyən vaxtda kompüteri söndürə bilər.	vaqt belgilamoq; rejalashtirilgan	Bu dastur kompyuterni belgilangan vaqtda o‘chirishi mumkin.
3913:定位	定位	定位	yerini belirlemek; konumlandırma	Telefon aracın konumunu hızlıca belirleyebilir.	kutambua mahali; kuweka mahali	Simu inaweza kutambua haraka mahali gari lilipo.	yerini müəyyən etmək; mövqeləndirmə	Telefon maşının yerini tez müəyyən edə bilər.	joyini aniqlamoq; joylashuv	Telefon transport vositasining joyini tez aniqlay oladi.
