hsk_key	source_word	simplified	KA	example_KA	HY	example_HY
3888:低碳	低碳	低碳	დაბალნახშირბადიანი	დაბალნახშირბადიანი ცხოვრება სულ უფრო პოპულარული ხდება.	ցածր ածխածնային	Ցածր ածխածնային ապրելակերպը ավելի ու ավելի տարածված է դառնում։
3893:地形	地形	地形	რელიეფი	აქ რელიეფი რთულია და ღამით სიარულისთვის შესაფერისი არ არის.	տեղանք; ռելիեֆ	Այստեղ տեղանքը բարդ է և հարմար չէ գիշերային քայլելու համար։
3894:地域	地域	地域	რეგიონი; მხარე	სხვადასხვა რეგიონს განსხვავებული კვების ჩვევები აქვს.	տարածաշրջան; վայր	Տարբեր տարածաշրջաններում սնվելու սովորությունները տարբեր են։
3896:点击	点击	点击	დაწკაპუნება	გთხოვთ, ზედა მარჯვენა კუთხის ღილაკს დააწკაპუნოთ.	սեղմել	Խնդրում եմ սեղմեք վերին աջ անկյունի կոճակը։
3898:点燃	点燃	点燃	ანთება; ცეცხლის მოკიდება	მან დაბადების დღის სანთლები აანთო.	վառել; բռնկել	Նա վառեց ծննդյան օրվա մոմերը։
3900:电饭锅	电饭锅	电饭锅	ბრინჯის ელექტროქვაბი	ბრინჯის ელექტროქვაბში ჯერ კიდევ ბრინჯია.	բրնձեփ	Բրնձեփի մեջ դեռ բրինձ կա։
3901:电力	电力	电力	ელექტროენერგია	ამ რეგიონში ელექტროენერგიის მიწოდება სტაბილურია.	էլեկտրաէներգիա	Այս շրջանում էլեկտրաէներգիայի մատակարարումը կայուն է։
3902:店铺	店铺	店铺	მაღაზია; სავაჭრო ადგილი	ამ ქუჩაზე ბევრი პატარა მაღაზიაა.	խանութ	Այս փողոցում շատ փոքր խանութներ կան։
3906:钓鱼	钓鱼	钓鱼	თევზაობა	შაბათ-კვირას მას მდინარის პირას თევზაობა უყვარს.	ձուկ որսալ	Հանգստյան օրերին նա սիրում է գետի մոտ ձուկ որսալ։
3909:订单	订单	订单	შეკვეთა	კლიენტმა შეკვეთა უკვე დაადასტურა.	պատվեր	Հաճախորդը արդեն հաստատել է պատվերը։
