simplified	KM	example_KM
倡导	លើកកម្ពស់; ផ្តួចផ្តើម	សាលាលើកកម្ពស់របៀបរស់នៅមានសុខភាពល្អ។
倡议	គំនិតផ្តួចផ្តើម	គំនិតផ្តួចផ្តើមការពារបរិស្ថាននេះទទួលបានការគាំទ្រ។
畅通	ដំណើរការរលូន; ឆ្លងកាត់បានស្រួល	បន្ទាប់ពីភ្លៀងឈប់ ផ្លូវបានត្រឡប់មកឆ្លងកាត់បានស្រួលវិញ។
畅销	លក់ដាច់ខ្លាំង	ប្រលោមលោកនេះលក់ដាច់ខ្លាំងណាស់។
超越	លើសពី; ឆ្លងកាត់	ចុងក្រោយគាត់បានលើសកំណត់ត្រារបស់ខ្លួន។
钞票	ក្រដាសប្រាក់	ក្នុងកាបូបនៅសល់តែក្រដាសប្រាក់ប៉ុន្មានសន្លឹក។
嘲笑	ចំអក	កុំចំអកចំណុចខ្សោយរបស់អ្នកដទៃ។
巢穴	សំបុក; គុហាសត្វ	អ្នកប្រមាញ់បានរកឃើញសំបុកសត្វ។
朝代	រាជវង្ស	រាជវង្សថាងជារាជវង្សមួយក្នុងប្រវត្តិសាស្ត្រចិន។
潮流	និន្នាការ	យុវជនយកចិត្តទុកដាក់យ៉ាងខ្លាំងចំពោះនិន្នាការម៉ូដ។
撤退	ដកថយ	បន្ទាប់ពីទទួលបានបញ្ជា កងទ័ពបានដកថយ។
撤销	លុបចោល	តុលាការបានលុបចោលសាលក្រមដើម។
沉淀	កកសន្សំចុះក្រោម	ខ្សាច់និងភក់នឹងកកសន្សំចុះក្រោមបន្តិចម្តងៗ។
沉闷	ធ្ងន់ធ្ងរអាប់អួ	អាកាសធាតុថ្ងៃនេះក្តៅហើយអាប់អួ។
沉思	គិតជ្រាលជ្រៅ	គាត់អង្គុយគិតជ្រាលជ្រៅនៅក្បែរបង្អួច។
沉重	ធ្ងន់ធ្ងរ	ដំណឹងនេះធ្វើឲ្យមនុស្សគ្រប់គ្នាមានអារម្មណ៍ធ្ងន់ធ្ងរ។
沉着	ស្ងប់ស្ងាត់មិនភ័យ	ពេលជួបគ្រោះថ្នាក់ ត្រូវរក្សាភាពស្ងប់ស្ងាត់មិនភ័យ។
陈旧	ចាស់ហួសសម័យ	ម៉ាស៊ីននេះចាស់ហួសសម័យហើយ។
陈列	ដាក់តាំង	នៅសាលតាំងពិព័រណ៍មានដាក់តាំងវត្ថុបុរាណជាច្រើន។
陈述	ថ្លែងបញ្ជាក់	សូមថ្លែងបញ្ជាក់ការពិតឲ្យច្បាស់។
称心如意	ពេញចិត្តដូចបំណង	ការងារនេះធ្វើឲ្យគាត់ពេញចិត្តដូចបំណង។
衬托	ធ្វើឲ្យលេចធ្លោ	ជញ្ជាំងពណ៌សធ្វើឲ្យពណ៌ផ្កាលេចធ្លោ។
称号	ឋាននាម; ងារ	គាត់ទទួលបានងារគ្រូឆ្នើម។
乘	ជិះ	ខ្ញុំជិះរថភ្លើងក្រោមដីទៅធ្វើការរៀងរាល់ថ្ងៃ។
呈现	បង្ហាញចេញ	មេឃបានបង្ហាញពណ៌ក្រហមស្រាល។
城堡	ប្រាសាទ	លើកំពូលភ្នំមានប្រាសាទបុរាណមួយ។
惩罚	ដាក់ទោស	សាលានឹងដាក់ទោសសិស្សដែលលួចបន្លំក្នុងការប្រឡង។
成本	ថ្លៃដើម	តម្លៃវត្ថុធាតុដើមឡើងថ្លៃបានបង្កើនថ្លៃដើម។
成交	ព្រមព្រៀងជួញដូរ	ជំនួញនេះចុងក្រោយបានព្រមព្រៀងជួញដូរ។
成天	ពេញមួយថ្ងៃ	គាត់អង្គុយមុខកុំព្យូទ័រពេញមួយថ្ងៃ។
成效	ប្រសិទ្ធផល	វិធីគ្រប់គ្រងថ្មីបានឃើញប្រសិទ្ធផលយ៉ាងឆាប់រហ័ស។
成心	ចេតនា	គាត់មិនបានចេតនាធ្វើឲ្យអ្នកអៀនទេ។
成员	សមាជិក	សមាជិកគ្រប់រូបត្រូវចូលរួមកិច្ចប្រជុំ។
承办	ទទួលរៀបចំ	ក្រុមហ៊ុននេះទទួលរៀបចំពិព័រណ៍។
承包	ទទួលម៉ៅការ	ពួកគេទទួលម៉ៅការគម្រោងនេះ។
承诺	សន្យា	គាត់សន្យាថានឹងបញ្ចប់ភារកិច្ចទាន់ពេល។
橙	ក្រូចពោធិ៍សាត់	ខ្ញុំបានទិញក្រូចពោធិ៍សាត់ស្រស់ពីរបីផ្លែ។
澄清	បំភ្លឺ	អ្នកគ្រប់គ្រងបានចេញមកបំភ្លឺការយល់ច្រឡំ។
盛	ដួស	នាងបានដួសស៊ុបមួយចានឲ្យភ្ញៀវ។
诚挚	ស្មោះត្រង់យ៉ាងជ្រាលជ្រៅ	សូមទទួលការអរគុណស្មោះត្រង់យ៉ាងជ្រាលជ្រៅរបស់ខ្ញុំ។
秤	ជញ្ជីង	ជញ្ជីងនេះមិនសូវត្រឹមត្រូវទេ។
吃苦	ទ្រាំលំបាក	យុវជនគួររៀនទ្រាំលំបាក។
吃力	ពិបាកខំប្រឹង	ការលើកប្រអប់នេះពិបាកខំប្រឹងណាស់។
持久	យូរអង្វែង	ភាពជោគជ័យត្រូវការការខិតខំយូរអង្វែង។
迟钝	យឺតយ៉ាវ; មិនរហ័ស	ថ្មីៗនេះប្រតិកម្មរបស់គាត់យឺតយ៉ាវបន្តិច។
迟缓	យឺត	បន្ទាប់ពីភ្លៀង ចរាចរណ៍ក្លាយជាយឺត។
迟疑	ស្ទាក់ស្ទើរ	នាងស្ទាក់ស្ទើរបន្តិចទើបឆ្លើយ។
赤道	ខ្សែអេក្វាទ័រ	តំបន់ជិតខ្សែអេក្វាទ័រក្តៅពេញមួយឆ្នាំ។
赤字	ឱនភាព	ក្រុមហ៊ុនឆ្នាំនេះមានឱនភាព។
充当	ដើរតួនាទីជា	គាត់ដើរតួនាទីជាអ្នកសម្របសម្រួលក្នុងគម្រោង។
充沛	ពេញលេញ; ខ្លាំងក្លា	ក្មេងៗមានថាមពលពេញលេញណាស់។
充实	ពេញលេញមានន័យ	បទពិសោធន៍នេះធ្វើឲ្យជីវិតខ្ញុំពេញលេញមានន័យជាងមុន។
充足	គ្រប់គ្រាន់	មុនធ្វើដំណើរត្រូវរៀបចំទឹកឲ្យគ្រប់គ្រាន់។
冲动	អារម្មណ៍ភ្លាមៗ	កុំធ្វើសេចក្តីសម្រេចចិត្តដោយអារម្មណ៍ភ្លាមៗ។
冲击	ប៉ះទង្គិច; ឥទ្ធិពលខ្លាំង	បច្ចេកវិទ្យាថ្មីបានប៉ះទង្គិចឧស្សាហកម្មប្រពៃណី។
冲突	ជម្លោះ	ភាគីទាំងពីរខិតខំជៀសវាងជម្លោះ។
崇拜	គោរពសរសើរខ្លាំង	យុវជនជាច្រើនគោរពសរសើរខ្លាំងចំពោះអ្នកវិទ្យាសាស្ត្ររូបនេះ។
崇高	ខ្ពង់ខ្ពស់	ភារកិច្ចរបស់វេជ្ជបណ្ឌិតគឺខ្ពង់ខ្ពស់។
崇敬	គោរពយ៉ាងជ្រាលជ្រៅ	សិស្សទាំងអស់គោរពគ្រូរូបនេះយ៉ាងជ្រាលជ្រៅ។
重叠	ត្រួតលើគ្នា	ភារកិច្ចទាំងពីរនេះមានផ្នែកខ្លះត្រួតលើគ្នា។
稠密	ក្រាស់	ប្រជាជននៅទីនេះក្រាស់ណាស់។
筹备	រៀបចំត្រៀម	ពួកគេកំពុងរៀបចំត្រៀមពិធីមង្គលការ។
