hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
3734:厂家	厂家	厂家	výrobce; továrna	Tento výrobce poskytuje poprodejní servis.	výrobca; továreň	Tento výrobca poskytuje popredajný servis.	gyártó; üzem	Ez a gyártó vevőszolgálati szolgáltatást nyújt.	producător; fabrică	Acest producător oferă servicii post-vânzare.	производител; фабрика	Този производител предлага следпродажбено обслужване.	proizvođač; tvornica	Ovaj proizvođač pruža uslugu nakon prodaje.
3735:场景	场景	场景	scéna; situace	Tato scéna ve filmu je velmi dojemná.	scéna; situácia	Táto scéna vo filme je veľmi dojímavá.	jelenet; helyzet	A filmnek ez a jelenete nagyon megható.	scenă; situație	Această scenă din film este foarte emoționantă.	сцена; ситуация	Тази сцена във филма е много трогателна.	scena; situacija	Ova scena u filmu vrlo je dirljiva.
3737:厂商	厂商	厂商	výrobce; dodavatel	Mnoho dodavatelů se zúčastnilo tiskové akce.	výrobca; dodávateľ	Na uvedení sa zúčastnilo mnoho dodávateľov.	gyártó; beszállító	Sok beszállító vett részt a bemutatón.	producător; furnizor	Mulți furnizori au participat la evenimentul de lansare.	производител; доставчик	Много доставчици участваха в събитието за представяне.	proizvođač; dobavljač	Mnogi dobavljači sudjelovali su na događaju predstavljanja.
3746:炒股	炒股	炒股	obchodovat s akciemi	Nedávno se začal učit obchodovat s akciemi.	obchodovať s akciami	Nedávno sa začal učiť obchodovať s akciami.	részvényekkel kereskedni	Nemrég kezdett részvénykereskedést tanulni.	a tranzacționa acțiuni	El a început recent să învețe să tranzacționeze acțiuni.	търгувам с акции	Наскоро той започна да учи как да търгува с акции.	trgovati dionicama	Nedavno je počeo učiti trgovati dionicama.
3748:撤回	撤回	撤回	stáhnout; vzít zpět	Firma tuto žádost stáhla.	stiahnuť; vziať späť	Firma túto žiadosť stiahla.	visszavonni	A cég visszavonta ezt a kérelmet.	a retrage	Compania a retras această cerere.	оттеглям; връщам назад	Компанията оттегли това заявление.	povući; opozvati	Tvrtka je povukla ovu prijavu.
3752:撑	撑	撑	podepřít; rozevřít	Tento deštník už nejde rozevřít.	podoprieť; roztvoriť	Tento dáždnik sa už nedá roztvoriť.	megtámasztani; kinyitni	Ezt az esernyőt már nem lehet kinyitni.	a sprijini; a deschide	Această umbrelă nu mai poate fi deschisă.	подпирам; разтварям	Този чадър вече не може да се отвори.	poduprijeti; otvoriti	Ovaj se kišobran više ne može otvoriti.
3755:称作	称作	称作	nazývat; říkat	Lidé toto místo nazývají městskou zahradou.	nazývať; volať	Ľudia toto miesto nazývajú mestskou záhradou.	nevezni; hívni	Az emberek városi kertnek nevezik ezt a helyet.	a numi; a fi numit	Oamenii numesc acest loc grădina orașului.	наричам; назовавам	Хората наричат това място градска градина.	nazivati; zvati	Ljudi ovo mjesto nazivaju gradskim vrtom.
3756:成	成	成	desetina; podíl	Letošní příjem vzrostl o třicet procent.	desatina; podiel	Tohtoročný príjem vzrástol o tridsať percent.	tized; arány	Az idei bevétel harminc százalékkal nőtt.	zecime; proporție	Venitul din acest an a crescut cu treizeci la sută.	десета част; дял	Доходът тази година се увеличи с тридесет процента.	desetina; udio	Ovogodišnji prihod porastao je za trideset posto.
3763:成千上万	成千上万	成千上万	tisíce a tisíce	Tisíce lidí se zúčastnily pochodu.	tisíce a tisíce	Tisíce ľudí sa zúčastnili pochodu.	tízezrek; ezrek és ezrek	Tízezrek vettek részt a felvonuláson.	mii și mii	Zeci de mii de oameni au participat la marș.	хиляди и хиляди	Хиляди хора участваха в шествието.	tisuće i tisuće	Tisuće ljudi sudjelovale su u povorci.
3766:诚信	诚信	诚信	poctivost; důvěryhodnost	V podnikání je nejdůležitější poctivost.	poctivosť; dôveryhodnosť	V podnikaní je najdôležitejšia poctivosť.	tisztesség; megbízhatóság	Az üzletben a legfontosabb a tisztesség.	integritate; cinste	În afaceri, cel mai important lucru este integritatea.	почтеност; надеждност	В бизнеса най-важна е почтеността.	poštenje; vjerodostojnost	U poslovanju je najvažnije poštenje.
3768:城镇	城镇	城镇	město; městské sídlo	Toto město leží blízko moře.	mesto; mestské sídlo	Toto mestečko leží blízko mora.	város; városi település	Ez a város a tenger közelében van.	oraș; așezare urbană	Acest oraș este aproape de mare.	град; градско селище	Този град е близо до морето.	grad; urbano naselje	Ovaj je grad blizu mora.
3770:持有	持有	持有	vlastnit; držet	Vlastní akcie této společnosti.	vlastniť; držať	Vlastní akcie tejto spoločnosti.	birtokolni; rendelkezni valamivel	Részvényeket birtokol ebben a vállalatban.	a deține; a poseda	El deține acțiuni la această companie.	притежавам; държа	Той притежава акции в тази компания.	posjedovati; držati	On posjeduje dionice ove tvrtke.
3771:尺	尺	尺	chi; čínská stopa	Tento kus látky je dlouhý tři chi.	chi; čínska stopa	Tento kus látky je dlhý tri chi.	chi; kínai láb	Ez a darab szövet három chi hosszú.	chi; picior chinezesc	Această bucată de material are trei chi lungime.	чи; китайски фут	Това парче плат е дълго три чи.	chi; kineska stopa	Ovaj komad tkanine dug je tri chi.
3772:尺寸	尺寸	尺寸	velikost; rozměry	Prosím, potvrď rozměry krabice.	veľkosť; rozmery	Prosím, potvrď rozmery škatule.	méret; méretek	Kérlek, erősítsd meg a doboz méreteit.	dimensiune; mărimi	Vă rog să confirmați dimensiunile cutiei.	размер; габарити	Моля, потвърдете размерите на кутията.	veličina; dimenzije	Molim te, potvrdi dimenzije kutije.
3778:重建	重建	重建	obnovit; znovu vybudovat	Po zemětřesení začala vesnice s obnovou.	obnoviť; znovu vybudovať	Po zemetrasení sa dedina začala obnovovať.	újjáépíteni	A földrengés után a falu elkezdte az újjáépítést.	a reconstrui	După cutremur, satul a început reconstrucția.	възстановявам; изграждам отново	След земетресението селото започна възстановяване.	obnoviti; ponovno izgraditi	Nakon potresa selo se počelo obnavljati.
3780:抽奖	抽奖	抽奖	losování o cenu; tombola	Lidé, kteří si koupí lístek, se mohou zúčastnit losování.	žrebovanie o cenu; tombola	Ľudia, ktorí si kúpia lístok, sa môžu zúčastniť žrebovania.	nyereménysorsolás; tombola	Aki jegyet vesz, részt vehet a sorsoláson.	extragere cu premii; tombolă	Cei care cumpără bilete pot participa la tombolă.	томбола; теглене на награди	Хората, които купят билети, могат да участват в томболата.	nagradno izvlačenje; tombola	Ljudi koji kupe ulaznice mogu sudjelovati u nagradnom izvlačenju.
3782:愁	愁	愁	dělat si starosti; trápit se	Dělá si starosti kvůli práci.	robiť si starosti; trápiť sa	Robí si starosti pre prácu.	aggódni; bánkódni	Éppen a munkája miatt aggódik.	a se îngrijora; a se frământa	El își face griji din cauza muncii.	тревожа се; измъчвам се	Той се тревожи за работата.	brinuti se; mučiti se	Brine se zbog posla.
3785:出场	出场	出场	objevit se; nastoupit na scénu	Hlavní postava se objevila jako poslední.	objaviť sa; nastúpiť na scénu	Hlavná postava sa objavila ako posledná.	színre lépni; megjelenni	A főszereplő jelent meg utoljára.	a apărea; a intra pe scenă	Personajul principal a apărut ultimul.	излизам на сцена; появявам се	Главният герой се появи последен.	pojaviti se; izaći na scenu	Glavni lik pojavio se posljednji.
3786:初等	初等	初等	základní; elementární	Tato kniha představuje elementární matematiku.	základný; elementárny	Táto kniha predstavuje elementárnu matematiku.	alapfokú; elemi	Ez a könyv az elemi matematikát mutatja be.	elementar; primar	Această carte prezintă matematica elementară.	начален; елементарен	Тази книга представя елементарна математика.	osnovni; elementarni	Ova knjiga uvodi elementarnu matematiku.
3787:出境	出境	出境	opustit zemi; výstup přes hranici	K vyřízení odjezdu ze země je potřeba pas.	opustiť krajinu; výstup cez hranicu	Na vybavenie odchodu z krajiny je potrebný pas.	országból kilépni; határt elhagyni	Az országból való kilépéshez útlevél kell.	a ieși din țară; trecere de frontieră	Pentru formalitățile de ieșire din țară este nevoie de pașaport.	излизам от страната; преминаване на граница	За напускане на страната е нужен паспорт.	izaći iz zemlje; izlazak preko granice	Za postupak izlaska iz zemlje potrebna je putovnica.
3788:出力	出力	出力	přispět silami; pomoci prací	Na tomto projektu jsou všichni ochotni pomoci.	prispieť silami; pomôcť prácou	Na tomto projekte sú všetci ochotní pomôcť.	erőfeszítést tenni; munkával hozzájárulni	Ehhez a projekthez mindenki szívesen hozzájárul.	a depune efort; a contribui cu muncă	Toți sunt dispuși să contribuie la acest proiect.	полагам усилия; помагам с труд	Всички са готови да помогнат с труд по този проект.	uložiti trud; pomoći radom	Svi su spremni uložiti trud u ovaj projekt.
3789:出名	出名	出名	známý; proslulý	Tento malý obchod je proslulý svým chlebem.	známy; preslávený	Tento malý obchod je známy svojím chlebom.	híres; közismert	Ez a kis bolt a kenyeréről híres.	faimos; bine cunoscut	Acest mic magazin este cunoscut pentru pâinea sa.	известен; прочут	Това малко магазинче е известно с хляба си.	poznat; slavan	Ova mala trgovina poznata je po kruhu.
3790:出入	出入	出入	vstup a výstup; přístup	Do obytného komplexu se vstupuje a vychází pomocí karty.	vstup a výstup; prístup	Do obytného komplexu sa vstupuje a vychádza pomocou karty.	be- és kilépés; hozzáférés	A lakónegyedbe való be- és kilépéshez kártyát kell húzni.	intrare și ieșire; acces	Intrarea și ieșirea din complexul rezidențial necesită card.	влизане и излизане; достъп	За влизане и излизане от жилищния комплекс е нужна карта.	ulazak i izlazak; pristup	Za ulazak i izlazak iz stambenog naselja treba provući karticu.
3792:出游	出游	出游	vyrazit na výlet; cestovat	O prázdninách se mnoho rodin rozhodne cestovat.	vyraziť na výlet; cestovať	Počas prázdnin sa mnoho rodín rozhodne cestovať.	kirándulni; utazni	Az ünnepek alatt sok család választja az utazást.	a pleca în excursie; a călători	În vacanță, multe familii aleg să plece în excursie.	излизам на пътешествие; пътувам	През ваканцията много семейства избират да пътуват.	otići na izlet; putovati	Tijekom praznika mnoge obitelji odlučuju putovati.
