simplified	KM	example_KM
有利	មានអត្ថប្រយោជន៍	លក្ខខណ្ឌនេះមានអត្ថប្រយោជន៍ចំពោះយើង។
幼儿园	មត្តេយ្យ	កុមារនឹងចូលមត្តេយ្យឆ្នាំក្រោយ។
娱乐	ការកម្សាន្ត	មើលភាពយន្តជាការកម្សាន្តមួយប្រភេទ។
与其	ជាជាង	ជាជាងត្អូញត្អែរ គួរតែចាប់ផ្តើមធ្វើសកម្មភាព។
语气	សម្លេងនិយាយ	សម្លេងនិយាយរបស់គាត់ទន់ភ្លន់ណាស់។
玉米	ពោត	អាហារពេលល្ងាចមានស៊ុបពោត។
预报	ព្យាករណ៍	ការព្យាករណ៍អាកាសធាតុថាថ្ងៃស្អែកនឹងភ្លៀង។
预订	កក់ទុក	ខ្ញុំបានកក់សណ្ឋាគាររួចហើយ។
预防	បង្ការ	លាងដៃញឹកញាប់អាចបង្ការផ្តាសាយបាន។
元旦	ថ្ងៃចូលឆ្នាំសកល	ថ្ងៃចូលឆ្នាំសកលយើងឈប់សម្រាកមួយថ្ងៃ។
原料	វត្ថុធាតុដើម	វត្ថុធាតុដើមសំខាន់របស់នំប៉័ងគឺម្សៅ។
原则	គោលការណ៍	មនុស្សគួរមានគោលការណ៍។
员工	បុគ្គលិក	ក្រុមហ៊ុនមានបុគ្គលិកបីរយនាក់។
圆	មូល	ព្រះចន្ទធំ ហើយមូល។
愿望	បំណងប្រាថ្នា	បំណងប្រាថ្នារបស់គាត់គឺធ្វើដំណើរជុំវិញពិភពលោក។
乐器	ឧបករណ៍តន្ត្រី	នាងអាចលេងឧបករណ៍តន្ត្រីបានជាច្រើន។
晕	វិលមុខ	ពេលជិះទូក ខ្ញុំមានអារម្មណ៍វិលមុខបន្តិច។
运气	សំណាង	ថ្ងៃនេះសំណាងរបស់ខ្ញុំល្អ។
运输	ដឹកជញ្ជូន	ទំនិញទាំងនេះត្រូវការដឹកជញ្ជូនតាមផ្លូវដែក។
运用	ប្រើប្រាស់	សូមប្រើប្រាស់ពាក្យទាំងនេះឲ្យបត់បែន។
灾害	គ្រោះមហន្តរាយ	ទឹកជំនន់ជាគ្រោះមហន្តរាយធម្មជាតិមួយប្រភេទ។
再三	ម្តងហើយម្តងទៀត	គ្រូបានរំលឹកយើងម្តងហើយម្តងទៀតឲ្យរំលឹកមេរៀន។
在乎	យកចិត្តទុកដាក់	គាត់យកចិត្តទុកដាក់ខ្លាំងចំពោះមតិរបស់មិត្តភក្តិ។
在于	ស្ថិតនៅលើ	ជោគជ័យស្ថិតនៅលើការតស៊ូ។
赞成	យល់ព្រម	ខ្ញុំយល់ព្រមនឹងសំណើរបស់អ្នក។
赞美	សរសើរ	មនុស្សគ្រប់គ្នាសរសើរភាពក្លាហានរបស់នាង។
糟糕	អាក្រក់	អាកាសធាតុថ្ងៃនេះអាក្រក់មែនទែន។
造成	បណ្តាលឲ្យ	ភ្លៀងធំបានបណ្តាលឲ្យស្ទះចរាចរណ៍។
则	បើដូច្នេះ	បើមនុស្សម្នាក់ខិតខំ នោះនឹងមានការរីកចម្រើន។
责备	ស្តីបន្ទោស	គ្រូមិនបានស្តីបន្ទោសគាត់ទេ។
摘	បេះ	នាងបានបេះផ្កាមួយនៅក្នុងសួន។
窄	ចង្អៀត	ផ្លូវនេះចង្អៀតពេក។
粘贴	បិទភ្ជាប់	សូមបិទភ្ជាប់រូបថតនៅទីនេះ។
展开	ចាប់ផ្តើម	ការពិភាក្សាបានចាប់ផ្តើមយ៉ាងលឿន។
展览	ពិព័រណ៍	សារមន្ទីរមានពិព័រណ៍ថ្មីមួយ។
占	កាន់កាប់	តុនេះកាន់កាប់កន្លែង។
战争	សង្គ្រាម	សង្គ្រាមនាំមកនូវទុក្ខវេទនាដល់មនុស្ស។
掌握	ចេះ	គាត់ចេះវេយ្យាករណ៍មូលដ្ឋានរួចហើយ។
涨	ឡើងថ្លៃ	ថ្មីៗនេះថ្លៃជួលបានឡើងថ្លៃម្តងទៀត។
长辈	ចាស់ទុំ	ក្នុងពេលចូលឆ្នាំ គួរសួរសុខទុក្ខចាស់ទុំ។
账户	គណនី	សូមពិនិត្យគណនីធនាគាររបស់អ្នក។
招待	ទទួលភ្ញៀវ	ម្ចាស់ផ្ទះបានទទួលភ្ញៀវយ៉ាងកក់ក្តៅ។
着火	ឆេះ	ផ្ទះបាយបានឆេះភ្លាមៗ។
着凉	ផ្តាសាយដោយត្រជាក់	អាកាសធាតុត្រជាក់ ដូច្នេះកុំឲ្យផ្តាសាយដោយត្រជាក់។
召开	រៀបចំកិច្ចប្រជុំ	សាលានឹងរៀបចំកិច្ចប្រជុំថ្ងៃស្អែក។
照常	ដូចធម្មតា	ហាងនឹងបើកដូចធម្មតាថ្ងៃស្អែក។
哲学	ទស្សនវិជ្ជា	គាត់បានសិក្សាទស្សនវិជ្ជានៅសាកលវិទ្យាល័យ។
珍惜	ឲ្យតម្លៃ	យើងគួរឲ្យតម្លៃពេលវេលា។
真实	ពិតប្រាកដ	រឿងនេះពិតប្រាកដ។
针对	សំដៅលើ	សំណើនេះសំដៅលើសិស្សថ្មី។
诊断	ធ្វើរោគវិនិច្ឆ័យ	គ្រូពេទ្យបានធ្វើរោគវិនិច្ឆ័យយ៉ាងលឿន។
振动	ញ័រ	ទូរស័ព្ទកំពុងញ័រនៅលើតុ។
阵	ភ្លៀងមួយភ្លែត	ខាងក្រៅមានភ្លៀងមួយភ្លែត។
争论	ជជែកតវ៉ា	ពួកគេបានជជែកតវ៉ាអំពីបញ្ហានេះយូរ។
争取	ខិតខំដើម្បីទទួលបាន	យើងគួរខិតខំដើម្បីទទួលបានឱកាសបន្ថែម។
征求	សុំមតិ	គ្រូបានសុំមតិពីមនុស្សគ្រប់គ្នា។
挣	រើបម្រះ	បក្សីបានរើបម្រះចេញពីខ្សែ។
睁	បើកភ្នែក	សូមបើកភ្នែកឲ្យធំបន្តិច។
整个	ទាំងមូល	ទីក្រុងទាំងមូលស្ងប់ស្ងាត់ណាស់។
整齐	រៀបរយ	សៀវភៅត្រូវបានរៀបចំយ៉ាងរៀបរយ។
整体	ទាំងមូល	យើងត្រូវពិចារណាផលប៉ះពាល់ទាំងមូល។
政府	រដ្ឋាភិបាល	រដ្ឋាភិបាលបានចេញសេចក្តីជូនដំណឹងថ្មី។
政治	នយោបាយ	គាត់ចាប់អារម្មណ៍លើនយោបាយណាស់។
正	ត្រឹមត្រូវ	ចម្លើយនេះត្រឹមត្រូវ។
证件	ឯកសារបញ្ជាក់អត្តសញ្ញាណ	សូមបង្ហាញឯកសារបញ្ជាក់អត្តសញ្ញាណរបស់អ្នក។
证据	ភស្តុតាង	ប៉ូលិសបានរកឃើញភស្តុតាងថ្មី។
支	ដើម	មានប៊ិចមួយដើមនៅលើតុ។
支票	សែក	គាត់បានបង់ប្រាក់ដោយសែក។
执照	អាជ្ញាប័ណ្ណ	បើកបរត្រូវការអាជ្ញាប័ណ្ណបើកបរ។
直	ត្រង់	ដើរត្រង់ទៅមុខតាមផ្លូវនេះ។
指导	ណែនាំ	គ្រូបានណែនាំយើងក្នុងការសរសេរនិក្ខេបបទ។
指挥	បញ្ជា	គាត់ទទួលខុសត្រូវបញ្ជាប្រតិបត្តិការនេះ។
制定	រៀបចំ	ក្រុមហ៊ុនបានរៀបចំផែនការថ្មី។
制度	ប្រព័ន្ធ	សាលាមានប្រព័ន្ធតឹងរ៉ឹង។
制造	ផលិត	រោងចក្រនេះផលិតម៉ាស៊ីន។
制作	ធ្វើ	នាងកំពុងធ្វើនំខួបកំណើត។
志愿者	អ្នកស្ម័គ្រចិត្ត	អ្នកស្ម័គ្រចិត្តជាច្រើនបានចូលរួមព្រឹត្តិការណ៍នេះ។
智慧	ប្រាជ្ញា	មនុស្សចាស់នេះមានប្រាជ្ញាច្រើន។
治疗	ព្យាបាល	គ្រូពេទ្យកំពុងព្យាបាលអ្នកជំងឺ។
秩序	សណ្តាប់ធ្នាប់	សូមរក្សាសណ្តាប់ធ្នាប់។
至今	រហូតមកដល់ពេលនេះ	បញ្ហានេះមិនទាន់ត្រូវបានដោះស្រាយរហូតមកដល់ពេលនេះ។
至于	ចំពោះ	ចំពោះថ្លៃចំណាយ យើងនឹងពិភាក្សាថ្ងៃស្អែក។
中介	ភ្នាក់ងារកណ្ដាល	គាត់បានជួលផ្ទះល្វែងតាមរយៈភ្នាក់ងារកណ្ដាល។
中心	មជ្ឈមណ្ឌល	មន្ទីរពេទ្យស្ថិតនៅមជ្ឈមណ្ឌលទីក្រុង។
中旬	ពាក់កណ្តាលខែ	កិច្ចប្រជុំត្រូវបានកំណត់នៅពាក់កណ្តាលខែឧសភា។
种类	ប្រភេទ	នៅទីនេះមានផ្លែឈើច្រើនប្រភេទ។
重大	សំខាន់ធំ	នេះជាការសម្រេចចិត្តសំខាន់ធំមួយ។
重量	ទម្ងន់	ប្រអប់នេះមានទម្ងន់ប៉ុន្មាន?
周到	គិតគូរគ្រប់ជ្រុងជ្រោយ	សេវារបស់គាត់គិតគូរគ្រប់ជ្រុងជ្រោយណាស់។
猪	ជ្រូក	នៅកសិដ្ឋានមានជ្រូកជាច្រើន។
竹子	ឫស្សី	ខ្លាឃ្មុំផាន់ដាចូលចិត្តញ៉ាំឫស្សី។
逐步	ជាជំហានៗ	ផែនការនឹងត្រូវអនុវត្តជាជំហានៗ។
逐渐	បន្តិចម្តងៗ	អាកាសធាតុបានត្រជាក់បន្តិចម្តងៗ។
主持	ធ្វើជាប្រធាន	នាងធ្វើជាប្រធានកិច្ចប្រជុំថ្ងៃនេះ។
主动	ដោយស្ម័គ្រចិត្ត	គាត់បានជួយមិត្តរួមថ្នាក់ដោយស្ម័គ្រចិត្ត។
主观	អត្តនោម័ត	ការវាយតម្លៃនេះអត្តនោម័តបន្តិច។
主人	ម្ចាស់ផ្ទះ	ម្ចាស់ផ្ទះបានស្វាគមន៍យើងយ៉ាងកក់ក្តៅ។
主任	ប្រធានផ្នែក	ប្រធានផ្នែកនៅក្នុងការិយាល័យ។
主题	ប្រធានបទ	ប្រធានបទពិភាក្សាថ្ងៃនេះគឺការពារបរិស្ថាន។
主席	ប្រធាន	ប្រធានបានប្រកាសចាប់ផ្តើមកិច្ចប្រជុំ។
主张	គាំទ្រគំនិត	គាត់គាំទ្រគំនិតឲ្យដោះស្រាយបញ្ហាចរាចរណ៍ជាមុន។
煮	ស្ងោរ	ម៉ាក់កំពុងស្ងោរមី។
注册	ចុះឈ្មោះ	អ្នកប្រើថ្មីត្រូវចុះឈ្មោះជាមុន។
祝福	ពាក្យជូនពរ	មិត្តភក្តិបានផ្ញើពាក្យជូនពរ។
抓	ចាប់	កុមារបានចាប់ដៃម៉ាក់។
抓紧	ប្រញាប់ប្រើឲ្យបានល្អ	យើងត្រូវប្រញាប់ប្រើពេលវេលាឲ្យបានល្អ។
专家	អ្នកជំនាញ	អ្នកជំនាញបានផ្តល់យោបល់។
专心	ផ្តោតអារម្មណ៍	អ្នកគួរផ្តោតអារម្មណ៍ស្តាប់ក្នុងថ្នាក់។
转变	ផ្លាស់ប្តូរ	អាកប្បកិរិយារបស់គាត់បានផ្លាស់ប្តូរ។
转告	ប្រាប់បន្ត	សូមប្រាប់គាត់បន្តថាថ្ងៃស្អែកមានកិច្ចប្រជុំ។
装	ដាក់	សូមដាក់សៀវភៅចូលក្នុងកាបូប។
装饰	តុបតែង	ពួកគេបានតុបតែងបន្ទប់ដោយផ្កា។
装修	ជួសជុលតុបតែង	ផ្ទះថ្មីកំពុងជួសជុលតុបតែង។
撞	បុក	រថយន្តពីរគ្រឿងបានបុកគ្នានៅផ្លូវបំបែក។
状况	ស្ថានភាព	ស្ថានភាពបច្ចុប្បន្នមានស្ថេរភាពគួរសម។
状态	សភាព	ថ្ងៃនេះគាត់ស្ថិតក្នុងសភាពល្អ។
追	ដេញ	កុមារកំពុងដេញកូនឆ្កែពីក្រោយ។
追求	តាមរក	គាត់តែងតែតាមរកក្តីសុបិនរបស់ខ្លួន។
咨询	ពិគ្រោះយោបល់	អ្នកអាចពិគ្រោះយោបល់ជាមួយគ្រូពេទ្យជំនាញ។
姿势	ឥរិយាបថ	សូមរក្សាឥរិយាបថត្រឹមត្រូវ។
资格	លក្ខណៈសម្បត្តិ	គាត់មានលក្ខណៈសម្បត្តិចូលរួមការប្រកួត។
资金	មូលនិធិ	គម្រោងត្រូវការមូលនិធិបន្ថែម។
资料	ឯកសារ	សូមផ្ញើឯកសារឲ្យខ្ញុំ។
资源	ធនធាន	ទឹកជាធនធានធម្មជាតិសំខាន់មួយ។
紫	ពណ៌ស្វាយ	នាងចូលចិត្តពណ៌ស្វាយ។
字母	អក្សរ	ភាសាអង់គ្លេសមានអក្សរ២៦តួ។
字幕	អក្សររត់ក្រោម	ភាពយន្តនេះមានអក្សររត់ក្រោមជាភាសាចិន។
自从	ចាប់តាំងពី	ចាប់តាំងពីបញ្ចប់ការសិក្សា គាត់កម្រត្រឡប់មកវិញ។
自动	ស្វ័យប្រវត្តិ	ទ្វារនេះបើកដោយស្វ័យប្រវត្តិ។
自豪	មានមោទនភាព	ខ្ញុំមានមោទនភាពចំពោះការរីកចម្រើនរបស់ខ្ញុំ។
自觉	ដោយខ្លួនឯង	គាត់បានបញ្ចប់កិច្ចការផ្ទះដោយខ្លួនឯង។
自私	អាត្មានិយម	មនុស្សមិនគួរអាត្មានិយមពេកទេ។
自由	សេរីភាព	មនុស្សគ្រប់គ្នាឲ្យតម្លៃសេរីភាព។
自愿	ស្ម័គ្រចិត្ត	ពួកគេស្ម័គ្រចិត្តចូលរួមសកម្មភាពនេះ។
综合	គ្រប់ជ្រុងជ្រោយ	យើងត្រូវពិចារណាកត្តានានាឲ្យបានគ្រប់ជ្រុងជ្រោយ។
总裁	នាយកប្រតិបត្តិ	នាយកប្រតិបត្តិបានថ្លែងសុន្ទរកថាថ្ងៃនេះ។
总共	សរុប	ដំណើរនេះចំណាយសរុបបីពាន់យន់។
总理	នាយករដ្ឋមន្ត្រី	នាយករដ្ឋមន្ត្រីបានចូលរួមកិច្ចប្រជុំ។
总算	ទីបំផុត	ទីបំផុតបញ្ហាត្រូវបានដោះស្រាយ។
总统	ប្រធានាធិបតី	ប្រធានាធិបតីបានថ្លែងសុន្ទរកថាតាមទូរទស្សន៍។
总之	សរុបមក	សរុបមក យើងត្រូវបញ្ចប់ឲ្យទាន់ពេល។
组	ក្រុម	គ្រូបានបែងចែកយើងជាបីក្រុម។
组成	ផ្សំឡើងពី	ទឹកផ្សំឡើងពីអ៊ីដ្រូសែន និងអុកស៊ីសែន។
组合	ការផ្សំ	ការផ្សំពណ៌នេះមើលទៅល្អ។
组织	រៀបចំ	សាលាបានរៀបចំដំណើរកម្សាន្តមួយ។
阻止	រារាំង	ប៉ូលិសបានរារាំងអាកប្បកិរិយាគ្រោះថ្នាក់។
最初	ដំបូង	ដំបូងខ្ញុំមិនសូវយល់ទេ។
醉	ស្រវឹង	គាត់ផឹកច្រើនពេក ហើយស្រវឹងបន្តិច។
尊敬	គោរព	សិស្សទាំងអស់គោរពគ្រូ។
遵守	គោរពតាម	យើងត្រូវគោរពតាមច្បាប់ចរាចរណ៍។
作品	ស្នាដៃ	គំនូរនេះជាស្នាដៃរបស់គាត់។
作为	ក្នុងនាមជា	ក្នុងនាមជាគ្រូ គាត់អត់ធ្មត់ណាស់។
作文	អត្ថបទសំណេរ	គ្រូបានឲ្យយើងសរសេរអត្ថបទសំណេរ។
